y2,y3,x,y,y1,y4
0,0,1647817200,6.65,,1
0,0,1647817500,6.58,,1
0,0,1647817800,6.59,,1
0,0,1647818100,6.6,,1
0,0,1647818400,6.54,,1
0,0,1647818700,6.83,,1
0,0,1647819000,6.51,,1
0,0,1647819300,6.92,,1
0,0,1647819600,6.47,,1
0,0,1647819900,6.25,,1
0,0,1647820200,6.36,,1
0,0,1647820500,6.55,,1
0,0,1647820800,6.48,,1
0,0,1647821100,6.65,,1
0,0,1647821400,6.07,,1
0,0,1647821700,6.29,,1
0,0,1647822000,6.47,,1
0,0,1647822300,6.38,,1
0,0,1647822600,6.26,,1
0,0,1647822900,6.31,,1
0,0,1647823200,6.46,,1
0,0,1647823500,6.41,,1
0,0,1647823800,6.64,,1
0,0,1647824100,6.48,,1
0,0,1647824400,6.78,,1
0,0,1647824700,6.85,,1
0,0,1647825000,6.84,,1
0,0,1647825300,6.83,,1
0,0,1647825600,6.61,,1
0,0,1647825900,6.45,,1
0,0,1647826200,6.26,,1
0,0,1647826500,6.33,,1
0,0,1647826800,6.21,,1
0,0,1647827100,6.41,,1
0,0,1647827400,6.35,,1
0,0,1647827700,6.57,,1
0,0,1647828000,6.55,,1
0,0,1647828300,6.59,,1
0,0,1647828600,6.57,,1
0,0,1647828900,6.6,,1
0,0,1647829200,6.69,,1
0,0,1647829500,6.59,,1
0,0,1647829800,6.61,,1
0,0,1647830100,6.71,,1
0,0,1647830400,6.58,,1
0,0,1647830700,6.73,,1
0,0,1647831000,6.74,,1
0,0,1647831300,6.92,,1
0,0,1647831600,6.65,,1
0,0,1647831900,6.68,,1
0,0,1647832200,6.82,,1
0,0,1647832500,6.86,,1
0,0,1647832800,6.81,,1
0,0,1647833100,6.52,,1
0,0,1647833400,6.39,,1
0,0,1647833700,6.96,,1
0,0,1647834000,6.6,,1
0,0,1647834300,6.77,,1
0,0,1647834600,6.67,,1
0,0,1647834900,6.49,,1
0,0,1647835200,6.97,,1
0,0,1647835500,6.84,,1
0,0,1647835800,6.68,,1
0,0,1647836100,6.67,,1
0,0,1647836400,6.46,,1
0,0,1647836700,6.32,,1
0,0,1647837000,6.68,,1
0,0,1647837300,6.37,,1
0,0,1647837600,6.36,,1
0,0,1647837900,6.15,,1
0,0,1647838200,6.8,,1
0,0,1647838500,6.17,,1
0,0,1647838800,6.12,,1
0,0,1647839100,6.04,,1
0,0,1647839400,6.88,,1
0,0,1647839700,6.35,,1
0,0,1647840000,6.27,,1
0,0,1647840300,6.53,,1
0,0,1647840600,6.75,,1
0,0,1647840900,6.73,,1
0,0,1647841200,6.62,,1
0,0,1647841500,7.07,,1
0,0,1647841800,6.74,,1
0,0,1647842100,6.71,,1
0,0,1647842400,6.65,,1
0,0,1647842700,6.56,,1
0,0,1647843000,6.49,,1
0,0,1647843300,6.42,,1
0,0,1647843600,6.48,,1
0,0,1647843900,6.68,,1
0,0,1647844200,6.78,,1
0,0,1647844500,6.71,,1
0,0,1647844800,6.49,,1
0,0,1647845100,6.61,,1
0,0,1647845400,6.66,,1
0,0,1647845700,6.77,,1
0,0,1647846000,6.57,,1
0,0,1647846300,6.66,,1
0,0,1647846600,6.8,,1
0,0,1647846900,6.48,,1
0,0,1647847200,6.8,,1
0,0,1647847500,6.45,,1
0,0,1647847800,6.54,,1
0,0,1647848100,6.66,,1
0,0,1647848400,6.62,,1
0,0,1647848700,6.74,,1
0,0,1647849000,6.45,,1
0,0,1647849300,6.49,,1
0,0,1647849600,6.75,,1
0,0,1647849900,6.97,,1
0,0,1647850200,6.69,,1
0,0,1647850500,6.94,,1
0,0,1647850800,7.1,,1
0,0,1647851100,6.97,,1
0,0,1647851400,7.1,,1
0,0,1647851700,6.88,,1
0,0,1647852000,6.96,,1
0,0,1647852300,7.43,,1
0,0,1647852600,7.07,,1
0,0,1647852900,7.34,,1
0,0,1647853200,7.18,,1
0,0,1647853500,7.34,,1
0,0,1647853800,7.47,,1
0,0,1647854100,7.36,,1
