x,skin_temp,bulk_temp,air_temp,precipitation,windspeed,solar_W,rel_humidity,air_pressure,datetime
1480582800.0,5.76,9.29,0.141,0.0,1.253,80.7,79.8,0.0,2016-12-01 10:00:00
1480586400.0,8.02,9.73,0.818,0.0,2.517,175.6,80.1,0.0,2016-12-01 11:00:00
1480590000.0,8.19,9.72,2.677,0.0,1.907,279.2,76.44,0.0,2016-12-01 12:00:00
1480593600.0,8.5,9.74,3.976,0.0,2.119,341.4,74.3,0.0,2016-12-01 13:00:00
1480597200.0,8.64,9.79,4.575,0.0,2.196,132.3,72.98,0.0,2016-12-01 14:00:00
1480600800.0,4.813,9.64,5.521,0.0,1.03,170.4,75.61,0.0,2016-12-01 15:00:00
1480604400.0,8.12,9.77,5.564,0.0,1.431,59.74,74.65,0.0,2016-12-01 16:00:00
1480608000.0,8.56,9.81,5.2,0.0,0.948,0.0,77.19,0.0,2016-12-01 17:00:00
1480611600.0,7.1770000000000005,9.66,2.6860000000000004,0.0,1.25,0.0,85.6,0.0,2016-12-01 18:00:00
1480615200.0,7.855,9.55,1.42,0.0,1.359,0.0,85.6,0.0,2016-12-01 19:00:00
1480618800.0,7.871,9.75,1.193,0.0,1.024,0.0,84.5,0.0,2016-12-01 20:00:00
1480622400.0,7.803,9.68,0.633,0.0,1.403,0.0,83.6,0.0,2016-12-01 21:00:00
1480626000.0,7.768,9.66,0.853,0.0,1.537,0.0,80.7,0.0,2016-12-01 22:00:00
1480629600.0,7.888,9.65,0.515,0.0,1.905,0.0,79.92,0.0,2016-12-01 23:00:00
1480633200.0,7.791,9.65,0.025,0.0,2.068,0.0,83.6,0.0,2016-12-02 00:00:00
1480636800.0,7.73,9.6,-0.155,0.0,2.049,0.0,80.9,0.0,2016-12-02 01:00:00
1480644000.0,7.78,9.61,-0.295,0.0,2.088,0.0,80.9,0.0,2016-12-02 03:00:00
1480647600.0,7.789,9.64,-0.367,0.0,1.951,0.0,84.7,0.0,2016-12-02 04:00:00
1480651200.0,7.819,9.63,-0.424,0.0,1.812,0.0,88.0,0.0,2016-12-02 05:00:00
1480654800.0,7.629,9.61,-0.8959999999999999,0.0,1.841,0.0,88.3,0.0,2016-12-02 06:00:00
1480658400.0,7.811,9.61,-1.041,0.0,2.036,0.0,85.4,0.0,2016-12-02 07:00:00
1480662000.0,7.736000000000001,9.64,-1.17,0.0,1.774,0.0,87.7,0.0,2016-12-02 08:00:00
1480665600.0,8.06,9.62,0.147,0.0,2.042,1.846,92.0,0.0,2016-12-02 09:00:00
1480669200.0,7.991,9.56,0.1939999999999999,0.0,3.469,32.64,92.4,0.0,2016-12-02 10:00:00
1480672800.0,7.834,9.48,1.525,0.0,2.744,233.0,83.9,0.0,2016-12-02 11:00:00
1480676400.0,8.24,9.55,2.661,0.0,4.422,322.0,74.76,0.0,2016-12-02 12:00:00
1480680000.0,8.34,9.58,3.794,0.0,4.5760000000000005,364.3,65.19,0.0,2016-12-02 13:00:00
1480683600.0,8.6,9.58,5.235,0.0,3.938,346.4,56.79,0.0,2016-12-02 14:00:00
1480687200.0,8.73,9.6,5.881,0.0,4.768,43.67,56.71,0.0,2016-12-02 15:00:00
1480690800.0,8.8,9.58,6.056,0.0,4.722,186.3,58.05,0.0,2016-12-02 16:00:00
1480694400.0,8.67,9.56,6.03,0.0,4.38,63.64,60.0,0.0,2016-12-02 17:00:00
1480698000.0,8.53,9.53,5.336,0.0,3.99,0.0,65.24,0.0,2016-12-02 18:00:00
1480701600.0,8.35,9.53,4.766,0.0,2.787,0.0,69.97,0.0,2016-12-02 19:00:00
1480705200.0,8.28,9.46,4.654,0.0,3.765,0.0,68.97,0.0,2016-12-02 20:00:00
1480708800.0,8.25,9.38,4.605,0.0,4.726,0.0,69.02,0.0,2016-12-02 21:00:00
1480712400.0,8.17,9.29,4.457,0.0,5.007,0.0,71.0,0.0,2016-12-02 22:00:00
1480716000.0,8.12,9.33,4.25,0.0,4.689,0.0,71.87,0.0,2016-12-02 23:00:00
1480719600.0,8.17,9.45,4.166,0.0,4.796,0.0,73.57,0.0,2016-12-03 00:00:00
1480723200.0,8.22,9.4,4.082,0.0,4.245,0.0,73.86,0.0,2016-12-03 01:00:00
1480726800.0,8.06,9.34,3.803,0.0,3.125,0.0,75.15,0.0,2016-12-03 02:00:00
1480730400.0,8.18,9.47,3.564,0.0,2.874,0.0,75.85,0.0,2016-12-03 03:00:00
1480734000.0,8.26,9.5,2.9530000000000003,0.0,2.76,0.0,79.15,0.0,2016-12-03 04:00:00
1480737600.0,8.51,9.48,3.213,0.0,3.065,0.0,78.48,0.0,2016-12-03 05:00:00
1480741200.0,8.48,9.48,3.402,0.0,3.5010000000000003,0.0,76.15,0.0,2016-12-03 06:00:00
1480744800.0,8.58,9.47,3.642,0.0,3.915,0.0,74.11,0.0,2016-12-03 07:00:00
1480748400.0,8.55,9.37,3.749,0.0,2.989,0.0,74.22,0.0,2016-12-03 08:00:00
1480752000.0,8.46,9.34,3.666,0.0,2.7110000000000003,1.235,75.08,0.0,2016-12-03 09:00:00
1480755600.0,8.74,9.46,3.681,0.0,2.411,27.82,74.69,0.0,2016-12-03 10:00:00
1480759200.0,8.68,9.41,3.933,0.0,2.377,54.71,72.48,0.0,2016-12-03 11:00:00
1480762800.0,8.86,9.42,4.365,0.0,2.778,77.16,68.31,0.0,2016-12-03 12:00:00
1480766400.0,8.93,9.48,4.646,0.0,2.457,111.3,67.01,0.0,2016-12-03 13:00:00
1480770000.0,8.97,9.49,4.587,0.0,1.812,104.5,67.58,0.0,2016-12-03 14:00:00
1480773600.0,8.95,9.5,4.696000000000001,0.0,1.146,87.0,67.05,0.0,2016-12-03 15:00:00
1480777200.0,8.9,9.49,4.805,0.0,1.192,48.11,67.1,0.0,2016-12-03 16:00:00
1480780800.0,8.89,9.49,4.791,0.0,1.803,33.26,67.41,0.0,2016-12-03 17:00:00
1480784400.0,8.86,9.48,4.563,0.0,1.729,0.0,68.08,0.0,2016-12-03 18:00:00
1480788000.0,8.74,9.46,4.163,0.0,1.85,0.0,69.65,0.0,2016-12-03 19:00:00
1480791600.0,8.72,9.44,3.991,0.0,1.922,0.0,70.62,0.0,2016-12-03 20:00:00
1480795200.0,8.69,9.46,3.805,0.0,1.707,0.0,71.44,0.0,2016-12-03 21:00:00
1480798800.0,8.75,9.46,3.73,0.0,1.903,0.0,73.45,0.0,2016-12-03 22:00:00
1480802400.0,8.76,9.45,3.689,0.0,2.039,0.0,76.15,0.0,2016-12-03 23:00:00
1480806000.0,8.65,9.41,3.5580000000000003,0.0,2.007,0.0,75.23,0.0,2016-12-04 00:00:00
1480809600.0,8.57,9.35,3.4560000000000004,0.0,1.797,0.0,75.4,0.0,2016-12-04 01:00:00
1480813200.0,8.58,9.44,3.293,0.0,1.4509999999999998,0.0,75.51,0.0,2016-12-04 02:00:00
1480816800.0,8.59,9.44,3.178,0.0,2.111,0.0,76.09,0.0,2016-12-04 03:00:00
1480820400.0,8.69,9.45,3.089,0.0,2.35,0.0,76.66,0.0,2016-12-04 04:00:00
1480824000.0,8.71,9.45,2.826,0.0,2.587,0.0,77.24,0.0,2016-12-04 05:00:00
1480827600.0,8.66,9.42,2.715,0.0,2.678,0.0,77.25,0.0,2016-12-04 06:00:00
1480831200.0,8.57,9.38,2.677,0.0,2.138,0.0,77.38,0.0,2016-12-04 07:00:00
1480834800.0,8.53,9.42,2.633,0.0,1.486,0.0,77.91,0.0,2016-12-04 08:00:00
1480838400.0,8.58,9.44,2.384,0.0,2.9760000000000004,1.135,78.41,0.0,2016-12-04 09:00:00
1480842000.0,8.48,9.43,2.137,0.0,2.694,25.68,79.74,0.0,2016-12-04 10:00:00
1480845600.0,8.51,9.41,2.232,0.0,2.727,59.47,79.8,0.0,2016-12-04 11:00:00
1480849200.0,8.6,9.42,2.623,0.0,2.29,87.2,79.37,0.0,2016-12-04 12:00:00
1480852800.0,8.6,9.42,2.963,0.0,2.081,128.7,78.4,0.0,2016-12-04 13:00:00
1480856400.0,8.65,9.43,3.199,0.0,1.959,105.3,77.15,0.0,2016-12-04 14:00:00
1480860000.0,8.41,9.44,3.518,0.0,1.602,113.3,76.48,0.0,2016-12-04 15:00:00
1480863600.0,8.37,9.43,3.83,0.0,1.978,188.0,76.96,0.0,2016-12-04 16:00:00
1480867200.0,8.49,9.43,4.425,0.0,1.7180000000000002,49.57,75.86,0.0,2016-12-04 17:00:00
1480870800.0,8.31,9.4,3.685,0.0,2.903,0.0,78.7,0.0,2016-12-04 18:00:00
1480874400.0,8.01,9.37,2.323,0.0,2.9760000000000004,0.0,84.3,0.0,2016-12-04 19:00:00
1480878000.0,7.89,9.37,1.6909999999999998,0.0,2.656,0.0,85.8,0.0,2016-12-04 20:00:00
1480881600.0,7.787999999999999,9.39,1.295,0.0,2.948,0.0,87.3,0.0,2016-12-04 21:00:00
1480885200.0,7.757000000000001,9.38,1.229,0.0,2.209,0.0,87.2,0.0,2016-12-04 22:00:00
1480888800.0,7.494,9.38,0.872,0.0,1.29,0.0,87.2,0.0,2016-12-04 23:00:00
1480892400.0,7.4,9.36,0.059,0.0,0.982,0.0,91.0,0.0,2016-12-05 00:00:00
1480896000.0,7.584,9.35,0.8009999999999999,0.0,1.895,0.0,87.5,0.0,2016-12-05 01:00:00
1480899600.0,8.17,9.33,1.423,0.0,2.327,0.0,87.4,0.0,2016-12-05 02:00:00
1480903200.0,8.32,9.33,1.319,0.0,2.617,0.0,88.1,0.0,2016-12-05 03:00:00
1480906800.0,8.41,9.33,1.196,0.0,2.575,0.0,87.7,0.0,2016-12-05 04:00:00
1480910400.0,8.27,9.3,1.044,0.0,2.62,0.0,88.0,0.0,2016-12-05 05:00:00
1480914000.0,8.31,9.33,0.967,0.0,2.421,0.0,88.5,0.0,2016-12-05 06:00:00
1480917600.0,8.16,9.31,0.705,0.0,2.456,0.0,89.9,0.0,2016-12-05 07:00:00
1480921200.0,7.98,9.3,0.65,0.0,2.173,0.0,89.3,0.0,2016-12-05 08:00:00
1480924800.0,8.09,9.29,0.8029999999999999,0.0,1.893,1.021,88.8,0.0,2016-12-05 09:00:00
1480928400.0,7.992000000000001,9.12,1.28,0.0,1.505,28.45,87.4,0.0,2016-12-05 10:00:00
1480932000.0,8.37,9.29,2.094,0.0,1.351,53.57,85.3,0.0,2016-12-05 11:00:00
1480935600.0,8.44,9.34,2.54,0.0,1.79,103.2,83.0,0.0,2016-12-05 12:00:00
1480939200.0,8.4,9.34,2.982,0.0,1.265,135.5,80.6,0.0,2016-12-05 13:00:00
1480942800.0,8.17,9.34,3.168,0.0,1.1909999999999998,315.1,79.23,0.0,2016-12-05 14:00:00
1480946400.0,8.4,9.35,3.408,0.0,1.947,114.1,80.8,0.0,2016-12-05 15:00:00
1480950000.0,8.27,9.33,3.422,0.0,1.523,115.9,81.8,0.0,2016-12-05 16:00:00
1480953600.0,8.16,9.33,3.978,0.0,0.995,27.7,79.91,0.0,2016-12-05 17:00:00
1480957200.0,7.855,9.31,3.133,0.0,0.938,0.0,83.3,0.0,2016-12-05 18:00:00
1480960800.0,7.446000000000001,9.34,1.495,0.0,0.816,0.0,90.3,0.0,2016-12-05 19:00:00
1480964400.0,7.335,9.31,0.4589999999999999,0.0,1.3090000000000002,0.0,92.4,0.0,2016-12-05 20:00:00
1480968000.0,7.25,9.31,-0.076,0.0,1.466,0.0,92.8,0.0,2016-12-05 21:00:00
1480971600.0,7.542999999999999,9.29,-0.2239999999999999,0.0,1.591,0.0,92.8,0.0,2016-12-05 22:00:00
1480975200.0,8.06,9.29,0.535,0.0,1.696,0.0,91.0,0.0,2016-12-05 23:00:00
1480978800.0,8.12,9.28,0.589,0.0,2.06,0.0,92.0,0.0,2016-12-06 00:00:00
1480982400.0,8.16,9.26,0.747,0.0,1.88,0.0,92.2,0.0,2016-12-06 01:00:00
1480986000.0,8.16,9.25,0.759,0.0,2.306,0.0,90.0,0.0,2016-12-06 02:00:00
1480989600.0,8.08,9.24,0.705,0.0,1.988,0.0,92.7,0.0,2016-12-06 03:00:00
1480993200.0,7.87,9.19,1.006,0.0,1.381,0.0,93.1,0.0,2016-12-06 04:00:00
1480996800.0,8.06,9.24,0.89,0.0,1.661,0.0,92.1,0.0,2016-12-06 05:00:00
1481000400.0,8.14,9.25,0.858,0.0,1.742,0.0,93.3,0.0,2016-12-06 06:00:00
1481004000.0,8.16,9.23,0.975,0.0,1.815,0.0,93.4,0.0,2016-12-06 07:00:00
1481007600.0,8.19,9.2,0.858,0.0,2.111,0.0,91.6,0.0,2016-12-06 08:00:00
1481011200.0,8.09,9.18,0.962,0.0,1.924,1.3219999999999998,92.3,0.0,2016-12-06 09:00:00
1481014800.0,7.724,9.17,1.227,0.0,1.843,21.86,90.7,0.0,2016-12-06 10:00:00
1481018400.0,8.07,9.11,1.6780000000000002,0.0,1.224,85.9,89.5,0.0,2016-12-06 11:00:00
1481022000.0,7.63,9.16,2.654,0.0,1.068,211.8,86.4,0.0,2016-12-06 12:00:00
1481025600.0,7.977,9.16,3.3760000000000003,0.0,1.518,175.0,86.1,0.0,2016-12-06 13:00:00
1481029200.0,8.13,9.2,3.941,0.0,1.3730000000000002,246.3,84.4,0.0,2016-12-06 14:00:00
1481032800.0,8.48,9.25,4.456,0.0,1.079,103.8,82.1,0.0,2016-12-06 15:00:00
1481036400.0,8.58,9.29,4.717,0.0,1.237,175.6,82.0,0.0,2016-12-06 16:00:00
1481040000.0,8.34,9.29,4.928999999999999,0.0,1.02,60.5,82.2,0.0,2016-12-06 17:00:00
1481043600.0,7.997000000000001,9.29,4.748,0.0,0.66,0.0,83.1,0.0,2016-12-06 18:00:00
1481047200.0,7.612,9.26,2.91,0.0,1.186,0.0,90.3,0.0,2016-12-06 19:00:00
1481050800.0,7.504,9.22,1.215,0.0,1.5659999999999998,0.0,91.6,0.0,2016-12-06 20:00:00
1481054400.0,7.244,9.19,0.892,0.0,1.507,0.0,91.0,0.0,2016-12-06 21:00:00
1481058000.0,7.167000000000001,9.14,0.6990000000000001,0.0,1.301,0.0,89.5,0.0,2016-12-06 22:00:00
1481061600.0,7.06,9.19,0.205,0.0,1.395,0.0,93.2,0.0,2016-12-06 23:00:00
1481065200.0,7.0360000000000005,9.18,0.2269999999999999,0.0,1.336,0.0,93.5,0.0,2016-12-07 00:00:00
1481068800.0,7.066,9.18,0.038,0.0,1.099,0.0,93.5,0.0,2016-12-07 01:00:00
1481072400.0,6.944,9.15,0.111,0.0,1.4509999999999998,0.0,93.4,0.0,2016-12-07 02:00:00
1481076000.0,7.41,9.14,-0.3779999999999999,0.0,1.602,0.0,94.9,0.0,2016-12-07 03:00:00
1481079600.0,7.52,9.18,-0.391,0.0,1.5519999999999998,0.0,94.6,0.0,2016-12-07 04:00:00
1481083200.0,7.722,9.18,0.774,0.0,1.521,0.0,93.1,0.0,2016-12-07 05:00:00
1481086800.0,7.961,9.17,1.3090000000000002,0.0,1.4340000000000002,0.0,91.8,0.0,2016-12-07 06:00:00
1481090400.0,7.967,9.17,1.256,0.0,1.899,0.0,92.3,0.0,2016-12-07 07:00:00
1481094000.0,7.943,9.16,0.85,0.0,1.902,0.0,94.2,0.0,2016-12-07 08:00:00
1481097600.0,8.01,9.15,0.471,0.0,1.962,2.763,94.0,0.0,2016-12-07 09:00:00
1481101200.0,8.04,9.15,0.555,0.0,2.677,44.58,92.8,0.0,2016-12-07 10:00:00
1481104800.0,7.973,9.14,1.286,0.0,1.723,87.3,89.4,0.0,2016-12-07 11:00:00
1481108400.0,7.567,9.15,2.091,0.0,1.255,153.4,85.5,0.0,2016-12-07 12:00:00
1481112000.0,8.0,9.18,3.29,0.0,0.606,191.9,79.91,0.0,2016-12-07 13:00:00
1481115600.0,8.33,9.19,3.362,0.0,1.621,136.9,82.4,0.0,2016-12-07 14:00:00
1481119200.0,8.47,9.17,3.531,0.0,1.72,156.1,82.5,0.0,2016-12-07 15:00:00
1481122800.0,8.04,9.16,3.909,0.0,1.325,74.57,79.49,0.0,2016-12-07 16:00:00
1481126400.0,7.945,9.16,4.066,0.0,1.267,27.0,80.0,0.0,2016-12-07 17:00:00
1481130000.0,7.712000000000001,9.15,3.604,0.0,0.851,0.0,82.4,0.0,2016-12-07 18:00:00
1481133600.0,7.5,9.14,1.6840000000000002,0.0,1.228,0.0,89.5,0.0,2016-12-07 19:00:00
1481137200.0,7.704,9.12,1.141,0.0,1.421,0.0,90.6,0.0,2016-12-07 20:00:00
1481140800.0,7.947999999999999,9.14,1.596,0.0,1.301,0.0,89.6,0.0,2016-12-07 21:00:00
1481144400.0,8.23,9.18,2.216,0.0,1.364,0.0,90.2,0.0,2016-12-07 22:00:00
1481148000.0,8.35,9.2,2.412,0.0,1.209,0.0,90.3,0.0,2016-12-07 23:00:00
1481151600.0,8.38,9.2,2.16,0.0,1.619,0.0,91.4,0.0,2016-12-08 00:00:00
1481155200.0,8.36,9.22,1.976,0.0,1.516,0.0,91.9,0.0,2016-12-08 01:00:00
1481158800.0,8.36,9.21,1.24,0.0,2.373,0.0,91.9,0.0,2016-12-08 02:00:00
1481162400.0,8.15,9.2,0.925,0.0,1.96,0.0,93.0,0.0,2016-12-08 03:00:00
1481166000.0,8.09,9.2,1.277,0.0,1.095,0.042,91.2,0.0,2016-12-08 04:00:00
1481169600.0,8.39,9.18,2.046,0.0,2.253,0.0,93.8,0.0,2016-12-08 05:00:00
1481173200.0,8.27,9.2,1.141,0.0,2.03,0.0,95.5,0.0,2016-12-08 06:00:00
1481176800.0,7.999,9.19,0.492,0.0,1.234,0.0,95.8,0.0,2016-12-08 07:00:00
1481180400.0,8.04,9.22,0.809,0.0,1.098,0.0,94.7,0.0,2016-12-08 08:00:00
1481184000.0,8.04,9.21,1.013,0.0,1.157,2.296,93.1,0.0,2016-12-08 09:00:00
1481187600.0,8.06,9.2,0.644,0.0,1.808,16.59,92.7,0.0,2016-12-08 10:00:00
1481191200.0,8.1,9.19,0.833,0.0,1.629,57.0,90.0,0.0,2016-12-08 11:00:00
1481194800.0,8.11,9.18,1.426,0.0,1.375,77.22,90.7,0.0,2016-12-08 12:00:00
1481198400.0,8.21,9.2,1.839,0.0,1.358,104.4,89.8,0.0,2016-12-08 13:00:00
1481202000.0,8.3,9.2,1.4369999999999998,0.0,1.52,101.0,90.3,0.0,2016-12-08 14:00:00
1481205600.0,8.09,9.19,1.136,0.0,1.155,76.49,90.5,0.0,2016-12-08 15:00:00
1481209200.0,8.05,9.19,1.5830000000000002,0.0,0.841,157.4,90.6,0.0,2016-12-08 16:00:00
1481212800.0,7.921,9.19,2.547,0.0,1.114,45.32,86.7,0.0,2016-12-08 17:00:00
1481216400.0,7.675,9.17,2.513,0.0,0.7979999999999999,0.0,86.5,0.0,2016-12-08 18:00:00
1481220000.0,7.473,9.15,1.006,0.0,1.2990000000000002,0.0,92.3,0.0,2016-12-08 19:00:00
1481223600.0,7.417000000000001,9.11,0.541,0.0,1.445,0.0,92.8,0.0,2016-12-08 20:00:00
1481227200.0,7.245,9.12,0.386,0.0,1.436,0.0,92.8,0.0,2016-12-08 21:00:00
1481230800.0,7.402,9.13,0.1369999999999999,0.0,1.761,0.0,92.6,0.0,2016-12-08 22:00:00
1481234400.0,7.876,9.11,0.528,0.0,1.4340000000000002,0.3989999999999999,91.9,0.0,2016-12-08 23:00:00
1481238000.0,7.938,9.11,1.111,0.0,1.225,0.0,91.7,0.0,2016-12-09 00:00:00
1481241600.0,8.02,9.09,1.4380000000000002,0.0,1.27,0.0,92.6,0.0,2016-12-09 01:00:00
1481245200.0,8.01,9.07,1.3159999999999998,0.0,1.607,0.0,95.9,0.0,2016-12-09 02:00:00
1481248800.0,8.0,9.06,1.266,0.0,1.413,0.0,96.9,0.0,2016-12-09 03:00:00
1481252400.0,7.951,9.04,1.027,0.0,1.464,0.0,96.6,0.0,2016-12-09 04:00:00
1481256000.0,7.912000000000001,9.03,0.988,0.0,1.461,0.0,95.8,0.0,2016-12-09 05:00:00
1481259600.0,7.963999999999999,9.07,0.965,0.0,1.491,0.0,96.7,0.0,2016-12-09 06:00:00
1481263200.0,7.977,9.06,1.602,0.0,1.318,0.0,95.7,0.0,2016-12-09 07:00:00
1481266800.0,8.01,9.06,1.085,0.0,1.636,0.0,96.6,0.0,2016-12-09 08:00:00
1481270400.0,7.987999999999999,9.07,0.857,0.0,1.378,1.032,97.2,0.0,2016-12-09 09:00:00
1481274000.0,7.939,9.07,0.8109999999999999,0.0,1.3969999999999998,20.38,94.5,0.0,2016-12-09 10:00:00
1481277600.0,7.945,9.08,0.6459999999999999,0.0,1.664,57.65,96.0,0.0,2016-12-09 11:00:00
1481281200.0,8.02,9.09,1.175,0.0,1.656,132.7,92.1,0.0,2016-12-09 12:00:00
1481284800.0,8.03,9.08,2.044,0.0,0.716,115.5,90.1,0.0,2016-12-09 13:00:00
1481288400.0,8.01,9.08,2.145,0.0,0.987,108.7,89.1,0.0,2016-12-09 14:00:00
1481292000.0,7.887,9.11,2.28,0.0,0.787,119.8,88.4,0.0,2016-12-09 15:00:00
1481295600.0,8.11,9.12,2.6910000000000003,0.0,0.997,58.67,88.5,0.0,2016-12-09 16:00:00
1481299200.0,8.2,9.09,2.438,0.0,1.32,22.68,89.7,0.0,2016-12-09 17:00:00
1481302800.0,7.968,9.08,2.447,0.0,0.868,0.0,90.2,0.0,2016-12-09 18:00:00
1481306400.0,7.789,9.06,2.0340000000000003,0.0,1.164,0.0,92.9,0.0,2016-12-09 19:00:00
1481310000.0,7.94,9.05,2.045,0.0,1.247,0.0,93.5,0.0,2016-12-09 20:00:00
1481313600.0,8.1,9.07,2.086,0.0,1.262,0.0,94.2,0.0,2016-12-09 21:00:00
1481317200.0,8.05,9.05,1.76,0.0,1.347,0.0,95.7,0.0,2016-12-09 22:00:00
1481320800.0,7.982,9.02,1.815,0.0,1.203,0.0,95.1,0.0,2016-12-09 23:00:00
1481324400.0,8.06,9.02,1.948,0.0,1.283,0.0,95.2,0.0,2016-12-10 00:00:00
1481328000.0,8.07,9.02,1.5590000000000002,0.0,1.4409999999999998,0.0,96.9,0.0,2016-12-10 01:00:00
1481331600.0,7.922999999999999,9.0,1.444,0.0,0.905,0.0,97.0,0.0,2016-12-10 02:00:00
1481335200.0,7.832000000000001,9.0,0.846,0.0,1.516,0.0,97.7,0.0,2016-12-10 03:00:00
1481338800.0,7.797000000000001,9.0,0.6779999999999999,0.0,1.181,0.0,97.8,0.0,2016-12-10 04:00:00
1481342400.0,7.817,9.01,0.614,0.0,1.455,0.0,97.8,0.0,2016-12-10 05:00:00
1481346000.0,7.758999999999999,9.0,0.449,0.0,1.514,0.0,98.4,0.0,2016-12-10 06:00:00
1481349600.0,7.755,9.01,0.2239999999999999,0.0,1.464,0.0,98.5,0.0,2016-12-10 07:00:00
1481353200.0,7.71,9.01,0.166,0.0,1.345,0.0,98.4,0.0,2016-12-10 08:00:00
1481356800.0,7.713999999999999,9.02,0.063,0.0,1.22,0.204,98.2,0.0,2016-12-10 09:00:00
1481360400.0,7.712999999999999,9.02,-0.087,0.0,1.214,16.21,98.5,0.0,2016-12-10 10:00:00
1481364000.0,7.858,9.03,0.038,0.0,1.079,46.91,97.9,0.0,2016-12-10 11:00:00
1481367600.0,7.821000000000001,9.04,0.263,0.0,1.012,78.8,95.4,0.0,2016-12-10 12:00:00
1481371200.0,7.73,9.02,0.8109999999999999,0.0,0.768,79.39,92.7,0.0,2016-12-10 13:00:00
1481374800.0,7.947,9.05,1.214,0.0,0.672,114.8,92.4,0.0,2016-12-10 14:00:00
1481378400.0,7.862999999999999,9.08,1.346,0.0,1.308,109.1,91.6,0.0,2016-12-10 15:00:00
1481382000.0,7.86,9.08,1.281,0.0,1.31,70.73,92.3,0.0,2016-12-10 16:00:00
1481385600.0,7.854,9.08,1.425,0.0,0.821,19.79,92.6,0.0,2016-12-10 17:00:00
1481389200.0,7.885,9.08,1.402,0.0,1.157,0.0,93.8,0.0,2016-12-10 18:00:00
1481392800.0,7.801,9.05,1.329,0.0,0.999,0.0,95.1,0.0,2016-12-10 19:00:00
1481396400.0,7.849,9.07,1.032,0.0,1.379,0.0,97.1,0.0,2016-12-10 20:00:00
1481400000.0,7.885,9.08,1.13,0.0,0.762,0.0,96.3,0.0,2016-12-10 21:00:00
1481403600.0,7.968999999999999,9.06,1.347,0.0,0.722,0.0,94.6,0.0,2016-12-10 22:00:00
1481407200.0,7.867999999999999,9.05,0.936,0.0,1.4269999999999998,0.0,95.8,0.0,2016-12-10 23:00:00
1481410800.0,7.817,9.05,0.8079999999999999,0.0,1.5219999999999998,0.0,95.8,0.0,2016-12-11 00:00:00
1481414400.0,7.864,9.04,1.034,0.0,1.253,0.0,95.2,0.0,2016-12-11 01:00:00
1481418000.0,7.842,9.02,0.768,0.0,1.287,0.0,96.2,0.0,2016-12-11 02:00:00
1481421600.0,7.834,9.0,0.432,0.0,1.362,0.0,96.9,0.0,2016-12-11 03:00:00
1481425200.0,7.715,8.98,0.049,0.0,1.5619999999999998,0.0,96.9,0.0,2016-12-11 04:00:00
1481428800.0,7.511,9.0,-0.171,0.0,1.3330000000000002,0.0,98.3,0.0,2016-12-11 05:00:00
1481432400.0,7.553,8.99,0.405,0.0,1.324,0.0,99.1,0.0,2016-12-11 06:00:00
1481436000.0,7.562,8.97,-0.251,0.0,1.391,0.0,99.2,0.0,2016-12-11 07:00:00
1481439600.0,7.632999999999999,8.96,-0.043,0.0,1.558,0.0,99.3,0.0,2016-12-11 08:00:00
1481443200.0,7.614,8.95,-0.132,0.0,1.654,0.949,98.2,0.0,2016-12-11 09:00:00
1481446800.0,7.736000000000001,8.94,0.6859999999999999,0.0,1.0490000000000002,22.58,93.0,0.0,2016-12-11 10:00:00
1481450400.0,7.897,8.96,1.215,0.0,1.178,49.6,94.8,0.0,2016-12-11 11:00:00
1481454000.0,7.922000000000001,8.97,1.021,0.0,1.368,104.7,95.7,0.0,2016-12-11 12:00:00
1481457600.0,7.985,9.02,1.207,0.0,1.0,159.5,95.2,0.0,2016-12-11 13:00:00
1481461200.0,8.14,9.02,1.405,0.0,1.452,72.02,95.4,0.0,2016-12-11 14:00:00
1481464800.0,8.11,9.04,1.985,0.0,1.065,72.86,93.2,0.0,2016-12-11 15:00:00
1481468400.0,7.82,9.05,2.775,0.0,0.85,190.3,90.8,0.0,2016-12-11 16:00:00
1481472000.0,7.922999999999999,9.05,3.853,0.0,0.73,28.95,87.0,0.0,2016-12-11 17:00:00
1481475600.0,7.535,9.03,3.519,0.0,0.695,0.0,89.4,0.0,2016-12-11 18:00:00
1481479200.0,7.131,9.02,1.653,0.0,1.202,0.0,94.8,0.0,2016-12-11 19:00:00
1481482800.0,7.125,9.01,0.8270000000000001,0.0,1.5530000000000002,0.0,95.5,0.0,2016-12-11 20:00:00
1481486400.0,6.992999999999999,8.99,0.495,0.0,1.405,0.0,95.3,0.0,2016-12-11 21:00:00
1481490000.0,7.1,8.97,0.416,0.0,1.518,0.0,94.8,0.0,2016-12-11 22:00:00
1481493600.0,7.371,8.97,0.3429999999999999,0.0,1.521,0.0,94.2,0.0,2016-12-11 23:00:00
1481497200.0,7.297000000000001,8.97,0.478,0.0,1.244,0.0,94.0,0.0,2016-12-12 00:00:00
1481500800.0,7.404,8.97,0.687,0.0,1.336,0.0,96.3,0.0,2016-12-12 01:00:00
1481504400.0,7.155,8.96,0.799,0.0,1.243,0.0,98.5,0.0,2016-12-12 02:00:00
1481508000.0,7.348,8.97,-0.0819999999999999,0.0,1.089,0.0,98.8,0.0,2016-12-12 03:00:00
1481511600.0,6.97,8.98,-0.411,0.0,1.505,0.0,99.2,0.0,2016-12-12 04:00:00
1481515200.0,7.302,8.99,0.421,0.0,1.632,0.0,99.5,0.0,2016-12-12 05:00:00
