y2,y3,x,y,y1,y4
0,0,1659304800,23.37,,1
0,0,1659305100,23.26,,1
0,0,1659305400,23.26,,1
0,0,1659305700,23.13,,1
0,0,1659306000,23.12,,1
0,0,1659306300,23.09,,1
0,0,1659306600,22.87,,1
0,0,1659306900,22.99,,1
0,0,1659307200,22.91,,1
0,0,1659307500,22.91,,1
0,0,1659307800,22.8,,1
0,0,1659308100,22.7,,1
0,0,1659308400,22.65,,1
0,0,1659308700,22.75,,1
0,0,1659309000,22.52,,1
0,0,1659309300,22.57,,1
0,0,1659309600,22.48,,1
0,0,1659309900,22.42,,1
0,0,1659310200,22.62,,1
0,0,1659310500,22.4,,1
0,0,1659310800,22.16,,1
0,0,1659311100,22.18,,1
0,0,1659311400,22.12,,1
0,0,1659311700,22.19,,1
0,0,1659312000,22.1,,1
0,0,1659312300,21.96,,1
0,0,1659312600,21.97,,1
0,0,1659312900,21.86,,1
0,0,1659313200,21.93,,1
0,0,1659313500,21.91,,1
0,0,1659313800,22.03,,1
0,0,1659314100,21.84,,1
0,0,1659314400,21.92,,1
0,0,1659314700,21.86,,1
0,0,1659315000,21.84,,1
0,0,1659315300,21.87,,1
0,0,1659315600,21.83,,1
0,0,1659315900,21.76,,1
0,0,1659316200,21.7,,1
0,0,1659316500,21.72,,1
0,0,1659316800,21.76,,1
0,0,1659317100,21.81,,1
0,0,1659317400,21.68,,1
0,0,1659317700,21.76,,1
0,0,1659318000,21.61,,1
0,0,1659318300,21.71,,1
0,0,1659318600,21.73,,1
0,0,1659318900,21.76,,1
0,0,1659319200,21.52,,1
0,0,1659319500,21.64,,1
0,0,1659319800,21.67,,1
0,0,1659320100,21.58,,1
0,0,1659320400,21.6,,1
0,0,1659320700,21.46,,1
0,0,1659321000,21.27,,1
0,0,1659321300,21.31,,1
0,0,1659321600,21.63,,1
0,0,1659321900,21.33,,1
0,0,1659322200,21.48,,1
0,0,1659322500,21.44,,1
0,0,1659322800,21.98,,1
0,0,1659323100,22.13,,1
0,0,1659323400,22.51,,1
0,0,1659323700,22.94,,1
0,0,1659324000,23.24,,1
0,0,1659324300,23.9,,1
0,0,1659324600,24.35,,1
0,0,1659324900,24.62,,1
0,0,1659325200,24.83,,1
0,0,1659325500,25.2,,1
0,0,1659325800,25.16,,1
0,0,1659326100,25.41,,1
0,0,1659326400,25.59,,1
0,0,1659326700,25.57,,1
0,0,1659327000,25.69,,1
0,0,1659327300,25.63,,1
0,0,1659327600,26.03,,1
0,0,1659327900,25.87,,1
0,0,1659328200,26.16,,1
0,0,1659328500,26.33,,1
0,0,1659328800,26.52,,1
0,0,1659329100,26.91,,1
0,0,1659329400,26.92,,1
0,0,1659329700,26.89,,1
0,0,1659330000,27.11,,1
0,0,1659330300,27.04,,1
0,0,1659330600,26.9,,1
0,0,1659330900,26.88,,1
0,0,1659331200,26.83,,1
0,0,1659331500,26.81,,1
0,0,1659331800,26.68,,1
0,0,1659332100,26.45,,1
0,0,1659332400,26.49,,1
0,0,1659332700,26.35,,1
0,0,1659333000,26.14,,1
0,0,1659333300,26.19,,1
0,0,1659333600,26.13,,1
0,0,1659333900,25.99,,1
0,0,1659334200,26,,1
0,0,1659334500,25.95,,1
0,0,1659334800,25.85,,1
0,0,1659335100,25.79,,1
0,0,1659335400,25.82,,1
0,0,1659335700,25.82,,1
0,0,1659336000,25.66,,1
0,0,1659336300,25.48,,1
0,0,1659336600,25.41,,1
0,0,1659336900,25.63,,1
0,0,1659337200,25.41,,1
0,0,1659337500,25.38,,1
0,0,1659337800,25.38,,1
0,0,1659338100,25.37,,1
0,0,1659338400,25.36,,1
0,0,1659338700,25.43,,1
0,0,1659339000,25.36,,1
0,0,1659339300,25.37,,1
0,0,1659339600,25.15,,1
0,0,1659339900,25.27,,1
0,0,1659340200,25.18,,1
0,0,1659340500,25.26,,1
0,0,1659340800,25.24,,1
0,0,1659341100,25.45,,1
