y2,y3,x,y,y1,y4
0,0,1652652000,16.07,,1
0,0,1652652300,16.22,,1
0,0,1652652600,16.12,,1
0,0,1652652900,16.12,,1
0,0,1652653200,15.48,,1
0,0,1652653500,15.59,,1
0,0,1652653800,15.34,,1
0,0,1652654100,15.34,,1
0,0,1652654400,15.58,,1
0,0,1652654700,15.54,,1
0,0,1652655000,15.52,,1
0,0,1652655300,15.63,,1
0,0,1652655600,15.72,,1
0,0,1652655900,15.63,,1
0,0,1652656200,15.81,,1
0,0,1652656500,15.81,,1
0,0,1652656800,15.75,,1
0,0,1652657100,16.01,,1
0,0,1652657400,15.72,,1
0,0,1652657700,15.97,,1
0,0,1652658000,16.1,,1
0,0,1652658300,16.14,,1
0,0,1652658600,15.77,,1
0,0,1652658900,16.03,,1
0,0,1652659200,15.83,,1
0,0,1652659500,15.82,,1
0,0,1652659800,15.95,,1
0,0,1652660100,15.55,,1
0,0,1652660400,15.72,,1
0,0,1652660700,15.56,,1
0,0,1652661000,15.41,,1
0,0,1652661300,15.56,,1
0,0,1652661600,15.26,,1
0,0,1652661900,15.18,,1
0,0,1652662200,15.26,,1
0,0,1652662500,15.05,,1
0,0,1652662800,15.49,,1
0,0,1652663100,15.4,,1
0,0,1652663400,15.07,,1
0,0,1652663700,15.11,,1
0,0,1652664000,14.94,,1
0,0,1652664300,15.15,,1
0,0,1652664600,15.22,,1
0,0,1652664900,15.33,,1
0,0,1652665200,15.26,,1
0,0,1652665500,15.45,,1
0,0,1652665800,15.22,,1
0,0,1652666100,14.93,,1
0,0,1652666400,15.01,,1
0,0,1652666700,15.02,,1
0,0,1652667000,15.21,,1
0,0,1652667300,15.12,,1
0,0,1652667600,15.21,,1
0,0,1652667900,14.98,,1
0,0,1652668200,15.08,,1
0,0,1652668500,14.96,,1
0,0,1652668800,15.01,,1
0,0,1652669100,14.97,,1
0,0,1652669400,15.19,,1
0,0,1652669700,15.05,,1
0,0,1652670000,15.06,,1
0,0,1652670300,15.21,,1
0,0,1652670600,15.1,,1
0,0,1652670900,15.07,,1
0,0,1652671200,14.99,,1
0,0,1652671500,15.09,,1
0,0,1652671800,14.94,,1
0,0,1652672100,15.33,,1
0,0,1652672400,15.73,,1
0,0,1652672700,15.76,,1
0,0,1652673000,15.62,,1
0,0,1652673300,15.58,,1
0,0,1652673600,15.48,,1
0,0,1652673900,15.56,,1
0,0,1652674200,15.44,,1
0,0,1652674500,15.53,,1
0,0,1652674800,15.65,,1
0,0,1652675100,15.71,,1
0,0,1652675400,15.92,,1
0,0,1652675700,16.17,,1
0,0,1652676000,16.08,,1
0,0,1652676300,15.89,,1
0,0,1652676600,16.03,,1
0,0,1652676900,15.86,,1
0,0,1652677200,15.73,,1
0,0,1652677500,15.71,,1
0,0,1652677800,15.71,,1
0,0,1652678100,16.07,,1
0,0,1652678400,16.09,,1
0,0,1652678700,15.98,,1
0,0,1652679000,16.16,,1
0,0,1652679300,15.98,,1
0,0,1652679600,15.9,,1
