x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
1673218861.252,7.1896667266667,8.1129998833333,6.29,10.769999499999999,228.83836961921003,918.85,78.566666666667,1.0666666666667,0,0,0,0,0,0,0,0,0
1673218921.253,7.2546665716667,7.8011666516666995,5.52,9.519999499999999,231.93942009482004,918.74166666667,78.1,1,0,0,0,0,0,0,0,0,0
1673218981.259,7.3196665983333,7.7760000516667,5.7,10.08,237.45129918968,918.62166666667,76.8,1,0,0,0,0,0,0,0,0,0
1673219041.25,7.3110168644068,8.751333231666699,6.16,11.55,233.70448383532997,918.55762711864,77.406779661017,1,0,0,0,0,0,0,0,0,0
1673219101.355,7.3237706032787,8.36433334,5.75,10.980000500000001,239.72084809982002,918.51147540984,77.262295081967,1,0,0,0,0,0,0,0,0,0
1673219161.241,7.304406708474599,8.5736666583333,6.13,11.280000999999999,233.59689496196,918.43220338983,77.64406779660999,1,0,0,0,0,0,0,0,0,0
1673219221.342,7.325409791803301,7.931333400000001,5.18,10.730000500000001,240.8973974427,918.3344262295099,77.196721311475,1,0,0,0,0,0,0,0,0,0
1673219281.25,7.3152542661017,7.736500018333301,5.77,10.190000999999999,233.52332235731004,918.25084745763,77,1,0,0,0,0,0,0,0,0,0
1673219341.255,7.23300003,8.4085000216667,6.2200003,10.74,235.73842510126,918.14,78.3,0.23333333333332998,0,0,0,0,0,0,0,0,0
1673219401.433,7.2481967081967,7.3253333316667,4.06,9.61,235.96314465541,918.1311475409801,77.508196721311,0.7704918032786899,0,0,0,0,0,0,0,0,0
1673219461.252,7.242203364406801,7.0975000016667,3.78,11.54,242.61716176672996,918.1474576271199,77.35593220339001,1,0,0,0,0,0,0,0,0,0
1673219521.26,7.32466658,7.405666645,4.63,11.33,247.26076549389998,918.1933333333301,75.7,1,0,0,0,0,0,0,0,0,0
1673219581.257,7.286666523333301,6.769166671666699,4.7,10.01,227.7364472213,918.225,76.71666666666701,1.0333333333333001,0,0,0,0,0,0,0,0,0
1673219641.309,7.3281667266667,5.815833305,2.94,11.15,227.3729046402,918.205,75.53333333333299,1,0,0,0,0,0,0,0,0,0
1673219701.362,7.3586666016667,9.9419999966667,4.77,13.280001,225.17738072907002,918.13666666667,75.4,1,0,0,0,0,0,0,0,0,0
1673219761.23,7.4282455789474,8.7266667087719,5.62,11.940000999999999,227.88318962098998,918.15263157895,74.754385964912,1,0,0,0,0,0,0,0,0,0
1673219821.259,7.448999995,6.590166658333301,3.1399999,12.67,211.71684029854998,918.0983333333301,74.333333333333,0.86666666666667,0,0,0,0,0,0,0,0,0
1673219881.295,7.34516661,8.3594999083333,4.91,11.58,221.17482731214,917.985,75.71666666666701,0.81666666666667,0,0,0,0,0,0,0,0,0
1673219941.236,7.377000115,6.9836666933333005,3.16,12.190000999999999,219.22307419770002,917.9433333333301,74.8,0.61666666666667,0,0,0,0,0,0,0,0,0
1673220001.378,7.4063331516667,5.926666695,2.69,10.480000500000001,225.59581498072004,917.9466666666699,74.616666666667,0.3,0,0,0,0,0,0,0,0,0
1673220061.244,7.31166661,7.58549998,3.47,10.65,219.86176942118,917.86,76.3,0,0,0,0,0,0,0,0,0,0
1673220121.233,7.3235000416666995,8.967999985,6.1,12.4,226.993304535,917.8166666666699,76,0.5666666666666701,0,0,0,0,0,0,0,0,0
1673220181.23,7.3635000016667,8.764166733333301,5.09,11.190000999999999,230.03677543496002,917.85833333333,75.266666666667,1,0,0,0,0,0,0,0,0,0
1673220241.231,7.3726666166667,8.52633341,5.15,12.66,227.48672065836,917.9166666666699,75.266666666667,1.0333333333333001,0,0,0,0,0,0,0,0,0
1673220301.275,7.364666656666699,9.1296667016667,7.0800004,12.230000500000001,229.46639451080003,917.9033333333301,75.333333333333,1.05,0,0,0,0,0,0,0,0,0
1673220361.236,7.4288332,7.6746666216667,5.73,9.71,234.48555278317997,917.97833333333,74.25,1,0,0,0,0,0,0,0,0,0
1673220421.231,7.4268331333333,8.3420000683333,3.5400002,13.030000999999999,223.64283215537998,917.9083333333301,74.066666666667,1,0,0,0,0,0,0,0,0,0
1673220481.247,7.3801667366667,7.8946666633333,4.7,11.280000999999999,225.7732265598,917.8266666666699,74.71666666666701,0.51666666666667,0,0,0,0,0,0,0,0,0
1673220541.229,7.355666615,6.3835592966102,2.78,12.74,217.76508780887002,917.8,75.03333333333299,0,0,0,0,0,0,0,0,0,0
1673220601.273,7.30383335,4.6537705044262,0.51,14.08,217.52791782288998,917.845,75.65,0,0,0,0,0,0,0,0,0,0
1673220661.233,7.303,1.2554237261016998,0.32999998,3.2400002,45.644964181971,917.9483333333301,75.733333333333,0,0,0,0,0,0,0,0,0,0
1673220721.316,7.2666663766666995,2.7190164001638997,0.45999998,5.83,184.1292410311,918.05,75.8,0,0,0,0,0,0,0,0,0,0
1673220781.233,7.303333271666699,2.5135593276271,0.35,4.8900003,73.19970378353099,918.22,75,0,0,0,0,0,0,0,0,0,0
1673220841.233,7.3293336866667,1.9780000016666999,0.98,2.97,92.262499909329,918.32,75,0,0,0,0,0,0,0,0,0,0
1673220901.24,7.36983336,3.8338333416667,1.53,5.1400003,70.936184357395,918.4216666666699,74.566666666667,0.2,0,0,0,0,0,0,0,0,0
1673220961.253,7.404166658333301,4.6961666516667,1.36,8.66,44.516743020552,918.63166666667,75.5,1,0,0,0,0,0,0,0,0,0
1673221021.232,6.826333303333301,6.2063333266667,4.19,8.49,41.802009619431,918.6,83.6,1,0,0,0,0,0,0,0,0,0
1673221081.23,6.522666668333301,5.675833351666699,3.9900002,7.9199996,33.156626230959,918.47833333333,87.016666666667,0.68333333333333,0,0,0,0,0,0,0,0,0
1673221141.245,6.337833265,5.10566666,3.5700002,7.38,25.933639486329998,918.4216666666699,88.71666666666701,0,0,0,0,0,0,0,0,0,0
1673221201.256,6.2208334183333,4.6023333283333,2.8,6.3599997,6.2759566738589,918.4716666666699,88.6,0,0,0,0,0,0,0,0,0,0
1673221261.24,5.985333348333301,5.781333345,4.32,7.54,7.4667223861613,918.4083333333301,91.21666666666701,0,0,0,0,0,0,0,0,0,0
1673221321.24,5.7351666766667,6.4316667,5.09,7.990000200000001,2.6047994255777995,918.3166666666699,93.25,0,0,0,0,0,0,0,0,0,0
1673221381.31,5.5621665566667,6.01266668,4.48,7.4,1.8962673093617999,918.26333333333,94.483333333333,0,0,0,0,0,0,0,0,0,0
1673221441.231,5.502711850847501,5.231500013333299,3.64,7.13,4.4170762638345,918.31525423729,95.11864406779699,0,0,0,0,0,0,0,0,0,0
1673221501.234,5.50116675,4.3349999883332995,3.04,6.2,9.131690294507099,918.405,96,0,0,0,0,0,0,0,0,0,0
1673221561.234,5.4353333483333,4.0470000383333,2.55,5.6099997,8.631663714084,918.4733333333301,95.21666666666701,0,0,0,0,0,0,0,0,0,0
1673221621.249,5.4343333333333,4.208833305,2.7,5.6400003,21.938984131234,918.5483333333301,95.95,0,0,0,0,0,0,0,0,0,0
1673221681.231,5.4026667016667,4.4165000033333,3.08,5.68,11.615632055187,918.6483333333301,96,0,0,0,0,0,0,0,0,0,0
1673221741.237,5.3573333333333,4.225999975,3.1399999,5.59,0.4729602344287,918.7783333333301,96.083333333333,0,0,0,0,0,0,0,0,0,0
1673221801.268,5.3316666666667,4.482999975,2.27,5.81,12.751533020297,918.86666666667,96.71666666666701,0,0,0,0,0,0,0,0,0,0
1673221861.235,5.3336666666667005,4.873166675,2.66,6.63,20.554359398648,918.925,96.03333333333299,0,0,0,0,0,0,0,0,0,0
1673221921.238,5.318,4.7821666566667,3.58,6,21.508457454383002,918.9616666666699,95.75,0,0,0,0,0,0,0,0,0,0
1673221981.237,5.301,3.7688333166667003,2.2,5.6,25.495916904043998,918.9616666666699,96,0,0,0,0,0,0,0,0,0,0
1673222041.32,5.3088333333332995,3.4966666566667004,2.28,5.12,39.313518872841,918.9183333333301,96.05,0,0,0,0,0,0,0,0,0,0
1673222101.248,5.304666666666701,2.8561666666667,1.0600001000000001,3.98,42.159885743165,918.89,96.366666666667,0,0,0,0,0,0,0,0,0,0
1673222161.247,5.3056666666667,2.4808333556667,0.83000004,3.7900002,26.940888031146002,918.85,96.083333333333,0,0,0,0,0,0,0,0,0,0
1673222221.242,5.3321666666667005,2.408500005,0.98,3.7400002,28.349398076550997,918.8183333333301,97,0,0,0,0,0,0,0,0,0,0
1673222281.242,5.3201666666667,3.157666685,1.54,4.52,43.108974749590004,918.8083333333301,96.2,0,0,0,0,0,0,0,0,0,0
