x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
1678662061.242,3.1520338983051004,0.41833333233333,0.16,0.54,139.45868256771,931.4,100,0,0,0,0,0,0,0,0,0,0
1678662121.242,3.1636666666667,0.28466666516667,0.16,0.37,124.43318700553002,931.39166666667,100,0,0,0,0,0,0,0,0,0,0
1678662181.244,3.18483325,0.30049999866667,0.21,0.37,108.99519998681,931.39666666667,100,0,0,0,0,0,0,0,0,0,0
1678662241.263,3.2016666333333,0.28250000266666997,0.22999999,0.35999998,83.30611106187101,931.385,100,0,0,0,0,0,0,0,0,0,0
1678662301.344,3.2041665833332997,0.27116666966667,0.19,0.35,102.07456515645,931.36333333333,100,0,0,0,0,0,0,0,0,0,0
1678662361.261,3.21133316,0.24799999941667003,0.1,0.4,162.31194311456002,931.3266666666699,100,0,0,0,0,0,0,0,0,0,0
1678662421.341,3.2099998,0.29316666516666995,0.17,0.4,190.24906492948003,931.2916666666699,100,0,0,0,0,0,0,0,0,0,0
1678662481.255,3.2054999033333,0.33533333033333,0.26,0.37,158.05536160351002,931.2883333333301,100,0,0,0,0,0,0,0,0,0,0
1678662541.259,3.2111665833333,0.31847457525424,0.22,0.48000002,126.19913767316002,931.26333333333,100,0.03333333333333299,0,0,0,0,0,0,0,0,0
1678662601.492,3.2266666666667003,0.52065573885246,0.35,0.75,116.78469535062,931.275,100,0.43333333333333,0,0,0,0,0,0,0,0,0
1678662661.256,3.2283333366667004,0.82711864,0.61,1.05,103.83586468621999,931.2816666666699,100,0.25,0,0,0,0,0,0,0,0,0
1678662721.264,3.2104998166667,1.008333324,0.84,1.29,93.66890717755301,931.27166666667,100,0.5,0,0,0,0,0,0,0,0,0
1678662781.263,3.2053332533332997,1.1000000048333,0.91,1.29,81.919288068064,931.2883333333301,100,0.43333333333333,0,0,0,0,0,0,0,0,0
1678662841.271,3.2216666666667004,0.8836666573333299,0.69,1.0600001000000001,59.618456730832,931.2966666666699,100,0.93333333333333,0,0,0,0,0,0,0,0,0
1678662901.371,3.2323334233332996,0.6956666668333299,0.52,0.84,35.140987633449996,931.2866666666699,100,0.25,0,0,0,0,0,0,0,0,0
1678662961.222,3.2544642107143,0.5770175391228101,0.41,0.74,57.629029727206,931.2875,100,0,0,0,0,0,0,0,0,0,0
1678663021.319,3.2467213770492,0.761666669,0.69,0.85,78.16975603023,931.2868852459,100,0,0,0,0,0,0,0,0,0,0
1678663081.227,3.2566100372881,0.6593333341666701,0.51,0.79,76.756812824666,931.2796610169501,100,0,0,0,0,0,0,0,0,0,0
1678663141.235,3.2783333233332996,0.36849999683333,0.22,0.53000003,54.589827364698,931.2833333333301,100,0,0,0,0,0,0,0,0,0,0
1678663201.241,3.3045,0.25366666866667004,0.21,0.3,76.823214907946,931.27,100,0,0,0,0,0,0,0,0,0,0
1678663261.223,3.31900018,0.37800000083333,0.21,0.54,124.43202543861,931.2683333333301,100,0,0,0,0,0,0,0,0,0,0
1678663321.228,3.3200002,0.49483333700000004,0.34,0.65,134.3233862964,931.25833333333,100,0.083333333333333,0,0,0,0,0,0,0,0,0
