x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
1675033261.224,-2.9795,1.3396666535,0.87,1.71,348.50168624984,939.38333333333,88.25,0,0,0,0,0,0,0,0,0,0
1675033321.218,-2.9243333133332996,1.5705,1.1800001,1.9,345.39376508606,939.37,89.583333333333,0,0,0,0,0,0,0,0,0,0
1675033381.273,-2.9404999666667004,1.7196666483333,1.47,2.06,357.63934447831,939.38666666667,90.366666666667,0,0,0,0,0,0,0,0,0,0
1675033441.214,-2.9364999383333,1.67166666,1.3199999,2.08,341.19660182652,939.37333333333,91.266666666667,0,0,0,0,0,0,0,0,0,0
1675033501.219,-2.9915,1.736166665,1.38,2.0700002,343.95483883386004,939.355,90.96666666666701,0,0,0,0,0,0,0,0,0,0
1675033561.262,-2.971,1.7445000033333,1.38,2.15,352.45468552977997,939.3366666666699,90.766666666667,0,0,0,0,0,0,0,0,0,0
1675033621.219,-2.9108333016667003,1.66333333,1.3100001000000001,2.08,353.63936291472,939.355,90.233333333333,0,0,0,0,0,0,0,0,0,0
1675033681.218,-2.89216662,1.7826666716667,1.53,2.04,359.06573653623,939.35333333333,89.666666666667,0,0,0,0,0,0,0,0,0,0
1675033741.229,-2.856000005,2.0856666666667,1.37,2.6299999,1.3047004715233999,939.365,90.233333333333,0,0,0,0,0,0,0,0,0,0
1675033801.237,-2.82850001,1.8948333366666998,1.17,2.45,3.7244951766735,939.4266666666699,91.233333333333,0,0,0,0,0,0,0,0,0,0
1675033861.218,-2.75666667,1.97550001,1.29,2.46,5.340582549269599,939.45,91.3,0,0,0,0,0,0,0,0,0,0
1675033921.219,-2.7820000033333,1.9970000133333001,1.4100001,2.65,24.278340161914002,939.4483333333301,89.633333333333,0,0,0,0,0,0,0,0,0,0
1675033981.231,-2.85100001,2.105666675,1.64,2.55,14.306780578577001,939.37333333333,90.46666666666701,0,0,0,0,0,0,0,0,0,0
1675034041.217,-2.9718333283333,2.13766666,1.86,2.6,8.2906280693365,939.3166666666699,91.083333333333,0,0,0,0,0,0,0,0,0,0
1675034101.224,-3.0755000766667004,1.9434999983333001,1.53,2.27,356.27773021671,939.2233333333301,90,0,0,0,0,0,0,0,0,0,0
1675034161.216,-3.0843333633333,2.028666655,1.65,2.54,355.41166810757994,939.2083333333301,90.28333333333299,0,0,0,0,0,0,0,0,0,0
1675034221.227,-3.0780000566667,2.1584999983333,1.68,2.47,355.10773838678,939.225,90.816666666667,0,0,0,0,0,0,0,0,0,0
1675034281.219,-3.05050001,2.19666667,1.8799999,2.7,353.33456124607,939.25666666667,90.95,0,0,0,0,0,0,0,0,0,0
1675034341.221,-3.0235,2.1578333333333,1.8,2.52,352.8108067688,939.305,91,0,0,0,0,0,0,0,0,0,0
1675034401.226,-3.0418333933332997,2.0458333316667,1.75,2.42,356.1974040535,939.3066666666699,91.233333333333,0,0,0,0,0,0,0,0,0,0
1675034461.222,-3.0351666666667003,2.0966666633333,1.35,2.5,3.2455958406005,939.3,91.883333333333,0,0,0,0,0,0,0,0,0,0
1675034521.221,-3.118666675,1.9983333316667,1.7,2.3700001,14.584342796720001,939.28,92.183333333333,0,0,0,0,0,0,0,0,0,0
1675034581.229,-3.1951666233332996,2.17,1.64,2.99,10.0368699706,939.2033333333301,92.65,0,0,0,0,0,0,0,0,0,0
1675034641.228,-3.20749999,2.0200000016667,1.64,2.3799999,10.131680606111999,939.2083333333301,93.46666666666701,0,0,0,0,0,0,0,0,0,0
1675034701.228,-3.2086666366667003,1.9891666716667,1.51,2.35,3.0530093157909,939.1883333333301,93.166666666667,0,0,0,0,0,0,0,0,0,0
1675034761.237,-3.2491667033333,1.9356666633333,1.54,2.3899999,9.1815229864869,939.1683333333301,93.183333333333,0,0,0,0,0,0,0,0,0,0
1675034821.233,-3.2381667066667004,1.7906666583333,1.3399999,2.25,359.19454642289,939.12,93.8,0,0,0,0,0,0,0,0,0,0
1675034881.221,-3.1141666766667004,1.8501694983051002,1.23,2.49,3.3884766405053997,939.1866666666699,94.71666666666701,0,0,0,0,0,0,0,0,0,0
1675034941.233,-3.0581667466667004,1.929833325,1.55,2.34,356.55347049022004,939.24666666667,94.616666666667,0,0,0,0,0,0,0,0,0,0
1675035001.23,-3.0421666666667004,1.952000005,1.45,2.55,1.8125795981619999,939.23333333333,93.3,0,0,0,0,0,0,0,0,0,0
1675035061.221,-2.9539999916667004,1.7928333383333002,1.3199999,2.3799999,350.14249340575,939.24166666667,94.433333333333,0,0,0,0,0,0,0,0,0,0
1675035121.233,-2.886000015,1.66016667,1.3199999,2.04,348.334973013,939.27,93.916666666667,0,0,0,0,0,0,0,0,0,0
1675035181.224,-2.8493333433332997,1.7606666466667,1.39,2.23,345.67073116782996,939.2733333333301,93.03333333333299,0,0,0,0,0,0,0,0,0,0
1675035241.222,-2.8361666666667,2.0325,1.49,2.58,357.69468604865,939.26666666667,92.2,0,0,0,0,0,0,0,0,0,0
1675035301.23,-2.8348333366667005,2.286500005,1.8,2.73,357.87295684997,939.26333333333,92.65,0,0,0,0,0,0,0,0,0,0
1675035361.222,-2.8483333333333,2.1779999933333,1.72,2.81,3.0089105636773996,939.2133333333301,91.1,0,0,0,0,0,0,0,0,0,0
1675035421.223,-2.932499995,2.2325000016667,1.9200001,2.72,29.438245169261,939.1683333333301,92.066666666667,0,0,0,0,0,0,0,0,0,0
1675035481.232,-3.0066666666667,1.871333325,1.3,2.49,29.161041455926,939.095,92.133333333333,0,0,0,0,0,0,0,0,0,0
1675035541.23,-3.0295,1.7149999916667,1.26,2.3,14.466848081476,939.02,92.233333333333,0,0,0,0,0,0,0,0,0,0
1675035601.279,-3.1028333416667,1.9843333483333,1.8,2.25,25.375363445706,938.98833333333,93,0,0,0,0,0,0,0,0,0,0
1675035661.243,-3.2668333566667003,1.998666665,1.71,2.31,28.850057439472998,938.9083333333301,92.916666666667,0,0,0,0,0,0,0,0,0,0
1675035721.232,-3.4344999983332998,2.0073333466667,1.5899999,2.3,30.380273905714997,938.8316666666699,92.333333333333,0,0,0,0,0,0,0,0,0,0
1675035781.228,-3.46916661,1.735333335,1.28,2.0700002,28.177946535981,938.805,93.083333333333,0,0,0,0,0,0,0,0,0,0
1675035841.284,-3.4225422305085,1.7998275724138,1.49,2.31,24.923282467477,938.8661016949198,94.27118644067801,0,0,0,0,0,0,0,0,0,0
1675035901.223,-3.3781355881356,1.950666685,1.52,2.41,22.289588892117,938.95593220339,94.15254237288099,0,0,0,0,0,0,0,0,0,0
1675035961.222,-3.3838333016667,1.8931666733333001,1.53,2.4,25.234855070357,938.9683333333301,93.933333333333,0,0,0,0,0,0,0,0,0,0
1675036021.307,-3.4078687672131003,2.2138333216667,1.7,2.73,26.742331806876003,939.01147540984,93.573770491803,0,0,0,0,0,0,0,0,0,0
1675036081.219,-3.4991525762712,2.0748333266667,1.7700001,2.52,19.761952176003998,938.9813559322,92.779661016949,0,0,0,0,0,0,0,0,0,0
