x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
1672614061.236,16.209660881356,8.8718332433333,3.36,14.2,241.83056323131,936.4813559322,34.254237288136004,0,0,0,0,0,0,0,0,0,0
1672614121.329,16.242786918032998,7.739833351666699,2.1100001,19.42,237.78133800723998,936.50983606557,34.098360655738,0,0,0,0,0,0,0,0,0,0
1672614181.236,16.057796627119,12.570166601667,5.93,18.97,249.91506888802996,936.4288135593199,35.101694915254,0,0,0,0,0,0,0,0,0,0
1672614241.252,15.987833316666999,8.2446666566667,1.51,13.4,260.28270615672994,936.4066666666699,35.366666666667,0,0,0,0,0,0,0,0,0,0
1672614301.355,16.003934565574,9.2566666333333,3.64,14.1,243.89505722788996,936.3754098360699,35.065573770492,0,0,0,0,0,0,0,0,0,0
1672614361.324,16.211355983051,8.67966666,1.03,15.93,233.63809453367998,936.48305084746,34.28813559322,0,0,0,0,0,0,0,0,0,0
1672614421.245,16.122500016666997,11.816999928333,6.69,20.14,248.74662288084,936.49,35.1,0.05,0,0,0,0,0,0,0,0,0
1672614481.251,16.120333475,9.7196666716667,6.65,14.45,274.00752395741,936.5433333333301,34.633333333333,0,0,0,0,0,0,0,0,0,0
1672614541.267,16.068666558333,7.020666671666699,2.25,18.17,243.91854346794,936.575,35.1,0,0,0,0,0,0,0,0,0,0
1672614601.472,15.96508207377,7.5166666933333,2.99,15.5,233.36564320175,936.5032786885199,35.245901639344,0,0,0,0,0,0,0,0,0,0
1672614661.256,15.97254240678,8.7819999933333,3.8400002,15.93,232.10790646589,936.4169491525399,35.220338983051,0,0,0,0,0,0,0,0,0,0
1672614721.255,15.914499983333002,6.9331666175,0.98999995,14.030001,241.14281401447002,936.38833333333,35.466666666666995,0,0,0,0,0,0,0,0,0,0
1672614781.252,15.995862051724,7.9086206344828,3.1399999,19.1,222.31695544142997,936.31379310345,35.241379310345,0,0,0,0,0,0,0,0,0,0
1672614841.327,15.874333233333001,11.530166541666999,8.690000999999999,16.2,239.03814555421002,936.22833333333,35.916666666667,0,0,0,0,0,0,0,0,0,0
1672614901.338,16.001333283333,10.70066664,4.87,15.6,247.609395952,936.2966666666699,35,0,0,0,0,0,0,0,0,0,0
1672614961.219,16.094310224138,10.564386014035,2.46,17.26,246.25489896582997,936.48620689655,35,0.03448275862069,0,0,0,0,0,0,0,0,0
1672615021.234,15.9961666,9.251333375,4.34,13.67,241.16303695044,936.47,35.116666666667,0,0,0,0,0,0,0,0,0,0
1672615081.3,16.117666766667,9.0160655360656,3.48,14.910001000000001,231.53099244522002,936.37,34.533333333333005,0,0,0,0,0,0,0,0,0,0
1672615141.228,16.197166833333,7.7840677677966,3.2400002,12.469999000000001,256.41498549855,936.4016666666699,34.366666666667,0,0,0,0,0,0,0,0,0,0
1672615201.38,15.9908334,8.3132786754098,4.8599997,12.04,251.86815317749,936.3033333333301,35.133333333333,0,0,0,0,0,0,0,0,0,0
1672615261.237,16.0361664,6.2716949728814,3.2599998,13.780001,246.56143838429,936.3116666666699,35,0,0,0,0,0,0,0,0,0,0
1672615321.304,16.09433335,8.2811666183333,2.95,18.22,210.49623230597,936.24833333333,34.533333333333005,0,0,0,0,0,0,0,0,0,0
