system:index,ST,ST_unc,coverage,sensor,time_utc,time_utc+1,time_unix
1_1_1_2_LT05_196028_20111013,17.99861576,2.42,1.003420798,LANDSAT_5,2011-10-13 10:11:06,2011-10-13 11:11:06,1318500666
1_1_2_LE07_195028_20111014,16.35796616,2.15,0.957916217,LANDSAT_7,2011-10-14 10:10:09,2011-10-14 11:10:09,1318587009
1_1_2_LE07_196028_20111021,14.47805516,2.15,0.844904936,LANDSAT_7,2011-10-21 10:16:25,2011-10-21 11:16:25,1319192185
1_1_2_LE07_196028_20111208,9.3407711,2.98,1.003420798,LANDSAT_7,2011-12-08 10:16:51,2011-12-08 11:16:51,1323339411
1_1_2_LE07_196028_20120210,3.5643173,3.9,1.003420798,LANDSAT_7,2012-02-10 10:17:12,2012-02-10 11:17:12,1328869032
1_1_2_LE07_196028_20120313,6.11757824,2.62,1.003420798,LANDSAT_7,2012-03-13 10:17:11,2012-03-13 11:17:11,1331633831
1_1_2_LE07_195028_20120525,16.12895882,2.32,0.957916217,LANDSAT_7,2012-05-25 10:11:29,2012-05-25 11:11:29,1337940689
1_1_2_LE07_196028_20120617,18.24129518,4.06,1.003420798,LANDSAT_7,2012-06-17 10:17:31,2012-06-17 11:17:31,1339928251
1_1_2_LE07_196028_20120703,21.0816698,2.58,1.003420798,LANDSAT_7,2012-07-03 10:17:41,2012-07-03 11:17:41,1341310661
1_1_2_LE07_195028_20120712,17.70124802,2.99,0.957916217,LANDSAT_7,2012-07-12 10:11:39,2012-07-12 11:11:39,1342087899
1_1_2_LE07_196028_20120804,24.26726444,3.89,1.003420798,LANDSAT_7,2012-08-04 10:18:04,2012-08-04 11:18:04,1344075484
1_1_2_LE07_195028_20120914,18.06697616,2.18,0.957916217,LANDSAT_7,2012-09-14 10:12:20,2012-09-14 11:12:20,1347617540
1_1_2_LE07_196028_20120921,18.31990964,2.21,1.003420798,LANDSAT_7,2012-09-21 10:18:34,2012-09-21 11:18:34,1348222714
1_1_2_LE07_195028_20121101,11.31296864,2.23,0.957916217,LANDSAT_7,2012-11-01 10:12:44,2012-11-01 11:12:44,1351764764
1_2_LC08_195028_20130418,15.69487028,2.86,0.806990547,LANDSAT_8,2013-04-18 10:18:42,2013-04-18 11:18:42,1366280322
1_2_LC08_196028_20130425,14.31057218,5.73,1.003420798,LANDSAT_8,2013-04-25 10:24:50,2013-04-25 11:24:50,1366885490
1_2_LC08_196028_20130527,12.9980525,2.1,1.003420798,LANDSAT_8,2013-05-27 10:25:08,2013-05-27 11:25:08,1369650308
1_1_2_LE07_196028_20130604,13.38770678,3.1,1.003420798,LANDSAT_7,2013-06-04 10:18:46,2013-06-04 11:18:46,1370341126
1_2_LC08_195028_20130605,16.92193946,1.94,0.957916217,LANDSAT_8,2013-06-05 10:18:56,2013-06-05 11:18:56,1370427536
1_2_LC08_196028_20130612,14.95999598,3.76,1.003420798,LANDSAT_8,2013-06-12 10:25:05,2013-06-12 11:25:05,1371032705
1_2_LC08_195028_20130621,17.30817572,2.13,0.957916217,LANDSAT_8,2013-06-21 10:18:49,2013-06-21 11:18:49,1371809929
1_1_2_LE07_196028_20130706,19.24961108,3.79,1.003420798,LANDSAT_7,2013-07-06 10:18:32,2013-07-06 11:18:32,1373105912
1_2_LC08_195028_20130707,21.41321774,2.16,0.957916217,LANDSAT_8,2013-07-07 10:18:53,2013-07-07 11:18:53,1373192333
1_2_LC08_196028_20130714,22.74966356,2.09,1.003420798,LANDSAT_8,2013-07-14 10:25:04,2013-07-14 11:25:04,1373797504
1_1_2_LE07_196028_20130722,25.29267044,3.88,1.003420798,LANDSAT_7,2013-07-22 10:18:25,2013-07-22 11:18:25,1374488305
1_2_LC08_196028_20130815,23.56998836,2.08,1.003420798,LANDSAT_8,2013-08-15 10:25:05,2013-08-15 11:25:05,1376562305
1_1_2_LE07_195028_20130816,22.43520572,2.39,0.957916217,LANDSAT_7,2013-08-16 10:12:12,2013-08-16 11:12:12,1376647932
1_1_2_LE07_196028_20130823,21.8507243,2.42,1.003420798,LANDSAT_7,2013-08-23 10:18:27,2013-08-23 11:18:27,1377253107
1_2_LC08_196028_20130831,19.01718572,3.65,1.003420798,LANDSAT_8,2013-08-31 10:25:07,2013-08-31 11:25:07,1377944707
1_2_LC08_195028_20130909,20.40490184,2.0,0.957916217,LANDSAT_8,2013-09-09 10:18:55,2013-09-09 11:18:55,1378721935
1_1_2_LE07_196028_20130924,16.78863668,3.52,1.003420798,LANDSAT_7,2013-09-24 10:18:48,2013-09-24 11:18:48,1380017928
1_2_LC08_195028_20130925,19.20517682,2.04,0.957916217,LANDSAT_8,2013-09-25 10:18:47,2013-09-25 11:18:47,1380104327
1_1_2_LE07_196028_20131026,15.00101222,2.27,1.003420798,LANDSAT_7,2013-10-26 10:19:09,2013-10-26 11:19:09,1382782749
1_1_2_LE07_196028_20131111,10.28414462,2.98,1.003420798,LANDSAT_7,2013-11-11 10:19:15,2013-11-11 11:19:15,1384165155
1_2_LC08_195028_20131112,10.81735574,3.38,0.957916217,LANDSAT_8,2013-11-12 10:18:37,2013-11-12 11:18:37,1384251517
1_1_2_LE07_196028_20131127,8.03508746,2.22,1.003420798,LANDSAT_7,2013-11-27 10:19:21,2013-11-27 11:19:21,1385547561
1_2_LC08_195028_20131128,7.37199158,2.09,0.957916217,LANDSAT_8,2013-11-28 10:18:31,2013-11-28 11:18:31,1385633911
1_2_LC08_196028_20140122,6.23379092,3.56,1.003420798,LANDSAT_8,2014-01-22 10:24:13,2014-01-22 11:24:13,1390386253
1_2_LC08_196028_20140223,6.90372284,5.07,1.003420798,LANDSAT_8,2014-02-23 10:23:50,2014-02-23 11:23:50,1393151030
1_1_2_LE07_195028_20140224,6.73282184,2.21,0.957916217,LANDSAT_7,2014-02-24 10:13:37,2014-02-24 11:13:37,1393236817
1_1_2_LE07_195028_20140312,7.14982028,2.25,0.957916217,LANDSAT_7,2014-03-12 10:13:43,2014-03-12 11:13:43,1394619223
1_2_LC08_195028_20140320,9.16303406,2.04,0.957916217,LANDSAT_8,2014-03-20 10:17:19,2014-03-20 11:17:19,1395310639
1_2_LC08_196028_20140327,7.9735631,2.15,1.003420798,LANDSAT_8,2014-03-27 10:23:20,2014-03-27 11:23:20,1395915800
1_1_2_LE07_195028_20140328,8.60931482,2.21,0.957916217,LANDSAT_7,2014-03-28 10:13:51,2014-03-28 11:13:51,1396001631
1_1_2_LE07_195028_20140413,13.7841971,2.21,0.957916217,LANDSAT_7,2014-04-13 10:13:57,2014-04-13 11:13:57,1397384037
1_2_LC08_195028_20140523,14.66262824,1.95,0.957916217,LANDSAT_8,2014-05-23 10:16:23,2014-05-23 11:16:23,1400840183
1_2_LC08_196028_20140530,16.01958218,2.09,1.003420798,LANDSAT_8,2014-05-30 10:22:40,2014-05-30 11:22:40,1401445360
1_1_2_LE07_196028_20140607,19.9708133,2.42,1.003420798,LANDSAT_7,2014-06-07 10:20:29,2014-06-07 11:20:29,1402136429
1_2_LC08_195028_20140608,23.21451428,2.23,0.957916217,LANDSAT_8,2014-06-08 10:16:34,2014-06-08 11:16:34,1402222594
1_2_LC08_196028_20140615,18.49764668,3.59,1.003420798,LANDSAT_8,2014-06-15 10:22:47,2014-06-15 11:22:47,1402827767
1_1_2_LE07_195028_20140616,18.11482844,2.19,0.957916217,LANDSAT_7,2014-06-16 10:14:18,2014-06-16 11:14:18,1402913658
1_2_LC08_196028_20140701,19.5606509,2.09,1.003420798,LANDSAT_8,2014-07-01 10:22:51,2014-07-01 11:22:51,1404210171
1_2_LC08_196028_20140717,22.97183486,3.44,1.003420798,LANDSAT_8,2014-07-17 10:22:57,2014-07-17 11:22:57,1405592577
1_2_LC08_196028_20140818,19.81358438,2.1,1.003420798,LANDSAT_8,2014-08-18 10:23:09,2014-08-18 11:23:09,1408357389
1_2_LC08_195028_20140912,19.45469228,2.12,0.957916217,LANDSAT_8,2014-09-12 10:17:03,2014-09-12 11:17:03,1410517023
1_2_LC08_195028_20140928,18.71298194,2.0,0.957916217,LANDSAT_8,2014-09-28 10:17:01,2014-09-28 11:17:01,1411899421
1_1_2_LE07_195028_20141006,17.87556704,2.14,0.957916217,LANDSAT_7,2014-10-06 10:14:49,2014-10-06 11:14:49,1412590489
1_2_LC08_195028_20141030,15.31547006,1.55,0.957916217,LANDSAT_8,2014-10-30 10:17:03,2014-10-30 11:17:03,1414664223
1_1_2_LE07_195028_20141209,9.2724107,2.61,0.957916217,LANDSAT_7,2014-12-09 10:15:17,2014-12-09 11:15:17,1418120117
1_2_LC08_196028_20141224,6.8114363,2.01,1.003420798,LANDSAT_8,2014-12-24 10:23:11,2014-12-24 11:23:11,1419416591
1_1_2_LE07_195028_20141225,7.956473,3.64,0.957916217,LANDSAT_7,2014-12-25 10:15:26,2014-12-25 11:15:26,1419502526
1_2_LC08_196028_20150210,5.51600672,2.62,1.003420798,LANDSAT_8,2015-02-10 10:22:56,2015-02-10 11:22:56,1423563776
1_1_2_LE07_196028_20150306,5.8885709,2.19,1.003420798,LANDSAT_7,2015-03-06 10:21:58,2015-03-06 11:21:58,1425637318
1_2_LC08_195028_20150323,8.60931482,1.83,0.957916217,LANDSAT_8,2015-03-23 10:16:26,2015-03-23 11:16:26,1427105786
1_1_2_LE07_196028_20150407,7.08829592,3.87,1.003420798,LANDSAT_7,2015-04-07 10:22:14,2015-04-07 11:22:14,1428402134
1_2_LC08_196028_20150415,11.00534684,1.98,1.003420798,LANDSAT_8,2015-04-15 10:22:28,2015-04-15 11:22:28,1429093348
1_1_2_LE07_196028_20150423,11.10788744,5.08,1.003420798,LANDSAT_7,2015-04-23 10:22:19,2015-04-23 11:22:19,1429784539
1_2_LC08_195028_20150424,15.55473146,1.81,0.957916217,LANDSAT_8,2015-04-24 10:16:14,2015-04-24 11:16:14,1429870574
1_1_2_LE07_195028_20150518,17.37653612,2.22,0.957916217,LANDSAT_7,2015-05-18 10:16:21,2015-05-18 11:16:21,1431944181
1_2_LC08_196028_20150602,18.1934429,3.73,1.003420798,LANDSAT_8,2015-06-02 10:22:13,2015-06-02 11:22:13,1433240533
1_1_2_LE07_195028_20150603,18.74716214,2.5,0.957916217,LANDSAT_7,2015-06-03 10:16:26,2015-06-03 11:16:26,1433326586
1_2_LC08_195028_20150611,20.81848226,3.74,0.957916217,LANDSAT_8,2015-06-11 10:16:09,2015-06-11 11:16:09,1434017769
1_1_2_LE07_196028_20150626,20.08360796,2.3,1.003420798,LANDSAT_7,2015-06-26 10:22:41,2015-06-26 11:22:41,1435314161
1_2_LC08_195028_20150627,18.35408984,3.9,0.957916217,LANDSAT_8,2015-06-27 10:16:15,2015-06-27 11:16:15,1435400175
1_2_LC08_196028_20150704,26.86837766,3.7,1.003420798,LANDSAT_8,2015-07-04 10:22:31,2015-07-04 11:22:31,1436005351
1_1_2_LE07_196028_20150712,21.83021618,2.4,1.003420798,LANDSAT_7,2015-07-12 10:22:48,2015-07-12 11:22:48,1436696568
1_2_LC08_195028_20150713,27.5075474,3.47,0.957916217,LANDSAT_8,2015-07-13 10:16:26,2015-07-13 11:16:26,1436782586
1_2_LC08_196028_20150720,28.122791,2.6,1.003420798,LANDSAT_8,2015-07-20 10:22:39,2015-07-20 11:22:39,1437387759
1_1_2_LE07_195028_20150721,26.17793762,2.38,0.907094276,LANDSAT_7,2015-07-21 10:16:39,2015-07-21 11:16:39,1437473799
1_2_LC08_196028_20150805,23.34439904,3.41,1.003420798,LANDSAT_8,2015-08-05 10:22:42,2015-08-05 11:22:42,1438770162
1_2_LC08_196028_20150821,22.3634273,3.46,1.003420798,LANDSAT_8,2015-08-21 10:22:50,2015-08-21 11:22:50,1440152570
1_1_2_LE07_195028_20150822,21.4234718,2.21,0.957916217,LANDSAT_7,2015-08-22 10:16:45,2015-08-22 11:16:45,1440238605
1_1_2_LE07_196028_20150829,20.55529472,4.05,0.940322236,LANDSAT_7,2015-08-29 10:22:55,2015-08-29 11:22:55,1440843775
1_2_LC08_195028_20150830,23.85710204,2.13,0.957916217,LANDSAT_8,2015-08-30 10:16:42,2015-08-30 11:16:42,1440929802
1_2_LC08_195028_20151001,15.64359998,1.69,0.957916217,LANDSAT_8,2015-10-01 10:16:55,2015-10-01 11:16:55,1443694615
1_2_LC08_196028_20151008,15.6811982,3.4,1.003420798,LANDSAT_8,2015-10-08 10:23:06,2015-10-08 11:23:06,1444299786
1_2_LC08_196028_20151109,13.69191056,3.54,1.003420798,LANDSAT_8,2015-11-09 10:23:11,2015-11-09 11:23:11,1447064591
1_2_LC08_195028_20151118,13.59962402,1.89,0.957916217,LANDSAT_8,2015-11-18 10:17:02,2015-11-18 11:17:02,1447841822
1_1_2_LE07_195028_20151212,8.53411838,3.0,0.957916217,LANDSAT_7,2015-12-12 10:18:02,2015-12-12 11:18:02,1449915482
1_2_LC08_195028_20160105,7.8368423,2.12,0.957916217,LANDSAT_8,2016-01-05 10:16:59,2016-01-05 11:16:59,1451989019
1_1_2_LE07_195028_20160129,6.12441428,3.35,0.957916217,LANDSAT_7,2016-01-29 10:18:41,2016-01-29 11:18:41,1454062721
1_1_2_LE07_196028_20160221,7.54289258,2.21,1.003420798,LANDSAT_7,2016-02-21 10:24:57,2016-02-21 11:24:57,1456050297
1_2_LC08_195028_20160309,5.9569313,2.07,0.957916217,LANDSAT_8,2016-03-09 10:16:46,2016-03-09 11:16:46,1457518606
1_1_2_LE07_195028_20160317,6.760166,2.23,0.957916217,LANDSAT_7,2016-03-17 10:19:00,2016-03-17 11:19:00,1458209940
1_1_2_LE07_196028_20160324,6.62002718,2.22,1.003420798,LANDSAT_7,2016-03-24 10:25:13,2016-03-24 11:25:13,1458815113
1_1_2_LE07_196028_20160527,18.27547538,2.37,1.003420798,LANDSAT_7,2016-05-27 10:25:33,2016-05-27 11:25:33,1464344733
1_1_2_LE07_196028_20160628,22.04896946,2.44,1.003420798,LANDSAT_7,2016-06-28 10:25:39,2016-06-28 11:25:39,1467109539
1_2_LC08_195028_20160629,17.65339574,2.28,0.957916217,LANDSAT_8,2016-06-29 10:16:44,2016-06-29 11:16:44,1467195404
1_2_LC08_196028_20160706,22.72573742,2.23,1.003420798,LANDSAT_8,2016-07-06 10:22:58,2016-07-06 11:22:58,1467800578
1_1_2_LE07_195028_20160707,18.47372054,3.15,0.957916217,LANDSAT_7,2016-07-07 10:19:27,2016-07-07 11:19:27,1467886767
1_2_LC08_195028_20160715,20.7398678,2.9,0.957916217,LANDSAT_8,2016-07-15 10:16:51,2016-07-15 11:16:51,1468577811
1_2_LC08_196028_20160807,23.26578458,2.12,1.003420798,LANDSAT_8,2016-08-07 10:23:06,2016-08-07 11:23:06,1470565386
1_2_LC08_195028_20160816,25.55243996,1.89,0.957916217,LANDSAT_8,2016-08-16 10:16:58,2016-08-16 11:16:58,1471342618
1_2_LC08_196028_20160823,23.17691606,3.6,1.003420798,LANDSAT_8,2016-08-23 10:23:13,2016-08-23 11:23:13,1471947793
1_1_2_LE07_195028_20160824,21.53626646,2.65,0.957916217,LANDSAT_7,2016-08-24 10:19:33,2016-08-24 11:19:33,1472033973
1_2_LC08_195028_20160901,25.01581082,3.78,0.957916217,LANDSAT_8,2016-09-01 10:17:05,2016-09-01 11:17:05,1472725025
1_2_LC08_196028_20160908,23.10855566,3.33,1.003420798,LANDSAT_8,2016-09-08 10:23:18,2016-09-08 11:23:18,1473330198
1_1_2_LE07_195028_20160909,21.65247914,2.28,0.957916217,LANDSAT_7,2016-09-09 10:19:36,2016-09-09 11:19:36,1473416376
1_2_LC08_196028_20160924,20.01866558,2.12,1.003420798,LANDSAT_8,2016-09-24 10:23:19,2016-09-24 11:23:19,1474712599
1_1_2_LE07_195028_20160925,19.06161998,2.16,0.957916217,LANDSAT_7,2016-09-25 10:19:39,2016-09-25 11:19:39,1474798779
1_2_LC08_195028_20161003,18.4327043,1.97,0.957916217,LANDSAT_8,2016-10-03 10:17:09,2016-10-03 11:17:09,1475489829
1_2_LC08_196028_20161010,14.41311278,3.12,1.003420798,LANDSAT_8,2016-10-10 10:23:23,2016-10-10 11:23:23,1476095003
1_2_LC08_195028_20161104,8.17180826,2.1,0.957916217,LANDSAT_8,2016-11-04 10:17:14,2016-11-04 11:17:14,1478254634
1_1_2_LE07_195028_20161112,9.6825731,3.41,0.957916217,LANDSAT_7,2016-11-12 10:19:28,2016-11-12 11:19:28,1478945968
1_1_2_LE07_195028_20161128,9.03998534,2.17,0.957916217,LANDSAT_7,2016-11-28 10:19:25,2016-11-28 11:19:25,1480328365
1_2_LC08_195028_20161206,6.68496956,2.14,0.957916217,LANDSAT_8,2016-12-06 10:17:13,2016-12-06 11:17:13,1481019433
1_2_LC08_196028_20161229,5.5467689,4.32,1.003420798,LANDSAT_8,2016-12-29 10:23:19,2016-12-29 11:23:19,1483006999
1_2_LC08_196028_20170215,6.39785588,2.15,1.003420798,LANDSAT_8,2017-02-15 10:23:01,2017-02-15 11:23:01,1487154181
1_1_2_LE07_196028_20170223,6.24404498,2.22,1.003420798,LANDSAT_7,2017-02-23 10:25:07,2017-02-23 11:25:07,1487845507
1_1_2_LE07_196028_20170327,7.75480982,2.19,1.003420798,LANDSAT_7,2017-03-27 10:25:19,2017-03-27 11:25:19,1490610319
1_2_LC08_195028_20170328,10.0243751,3.38,0.957916217,LANDSAT_8,2017-03-28 10:16:30,2017-03-28 11:16:30,1490696190
1_1_2_LE07_196028_20170412,9.34418912,3.75,1.003420798,LANDSAT_7,2017-04-12 10:25:24,2017-04-12 11:25:24,1491992724
1_2_LC08_195028_20170413,14.24904782,1.76,0.957916217,LANDSAT_8,2017-04-13 10:16:22,2017-04-13 11:16:22,1492078582
1_2_LC08_196028_20170420,10.4345375,2.14,1.003420798,LANDSAT_8,2017-04-20 10:22:29,2017-04-20 11:22:29,1492683749
1_1_2_LE07_195028_20170421,9.75776954,2.17,0.957916217,LANDSAT_7,2017-04-21 10:19:17,2017-04-21 11:19:17,1492769957
1_2_LC08_196028_20170522,17.51667494,2.08,1.003420798,LANDSAT_8,2017-05-22 10:22:35,2017-05-22 11:22:35,1495448555
1_1_2_LE07_195028_20170608,15.5444774,2.48,0.957916217,LANDSAT_7,2017-06-08 10:19:29,2017-06-08 11:19:29,1496917169
1_1_2_LE07_196028_20170615,23.48795588,2.88,1.003420798,LANDSAT_7,2017-06-15 10:25:42,2017-06-15 11:25:42,1497522342
1_2_LC08_195028_20170616,25.61738234,2.38,0.957916217,LANDSAT_8,2017-06-16 10:16:37,2017-06-16 11:16:37,1497608197
1_1_2_LE07_196028_20170717,18.55917104,2.7,1.003420798,LANDSAT_7,2017-07-17 10:25:44,2017-07-17 11:25:44,1500287144
1_2_LC08_195028_20170718,26.28389624,2.27,0.957916217,LANDSAT_8,2017-07-18 10:16:45,2017-07-18 11:16:45,1500373005
1_1_2_LE07_196028_20170802,21.73792964,2.65,0.92954931,LANDSAT_7,2017-08-02 10:25:43,2017-08-02 11:25:43,1501669543
1_2_LC08_195028_20170803,26.41719902,2.5,0.957916217,LANDSAT_8,2017-08-03 10:16:53,2017-08-03 11:16:53,1501755413
1_1_2_LE07_196028_20170818,24.76629536,2.74,1.003420798,LANDSAT_7,2017-08-18 10:25:41,2017-08-18 11:25:41,1503051941
1_2_LC08_195028_20170819,23.40934142,3.43,0.957916217,LANDSAT_8,2017-08-19 10:16:58,2017-08-19 11:16:58,1503137818
1_2_LC08_196028_20170826,24.93377834,2.23,1.003420798,LANDSAT_8,2017-08-26 10:23:10,2017-08-26 11:23:10,1503742990
1_1_2_LE07_196028_20170903,21.4063817,2.59,1.003420798,LANDSAT_7,2017-09-03 10:25:41,2017-09-03 11:25:41,1504434341
1_2_LC08_195028_20170920,17.76277238,2.09,0.957916217,LANDSAT_8,2017-09-20 10:17:03,2017-09-20 11:17:03,1505902623
1_1_2_LE07_196028_20171005,16.55621132,2.13,1.003420798,LANDSAT_7,2017-10-05 10:25:41,2017-10-05 11:25:41,1507199141
1_2_LC08_195028_20171006,16.39214636,2.08,0.957916217,LANDSAT_8,2017-10-06 10:17:10,2017-10-06 11:17:10,1507285030
1_2_LC08_196028_20171013,17.01764402,3.33,1.003420798,LANDSAT_8,2017-10-13 10:23:22,2017-10-13 11:23:22,1507890202
1_1_2_LE07_195028_20171014,15.70854236,2.17,0.957916217,LANDSAT_7,2017-10-14 10:19:32,2017-10-14 11:19:32,1507976372
1_2_LC08_196028_20171114,10.11666164,2.58,1.003420798,LANDSAT_8,2017-11-14 10:23:20,2017-11-14 11:23:20,1510655000
1_1_2_LE07_195028_20171115,9.9218345,3.52,0.957916217,LANDSAT_7,2017-11-15 10:19:29,2017-11-15 11:19:29,1510741169
1_1_2_LE07_196028_20171122,8.7767978,3.01,1.003420798,LANDSAT_7,2017-11-22 10:25:38,2017-11-22 11:25:38,1511346338
1_2_LC08_196028_20180101,6.87296066,2.45,1.003420798,LANDSAT_8,2018-01-01 10:23:14,2018-01-01 11:23:14,1514802194
1_2_LC08_196028_20180202,5.88515288,3.03,1.003420798,LANDSAT_8,2018-02-02 10:22:57,2018-02-02 11:22:57,1517566977
1_2_LC08_195028_20180227,4.07018426,2.46,0.957916217,LANDSAT_8,2018-02-27 10:16:37,2018-02-27 11:16:37,1519726597
1_1_2_LE07_196028_20180314,6.31240538,2.68,1.003420798,LANDSAT_7,2018-03-14 10:24:18,2018-03-14 11:24:18,1521023058
1_2_LC08_196028_20180322,6.02187368,2.16,1.003420798,LANDSAT_8,2018-03-22 10:22:36,2018-03-22 11:22:36,1521714156
1_1_2_LE07_195028_20180323,6.75674798,2.2,0.957916217,LANDSAT_7,2018-03-23 10:18:00,2018-03-23 11:18:00,1521800280
1_1_2_LE07_195028_20180424,17.0825864,2.03,0.957916217,LANDSAT_7,2018-04-24 10:17:29,2018-04-24 11:17:29,1524565049
1_1_2_LE07_196028_20180517,12.6049802,2.2,0.844904936,LANDSAT_7,2018-05-17 10:23:16,2018-05-17 11:23:16,1526552596
1_2_LC08_195028_20180518,14.86770944,2.28,0.957916217,LANDSAT_8,2018-05-18 10:15:52,2018-05-18 11:15:52,1526638552
1_2_LC08_196028_20180525,21.43030784,3.58,1.003420798,LANDSAT_8,2018-05-25 10:21:58,2018-05-25 11:21:58,1527243718
1_1_2_LE07_196028_20180602,19.21201286,2.37,1.003420798,LANDSAT_7,2018-06-02 10:23:01,2018-06-02 11:23:01,1527934981
1_1_2_LE07_196028_20180618,20.6373272,3.33,1.003420798,LANDSAT_7,2018-06-18 10:22:44,2018-06-18 11:22:44,1529317364
1_2_LC08_195028_20180619,22.18227224,3.54,0.957916217,LANDSAT_8,2018-06-19 10:15:50,2018-06-19 11:15:50,1529403350
1_2_LC08_196028_20180626,19.24277504,2.83,1.003420798,LANDSAT_8,2018-06-26 10:22:05,2018-06-26 11:22:05,1530008525
1_1_2_LE07_196028_20180704,22.71548336,3.81,1.003420798,LANDSAT_7,2018-07-04 10:22:25,2018-07-04 11:22:25,1530699745
1_1_2_LE07_195028_20180713,21.70374944,2.3,0.957916217,LANDSAT_7,2018-07-13 10:16:03,2018-07-13 11:16:03,1531476963
1_1_2_LE07_195028_20180729,23.46061172,2.37,0.957916217,LANDSAT_7,2018-07-29 10:15:47,2018-07-29 11:15:47,1532859347
1_1_2_LE07_196028_20180805,25.77802928,2.78,1.003420798,LANDSAT_7,2018-08-05 10:21:50,2018-08-05 11:21:50,1533464510
1_2_LC08_195028_20180806,26.04463484,2.64,0.957916217,LANDSAT_8,2018-08-06 10:16:15,2018-08-06 11:16:15,1533550575
1_1_2_LE07_196028_20180821,23.63151272,2.6,1.003420798,LANDSAT_7,2018-08-21 10:21:32,2018-08-21 11:21:32,1534846892
1_2_LC08_195028_20180907,22.26430472,2.99,0.957916217,LANDSAT_8,2018-09-07 10:16:29,2018-09-07 11:16:29,1536315389
1_2_LC08_196028_20180930,18.7403261,3.36,1.003420798,LANDSAT_8,2018-09-30 10:22:49,2018-09-30 11:22:49,1538302969
1_2_LC08_195028_20181009,17.00397194,2.1,0.957916217,LANDSAT_8,2018-10-09 10:16:42,2018-10-09 11:16:42,1539080202
1_2_LC08_196028_20181016,15.45560888,3.35,1.003420798,LANDSAT_8,2018-10-16 10:22:55,2018-10-16 11:22:55,1539685375
1_2_LC08_196028_20181101,11.8530158,2.1,1.003420798,LANDSAT_8,2018-11-01 10:23:00,2018-11-01 11:23:00,1541067780
1_2_LC08_195028_20181212,7.91887478,2.19,0.957916217,LANDSAT_8,2018-12-12 10:16:46,2018-12-12 11:16:46,1544609806
1_2_LC08_196028_20190104,6.63711728,2.84,1.003420798,LANDSAT_8,2019-01-04 10:22:57,2019-01-04 11:22:57,1546597377
1_1_2_LE07_195028_20190121,6.05605388,2.23,0.957916217,LANDSAT_7,2019-01-21 10:11:29,2019-01-21 11:11:29,1548065489
1_2_LC08_196028_20190205,5.15711462,2.15,1.003420798,LANDSAT_8,2019-02-05 10:22:51,2019-02-05 11:22:51,1549362171
1_1_2_LE07_196028_20190213,5.8714808,3.03,1.003420798,LANDSAT_7,2019-02-13 10:16:58,2019-02-13 11:16:58,1550053018
1_2_LC08_195028_20190214,6.32265944,1.8,0.957916217,LANDSAT_8,2019-02-14 10:16:39,2019-02-14 11:16:39,1550139399
1_2_LC08_196028_20190221,6.8456165,2.14,1.003420798,LANDSAT_8,2019-02-21 10:22:48,2019-02-21 11:22:48,1550744568
1_2_LC08_196028_20190325,10.007285,2.11,1.003420798,LANDSAT_8,2019-03-25 10:22:39,2019-03-25 11:22:39,1553509359
1_1_2_LE07_196028_20190402,9.40571348,2.2,1.003420798,LANDSAT_7,2019-04-02 10:15:25,2019-04-02 11:15:25,1554200125
1_2_LC08_196028_20190410,10.2123662,2.24,1.003420798,LANDSAT_8,2019-04-10 10:22:34,2019-04-10 11:22:34,1554891754
1_2_LC08_195028_20190419,15.20609342,2.07,0.957916217,LANDSAT_8,2019-04-19 10:16:20,2019-04-19 11:16:20,1555668980
1_2_LC08_196028_20190512,10.08248144,2.91,1.003420798,LANDSAT_8,2019-05-12 10:22:37,2019-05-12 11:22:37,1557656557
1_1_2_LE07_195028_20190513,9.34760714,2.22,0.957916217,LANDSAT_7,2019-05-13 10:07:43,2019-05-13 11:07:43,1557742063
1_1_2_LE07_196028_20190605,19.95030518,3.77,1.003420798,LANDSAT_7,2019-06-05 10:13:03,2019-06-05 11:13:03,1559729583
1_2_LC08_196028_20190613,18.04305002,3.46,1.003420798,LANDSAT_8,2019-06-13 10:22:54,2019-06-13 11:22:54,1560421374
1_2_LC08_196028_20190629,23.55289826,3.42,1.003420798,LANDSAT_8,2019-06-29 10:22:59,2019-06-29 11:22:59,1561803779
1_1_2_LE07_196028_20190707,23.19742418,2.84,1.003420798,LANDSAT_7,2019-07-07 10:11:51,2019-07-07 11:11:51,1562494311
1_2_LC08_195028_20190708,25.1491136,3.53,0.957916217,LANDSAT_8,2019-07-08 10:16:50,2019-07-08 11:16:50,1562581010
1_1_2_LE07_196028_20190723,24.16472384,2.66,1.003420798,LANDSAT_7,2019-07-23 10:11:14,2019-07-23 11:11:14,1563876674
1_2_LC08_195028_20190724,26.13350336,2.07,0.957916217,LANDSAT_8,2019-07-24 10:16:54,2019-07-24 11:16:54,1563963414
1_2_LC08_196028_20190731,22.74282752,3.53,1.003420798,LANDSAT_8,2019-07-31 10:23:08,2019-07-31 11:23:08,1564568588
1_1_2_LE07_195028_20190801,22.06605956,2.22,0.957916217,LANDSAT_7,2019-08-01 10:04:41,2019-08-01 11:04:41,1564653881
1_1_2_LE07_196028_20190808,23.47086578,2.57,1.003420798,LANDSAT_7,2019-08-08 10:10:35,2019-08-08 11:10:35,1565259035
1_2_LC08_195028_20190809,23.90837234,2.32,0.957916217,LANDSAT_8,2019-08-09 10:17:00,2019-08-09 11:17:00,1565345820
