x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1535752800,14.65,,14.67,,977,,1021,,19.26,10.94,,4.4,,64.07,,2.6180000000000003,,78.57,,,,,,21.45,,8.86,
1535756400,14.56,,14.59,,977,,1021,,19.27,10.83,,4.6,,60.16,,2.381,,78.37,,,,,,21.44,,7.527,
1535760000,14.5,,14.5,,977,,1021,,19.17,10.71,,5.1,,73.45,,2.635,,78.24,,,,,,21.34,,7.353,
1535763600,14.51,,14.53,,976,,1021,,19.21,10.42,,5.8,,81.4,,2.63,,76.59,,,,,,21.3,,7.452000000000001,
1535767200,14.13,,14.17,,976,,1020,,19.05,10.36,,5.2,,72.66,,2.082,,78.08,,,,,,21.29,,7.805,
1535770800,14.42,,14.44,,976,,1020,,19.17,9.66,,5.3,,57.93,,2.26,,73.26,,,,,,21.22,,7.77,
1535774400,14.38,,14.39,,976,,1020,,18.94,9.21,,3.6,,54.38,,1.71,,71.25,,,,,,21.18,,7.88,
1535778000,14.18,,14.2,,976,,1020,,18.69,8.75,,4.1,,64.43,,1.932,,69.96,,,,1.723,,21.16,,7.9079999999999995,
1535781600,14.38,,14.39,,976,,1021,,18.85,8.55,,4.1,,71.95,,2.017,,68.17,,,,31.99,,21.16,,7.872000000000001,
1535785200,15.05,,15.07,,977,,1021,,19.27,9.24,,4.5,,76.16,,2.063,,68.37,,,,93.9,,21.17,,8.88,
1535788800,15.71,,15.7,,977,,1021,,19.5,9.77,,5.2,,75.86,,2.864,,68.06,,,,248.9,,21.16,,8.84,
1535792400,16.43,,16.42,,978,,1022,,19.81,10.63,,6.9,,70.62,,3.199,,68.8,,,,189.7,,21.13,,7.974,
1535796000,16.59,,16.6,,978,,1022,,19.95,10.64,,6.9,,75.81,,3.819,,68.06,,,,224.9,,21.1,,7.351,
1535799600,17.04,,17.03,,977,,1022,,19.93,10.62,,7.7,,69.78,,3.62,,66.15,,,,281.1,,21.07,,7.567,
1535803200,17.61,,17.61,,977,,1022,,20.17,10.6,,8.8,,72.02,,4.708,,63.65,,,,388.1,,21.07,,7.428,
1535806800,18.28,,18.29,,978,,1022,,20.48,10.4,,8.8,,76.69,,4.647,,60.25,,,,487.8,,21.12,,7.345,
1535810400,18.93,,18.86,,978,,1022,,20.75,9.9,,9.1,,79.81,,5.03,,56.2,,,,743,,21.2,,7.225,
1535814000,19.16,,19.15,,978,,1022,,20.86,9.81,,8.9,,83.2,,4.842,,54.84,,,,592.3,,21.2,,7.497999999999999,
1535817600,18.19,,18.25,,978,,1022,,20.83,9.13,,9.7,,67.15,,4.811,,55.48,,,,122.3,,21.15,,7.912999999999999,
1535821200,17.04,,17.06,,978,,1022,,20.12,7.648,,8.7,,66.87,,4.266,,54.04,,,,67.33,,21.08,,7.841,
1535824800,16.31,,16.32,,978,,1022,,19.58,7.881,,9.7,,62.22,,3.736,,57.56,,,,10.32,,21.09,,7.821000000000001,
1535828400,15.75,,15.75,,978,,1022,,19.25,8.18,,8.5,,60.62,,4.189,,60.9,,,,,,21.05,,7.989,
1535832000,15.63,,15.63,,978,,1022,,19.15,8.71,,9.8,,53.72,,4.331,,63.67,,,,,,21.01,,7.436,
1535835600,15.1,,15.09,,978,,1022,,18.91,9.12,,6.7,,56.11,,3.45,,67.71,,,,,,20.91,,7.27,
1535839200,14.97,,14.96,,978,,1022,,18.77,8.97,,9.2,,56.91,,3.5869999999999997,,67.61,,,,,,20.79,,6.965,
1535842800,14.9,,14.87,,977,,1022,,18.63,8.61,,9.2,,59.16,,4.396,,66.37,,,,,,20.68,,7.2010000000000005,
1535846400,14.6,,14.6,,977,,1021,,18.55,8.78,,7.4,,48.06,,3.2680000000000002,,68.32,,,,,,20.68,,7.007999999999999,
1535850000,14.47,,14.45,,976,,1020,,18.47,8.92,,7.7,,53.53,,3.736,,69.62,,,,,,20.69,,7.2,
1535853600,14.43,,14.41,,976,,1020,,18.52,8.99,,9.9,,58.8,,3.69,,70.13,,,,,,20.64,,7.263,
1535857200,14.44,,14.44,,976,,1020,,18.59,8.85,,8,,65.68,,3.951,,69.33,,,,,,20.67,,7.263,
1535860800,14.26,,14.25,,976,,1020,,18.4,8.85,,5.9,,65.58,,2.8810000000000002,,70.2,,,,,,20.59,,7.1339999999999995,
1535864400,13.98,,14,,976,,1020,,18.33,9.08,,7,,88.1,,2.975,,72.48,,,,1.984,,20.51,,7.196000000000001,
1535868000,13.85,,13.83,,976,,1020,,18.21,9.28,,5.2,,98.5,,2.9760000000000004,,74.25,,,,109.2,,20.43,,7.209,
1535871600,14.78,,14.67,,975,,1020,,18.48,9.71,,6.1,,105.2,,3.282,,72.41,,,,274.5,,20.38,,7.349,
1535875200,16.36,,16.25,,975,,1020,,18.94,9.27,,5.7,,82.1,,3.262,,63.54,,,,164.9,,20.41,,7.237,
1535878800,16.68,,16.64,,975,,1020,,19.28,9.07,,8.8,,71.52,,4.43,,61.1,,,,200.3,,20.43,,6.909,
1535882400,16.85,,16.9,,975,,1019,,19.51,9.34,,7.4,,60.85,,3.903,,61.25,,,,265.8,,20.48,,6.78,
1535886000,17.48,,17.48,,975,,1019,,19.75,9.38,,7.4,,69.1,,3.884,,59.17,,,,501.9,,20.46,,6.855,
1535889600,18.22,,18.31,,975,,1019,,20.12,9.79,,8.3,,62.12,,4.209,,57.72,,,,891,,20.45,,6.756,
1535893200,18.78,,18.79,,974,,1019,,20.46,10.26,,8.4,,62,,4.0569999999999995,,57.78,,,,1028,,20.56,,7.024,
1535896800,19.1,,19.15,,974,,1019,,20.42,10.24,,9.1,,66.37,,4.364,,56.47,,,,329.5,,20.44,,6.882000000000001,
1535900400,18.94,,18.97,,974,,1018,,20.42,10.27,,8.8,,61.46,,4.178999999999999,,57.19,,,,413.3,,20.42,,6.997000000000001,
1535904000,18.61,,18.69,,974,,1018,,20.36,10.76,,10.1,,58.63,,3.715,,60.15,,,,149.3,,20.4,,7.166,
1535907600,17.99,,18.03,,974,,1018,,20.21,10.75,,7.7,,66,,4.079,,62.65,,,,48.93,,20.38,,7.171,
1535911200,17.4,,17.42,,974,,1018,,19.7,10.98,,7,,58.52,,3.068,,66.13,,,,4.171,,20.31,,7.103,
1535914800,16.88,,16.89,,974,,1018,,19.5,11.08,,6.9,,56.36,,3.037,,68.79,,,,,,20.29,,7.087000000000001,
1535918400,16.34,,16.35,,974,,1018,,19.09,11.1,,5.1,,56.36,,2.623,,71.33,,,,,,20.26,,7.162999999999999,
1535922000,15.76,,15.76,,974,,1018,,18.85,11.2,,4.4,,50.27,,1.9969999999999999,,74.53,,,,,,20.29,,6.968999999999999,
1535925600,15.48,,15.49,,974,,1018,,18.76,11.35,,5,,45.51,,2.092,,76.64,,,,,,20.29,,6.968999999999999,
1535929200,15.28,,15.31,,973,,1018,,18.83,11.64,,5.3,,51.38,,1.666,,79,,,,,,20.26,,6.932,
1535932800,15.24,,15.27,,973,,1017,,18.76,11.88,,4.5,,55.99,,1.952,,80.5,,,,,,20.23,,7.278,
1535936400,15.23,,15.23,,973,,1017,,18.92,11.78,,5.3,,62.8,,2.1319999999999997,,80.1,,,,,,20.22,,7.601,
1535940000,15.25,,15.28,,973,,1017,,18.87,11.77,,3,,67,,1.733,,79.81,,,,,,20.21,,7.254,
1535943600,15.12,,15.12,,973,,1017,,18.81,11.8,,3,,82.8,,1.624,,80.8,,,,,,20.22,,7.66,
1535947200,15.05,,15.05,,972,,1017,,18.65,11.73,,4.1,,68.11,,1.9580000000000002,,80.8,,,,,,20.18,,7.797000000000001,
1535950800,14.58,,14.55,,972,,1017,,18.23,11.59,,2.4,,43.7,,1.107,,82.7,,,,0.341,,20.1,,7.155,
1535954400,14.22,,14.1,,973,,1017,,17.92,11.6,,1.5,,45.13,,0.684,,85.2,,,,66.59,,20.06,,7.406000000000001,
1535958000,15.31,,15.29,,973,,1017,,18.22,11.99,,2.6,,63.43,,1.07,,81,,,,142.9,,20.1,,7.403,
1535961600,16.29,,16.23,,973,,1017,,18.9,12.02,,4.8,,73.82,,2.269,,76.33,,,,483.9,,20.19,,7.199,
1535965200,17.32,,17.17,,973,,1017,,19.42,11.71,,5.2,,114.8,,2.858,,70.52,,,,404,,20.31,,7.0889999999999995,
1535968800,16.82,,16.9,,973,,1017,,19.68,12.34,,5.2,,179.8,,3.011,,74.75,,,,732.7,,20.45,,7.608,
1535972400,17.09,,17.14,,972,,1017,,19.81,12.25,,3.1,,210.7,,1.992,,73.18,,,,956,,20.54,,7.4910000000000005,
1535976000,17.86,,17.92,,972,,1016,,20.38,11.47,,3.1,,205.2,,1.912,,66.2,,,,245.6,,20.66,,7.553,
1535979600,18.37,,18.45,,972,,1016,,20.77,11.6,,2,,238.9,,1.092,,64.57,,,,236.1,,20.67,,7.441,
1535983200,18.56,,18.59,,972,,1016,,20.53,11.83,,1.7,,297,,0.8140000000000001,,64.96,,,,168.6,,20.4,,7.103,
1535986800,19.12,,19.15,,972,,1016,,20.61,12.03,,1.7,,307.3,,0.675,,63.55,,,,164.3,,20.27,,6.925,
1535990400,19.61,,19.57,,972,,1016,,20.4,13,,1.4,,288.5,,0.619,,66.01,,,,65.88,,20.29,,7.337999999999999,
1535994000,19.87,,19.88,,971,,1016,,20.6,13.56,,3.3,,252.9,,2.191,,67.2,,,,136.1,,20.13,,7.207000000000001,
1535997600,19.51,,19.45,,971,,1016,,20.46,14,,1.9,,351.8,,0.8079999999999999,,71.09,,,,2.748,,19.96,,6.98,
1536001200,18.1,,17.9,,972,,1016,,19.47,12.44,,2.6,,27.02,,0.945,,70.69,,,,,,19.86,,6.93,
1536004800,17.55,,17.45,,972,,1016,,18.88,11.49,,4,,39.61,,1.9509999999999998,,68.22,,,,,,19.67,,6.898,
1536008400,17.19,,17.09,,972,,1016,,18.59,11.6,,3.9,,50.01,,1.641,,70.3,,,,,,19.72,,6.897,
1536012000,16.82,,16.72,,972,,1016,,18.58,11.89,,3.4,,50.19,,1.49,,73.38,,,,,,19.84,,6.942,
1536015600,16.23,,16.06,,972,,1016,,18.34,11.79,,2.2,,54.36,,1.0590000000000002,,76.03,,,,,,19.78,,6.983,
1536019200,15.81,,15.63,,972,,1016,,18.27,11.14,,3.1,,34.93,,1.341,,74.89,,,,,,19.86,,7.434,
1536022800,15.26,,15.13,,972,,1016,,18.08,11.01,,1.8,,34.68,,0.983,,76.68,,,,,,20,,7.92,
1536026400,14.63,,14.27,,973,,1017,,17.88,10.57,,2.1,,58.86,,1.185,,78.76,,,,,,19.94,,8.14,
1536030000,13.03,,12.74,,972,,1017,,17.5,10.54,,2.7,,42.71,,1.581,,86.8,,,,,,19.81,,7.885,
1536033600,12.58,,12.43,,972,,1017,,17.28,9.98,,2.3,,44.17,,1.469,,85.3,,,,,,19.77,,7.936,
1536037200,12.06,,11.93,,972,,1017,,17.12,9.9,,2.5,,40.65,,1.564,,87.7,,,,1.81,,19.73,,7.971,
