x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1659304800,25.49,25.34,974,1019,14.97,3.5,148.8,2.022,53.03,0,0,24.13,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659308400,23.08,22.65,975,1019,13.5,2.4,40.38,1.327,56.48,0,0,24.04,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659312000,21.85,21,974,1019,14.41,2.7,33.88,1.961,66.27,0,0,24.08,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659315600,20.64,20.19,975,1019,13.59,2.8,40.95,1.999,66,0,0,24.11,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659319200,21.25,20.76,975,1019,12.21,2.8,42.19,1.698,58.28,0,0,24.21,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659322800,20.78,20.33,974,1019,11.57,2.4,42.14,1.683,57.35,0,0,24.31,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659326400,19.92,19.37,975,1019,11.67,2.5,38.38,1.766,61.3,0,0,24.23,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659330000,18.63,18.37,975,1019,11.85,2.7,36.78,2.02,65.98,0,56.64,24.08,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659333600,19.99,19.64,975,1019,12.63,2.5,25.1,1.813,64.16,0,181.4,23.82,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659337200,21.7,21.88,975,1019,15.63,3,265.5,1.634,67.89,0,297.1,23.89,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659340800,22.09,22.19,975,1019,15.36,2.2,260.4,1.435,65.46,0,516.6,23.97,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659344400,22.51,22.59,975,1019,15.46,2.1,251.4,1.542,64.29,0,735.9,24.07,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659348000,23.25,23.19,974,1019,15.31,2.1,249.8,1.172,61.47,0,851,24.3,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659351600,24.28,24.34,974,1018,14.6,1.5,233.2,1.101,54.78,0,916,24.43,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659355200,25.5,25.82,973,1017,13.96,1.5,211,0.816,48.1,0,934,24.67,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659358800,26.08,26.07,973,1017,16.02,3.1,135.4,2.005,54.14,0,915,24.86,,0,0,0,0,0,0,0,0,0,0,0,0,1
1659362400,26.71,26.68,973,1017,17.86,3.2,128.3,2.776,58.66,0,827,24.93,,0,0,0,0,0,0,0,0,0,0,0,0,1
