x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1651356000,8.62,8.34,977,1021,11.02,2.1,44.65,1.116,120.1,0,0,11.12,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651359600,7.593,7.445,977,1021,9.67,1.5,30.37,0.993,116.6,0,0,11.15,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651363200,7.121,6.916,976,1021,8.49,1.8,34.5,0.89,111.8,0,0,11.28,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651366800,7.152,6.844,976,1020,7.615,2,43.63,0.743,105.8,0,0,11.34,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651370400,7.676,7.374,976,1020,7.357,2.6,78.54,0.969,100.4,0,0,11.34,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651374000,7.716,7.322,976,1020,7.482,2.6,89,0.864,101.6,0,0,11.34,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651377600,7.19,6.54,976,1020,8.3,1.7,92.3,0.933,113.2,0,0,11.31,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651381200,6.845,6.177,976,1020,8.29,1.4,32.83,0.743,116.1,0,47.17,11.29,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651384800,8.46,8.26,976,1020,8.4,4,60.35,1.746,101.4,0,226,11.31,,0,0,0,0,0,0,0,0,1,0,0,0,1
1651388400,9.93,9.87,976,1020,8.94,5.8,76.72,2.877,94.3,0,355.3,11.35,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651392000,11.08,11.02,976,1020,8.32,5.7,69.34,3.364,83.8,0,168.8,11.43,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651395600,11.37,11.31,976,1020,7.549,5.9,69.85,3.297,77.93,0,711.7,11.44,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651399200,12.47,12.33,976,1020,7.399,5.6,109,3.223,72.26,0,728.9,11.51,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651402800,11.28,11.38,975,1019,9.16,4.3,173.4,3.717,86.5,0,798.2,11.67,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651406400,11.94,11.94,974,1018,8.91,3.8,181.9,2.939,82,0,844,11.91,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651410000,12.67,12.74,974,1018,9.42,3.1,183.2,2.381,80.5,0,804,12.19,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651413600,13.56,13.76,973,1017,9.13,4.3,168.8,2.54,74.02,0,675.4,12.58,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651417200,14.21,14.18,972,1017,8.48,4.3,172,3.094,68.85,0,558.7,12.65,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651420800,14.81,15.02,972,1016,7.951,2.2,200.3,1.039,63.27,0,427,12.61,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651424400,15.41,15.56,972,1016,7.071,1.9,175.2,0.898,57.2,0,225,12.63,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651428000,16.66,16.44,972,1016,5.302,3.8,13.72,1.155,47.85,0,20.34,12.61,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651431600,15.49,15.38,973,1017,4.974,4.5,32.84,1.991,50.04,0,0,12.48,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651435200,14.2,14,973,1017,4.744,3,40.91,1.707,53.83,0,0,12.37,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651438800,13.74,13.51,973,1017,4.843,4.2,49.82,1.71,55.95,0,0,11.98,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651442400,13.15,12.93,973,1017,5.382,4.7,47.95,2.066,60.32,0,0,11.72,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651446000,12.76,12.55,972,1017,5.127,3.7,57.77,1.784,60.75,0,0,11.63,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651449600,12.61,12.4,972,1016,4.48,4.7,47.7,2.026,58.65,0,0,11.56,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651453200,12.09,11.91,972,1016,4.263,3.5,52.17,1.632,59.67,0,0,11.49,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651456800,11.4,11.18,972,1016,4.341,2.5,57.03,1.215,62.98,0,0,11.44,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651460400,10.6,10.28,972,1016,4.659,1.7,356.6,0.843,68.5,0,0,11.37,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651464000,9.27,8.45,971,1016,6.583,2.6,2.283,1.476,88.6,0,0,11.32,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651467600,9.1,8.18,972,1016,7.415,2.5,4.494,1.239,95.3,0,43.36,11.29,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651471200,10.13,10.11,972,1016,7.287,2.6,290.1,0.959,83,0,204.3,11.28,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651474800,11.73,11.65,972,1016,6.459,5.6,73.31,2.532,70.71,0,401.9,11.31,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651478400,11.71,11.66,972,1016,7.395,5.6,118.8,3.517,75.52,0,575.4,11.54,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651482000,11.27,11.37,971,1016,7.867,4.5,163.7,3.801,79.33,0,636.6,11.68,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651485600,11.56,11.46,971,1015,8.08,4.2,189.8,3.497,80,0,833,11.81,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651489200,12.23,12.2,971,1015,8.52,3.2,235.8,1.939,78.51,0,841,12.01,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651492800,13.12,13.11,970,1014,9.6,2.3,247.4,1.298,79.49,0,869,12.39,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651496400,14.14,14.11,970,1014,10.15,2.1,270.4,1.216,77.44,0,779.7,12.85,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651500000,14.92,14.87,969,1013,9.75,2.6,282,1.354,71.72,0,473.4,13.25,,0,0,0,0,0,0,0,0,0,0,0,0,1
1651503600,15.77,15.49,969,1013,8.64,2.8,306,1.287,64.19,0,395.4,13.39,,0,0,0,0,0,0,0,0,0,0,0,0,1
