x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1638313200,4.204,4.218,976,1020,1.034,8.6,292.9,3.457,80,0,0,9.28,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638316800,4.271,4.256,975,1019,1.297,6.7,278.2,3.931,81.4,0,0,9.25,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638320400,4.398,4.407,973,1018,1.715,7.8,269.9,4.87,83,0,0,9.18,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638324000,4.429,4.443,973,1017,1.705,6.8,274.6,4.294,82.7,0,0,9.14,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638327600,4.571,4.594,971,1016,1.517,7.4,268.8,5.509,80.7,0,0,9.15,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638331200,4.364,4.404,971,1015,1.682,8.9,285.4,5.033,82.8,0,0,9.08,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638334800,4.006,3.995,970,1014,2.487,8.6,304.3,3.114,90.2,0,0,9.06,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638338400,3.913,3.948,970,1014,2.284,8.2,298.3,3.268,89.2,0,0,9.13,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638342000,4.338,4.354,969,1013,2.036,10.1,298.2,4.279,85.2,0,2.348,9.22,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638345600,4.609,4.64,968,1012,2.28,10.4,282.1,5.745,85,0,57.45,9.45,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638349200,5.42,5.406,967,1011,2.536,11.2,289.5,5.589,82.1,0,235.8,9.61,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638352800,6.086,6.114,965,1009,2.935,10.5,295.4,4.758,80.4,0,122.9,9.6,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638356400,6.492,6.516,964,1008,3.11,10.5,286.5,5.647,79.16,0,99.7,9.58,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638360000,6.175,6.223,963,1007,4.445,11.2,282.5,7.249,88.7,0,48.84,9.57,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638363600,6.111,6.153,961,1006,4.95,10.7,298.6,4.652,92.3,0,25.21,9.47,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638367200,6.265,6.298,961,1006,6.262,11.3,280.5,8.41,100.1,0,13.04,9.4,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638370800,6.241,6.309,961,1005,7.229,13,270.9,9.67,106.9,0,6.036,9.33,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638374400,6.054,6.079,961,1005,7.156,11.9,284.9,6.196,108.1,0,0.53,9.26,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638378000,6.497,6.518,961,1005,7.441,10.5,278.9,7.499,106.9,0,0.271,9.22,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638381600,6.532,6.547,961,1006,7.306,9.5,291.6,4.429,105.7,0,0,9.21,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638385200,7.056,7.017,962,1006,7.274,10.1,278.9,6.025,102.4,0,0,9.16,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638388800,6.719,6.722,962,1006,7.352,7.2,303.5,3.157,104.8,0,0,9.14,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638392400,6.718,6.723,962,1006,7.087,8.3,296.5,3.124,102.9,0,0,9.1,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638396000,6.538,6.527,961,1005,7.276,10.2,297.7,3.634,105.7,0,0,9.07,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638399600,6.746,6.746,961,1005,6.656,10.2,284.9,5.188,99.7,0,0,9.17,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638403200,6.958,6.964,960,1005,5.973,10.5,268,6.915,93.8,0,0,9.34,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638406800,6.358,6.355,960,1005,5.642,7.9,285.5,3.982,95.5,0,0,9.44,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638410400,6.299,6.292,960,1004,5.543,5.9,299.4,2.797,95.3,0,0,9.48,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638414000,6.011,6.011,960,1004,5.341,6,303.8,2.548,95.8,0,0,9.49,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638417600,5.729,5.709,960,1004,4.843,5.6,290.8,2.61,94.5,0,0,9.47,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638421200,5.818,5.786,959,1004,4.692,7.3,298.5,3.35,93,0,0,9.47,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638424800,5.823,5.802,959,1004,4.817,6.2,285.3,3.767,93.7,0,0,9.48,,0,0,0,0,0,0,0,0,0,0,0,0,1
1638428400,5.637,5.63,959,1004,5.583,6.5,294.5,2.837,100.1,0,0,9.49,,0,0,0,0,0,0,0,0,1,0,0,0,1
1638432000,5.324,5.311,960,1004,6.06,7.2,280.4,4.097,105.7,0,44.24,9.48,,0,0,0,0,0,0,0,0,1,0,0,0,1
