x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1485903600,6.167999999999999,,6.017,,,,,,6.559,5.515,,2.1,,82.8,,1.011,,96.9,,,,,,6.365,,6.272,
1485907200,5.959,,5.76,,,,,,6.412000000000001,5.331,,1.5,,74.45,,0.951,,97.4,,,,,,6.365,,6.272,
1485910800,5.9239999999999995,,5.599,,,,,,6.407,5.244,,1.7,,59.2,,0.976,,97.9,,,,,,6.405,,6.313,
1485914400,5.9639999999999995,,5.642,,,,,,6.334,5.3260000000000005,,1.7,,66.09,,1.003,,98.2,,,,,,6.433,,6.34,
1485918000,5.97,,5.546,,,,,,6.382999999999999,5.239,,1.7,,67.6,,0.977,,98.2,,,,,,6.38,,6.287000000000001,
1485921600,6.0920000000000005,,5.734,,,,,,6.346,5.4110000000000005,,1.8,,50.07,,0.95,,98.1,,,,,,6.343999999999999,,6.25,
1485925200,6.002000000000001,,5.596,,,,,,6.277,5.276,,1.4,,45.2,,0.772,,98.1,,,,,,6.316,,6.222,
1485928800,5.835,,5.506,,,,,,6.236000000000001,5.207999999999999,,2.3,,52.65,,1.034,,98.3,,,,,,6.316,,6.223,
1485932400,5.8260000000000005,,5.53,,,,,,6.0760000000000005,5.237,,2.1,,53.94,,1.057,,98.3,,,,,,6.315,,6.222,
1485936000,5.638999999999999,,5.162999999999999,,,,,,5.871,4.8839999999999995,,1.7,,56.8,,0.914,,98.4,,,,0.825,,6.318,,6.226,
1485939600,5.144,,4.747,,,,,,5.477,4.487,,1.6,,40.53,,1.13,,98.5,,,,173.7,,6.315,,6.223,
1485943200,5.997000000000001,,5.531000000000001,,,,,,5.747999999999999,5.0889999999999995,,1.4,,91.9,,0.594,,97.3,,,,222.3,,6.337000000000001,,6.242999999999999,
1485946800,6.4510000000000005,,6.152,,,,,,6.164,5.324,,1.8,,159.6,,1.025,,94.7,,,,297.6,,6.375,,6.279,
1485950400,6.547999999999999,,6.332000000000001,,,,,,6.415,5.379,,2.5,,149.5,,1.7109999999999999,,93.9,,,,435,,6.462000000000001,,6.361000000000001,
1485954000,7.428999999999999,,7.007999999999999,,,,,,6.735,5.252000000000001,,2.3,,144.7,,1.614,,88.9,,,,440.9,,6.567,,6.466,
1485957600,7.497999999999999,,7.2989999999999995,,,,,,6.996,5.395,,4.1,,131.3,,2.688,,88,,,,62.2,,6.716,,6.617000000000001,
1485961200,8.16,,7.982,,,,,,7.0489999999999995,5.852,,3.6,,123.3,,2.748,,86.8,,,,57.74,,6.723,,6.638999999999999,
1485964800,9.13,,8.96,,,,,,7.329,5.761,,4.5,,120,,2.676,,80.6,,,,179.3,,6.784,,6.69,
1485968400,9.49,,9.39,,,,,,7.233,5.944,,3.1,,90.9,,1.6230000000000002,,79.32,,,,56.15,,6.803999999999999,,6.71,
1485972000,9.27,,8.97,,,,,,7.129,6.119,,1.6,,54.44,,0.7509999999999999,,82.6,,,,,,6.8020000000000005,,6.71,
