x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1667257200,12.8,,974,1019,,1.5,42,1.2,,0,0,16.46,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667260800,12.98,,974,1019,,1.5,42,1.2,,0,0,16.44,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667264400,13.18,,975,1019,,1.5,42,1.2,,0,0,16.43,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667268000,14.29,,976,1020,,1.5,42,1.2,,0,0,16.42,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667271600,14.7,,976,1021,,1.5,42,1.2,,0,0.4,16.4,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667275200,14.42,,977,1021,,1.5,42,1.2,,0,0,16.4,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667278800,14.34,,977,1021,,1.5,42,1.2,,0,0,16.4,,0,1,0,0,1,0,0,0,1,0,0,0,1
1667282400,14.2,14.17,977,1021,18.89,1.5,42,1.2,135.4,0,0.773,16.39,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667286000,14.41,14.35,977,1022,18.34,1.5,42,1.2,129.4,0,6.053,16.38,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667289600,13.91,13.88,978,1023,18.48,1.5,42,1.2,134.5,0,44.77,16.35,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667293200,14.08,14.08,978,1023,18.2,1.5,42,1.2,130.5,0,90.2,16.32,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667296800,13.97,13.99,979,1023,18.46,1.5,42,1.2,133.5,0,235.1,16.32,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667300400,14.52,14.53,979,1023,17.19,1.5,42,1.2,118.9,0,135.3,16.3,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667304000,14.57,14.59,978,1023,17.28,1.5,42,1.2,119.2,0,146.9,16.24,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667307600,14.96,14.95,978,1022,17.46,1.5,42,1.2,117.8,0,203.3,16.22,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667311200,15.47,15.46,978,1022,17.05,1.5,42,1.2,111,0,107.1,16.2,,0,0,0,0,0,0,0,0,1,0,0,0,1
1667314800,15.79,15.77,978,1022,17.1,1.5,42,1.2,109.2,0,103.7,16.26,,0,0,0,0,0,0,0,0,1,0,0,0,1
