x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1585692000,5.553999999999999,,5.462000000000001,,975,,1020,,,-7.315,,10.2,,62,,5.379,,39.4,,,,,,7.537999999999999,,7.732,
1585695600,4.852,,4.7330000000000005,,976,,1020,,,-6.81,,7.5,,58.59,,4.087,,43.1,,,,,,7.426,,7.712999999999999,
1585699200,4.239,,4.123,,976,,1020,,,-6.486000000000001,,9,,65.14,,5.263999999999999,,46.11,,,,,,7.428,,7.687,
1585702800,3.707,,3.6189999999999998,,976,,1020,,,-6.388999999999999,,7.8,,62.04,,4.501,,48.12,,,,,,7.5120000000000005,,7.688,
1585706400,3.0189999999999997,,2.915,,976,,1020,,,-6.399,,6.2,,64.53,,3.2739999999999996,,50.55,,,,,,7.357,,7.688,
1585710000,2.515,,2.415,,975,,1020,,,-6.441,,6.7,,63.79,,3.457,,52.2,,,,,,7.356,,7.683,
1585713600,2.0469999999999997,,1.9080000000000001,,975,,1020,,,-6.386,,4.5,,61.73,,2.764,,54.35,,,,,,7.457999999999999,,7.647,
1585717200,1.645,,1.444,,975,,1020,,,-6.145,,3.3,,54.07,,2.0340000000000003,,57.24,,,,,,7.461,,7.655,
1585720800,1.77,,1.579,,976,,1020,,,-6.132000000000001,,4.3,,46.74,,1.8940000000000001,,56.75,,,,76.44,,7.442,,7.647,
1585724400,2.574,,2.524,,976,,1020,,,-6.185,,5.3,,47.35,,2.657,,52.82,,,,252.7,,7.417000000000001,,7.602,
1585728000,3.4730000000000003,,3.466,,976,,1020,,,-5.598,,6.5,,61.33,,3.5810000000000004,,51.69,,,,438.2,,7.483,,7.612,
1585731600,4.229,,4.071000000000001,,975,,1020,,,-4.672,,5.1,,102.5,,3.5389999999999997,,53.29,,,,600.6,,7.556,,7.611000000000001,
1585735200,4.0680000000000005,,4.034,,975,,1019,,,-2.91,,5.3,,152.1,,4.252,,60.78,,,,719,,7.6579999999999995,,7.582000000000001,
1585738800,4.64,,4.735,,974,,1018,,,-2.958,,4.4,,185.1,,2.985,,57.7,,,,790.2,,7.829,,7.6129999999999995,
1585742400,5.275,,5.34,,973,,1017,,,-2.45,,2.5,,214.3,,1.514,,57.46,,,,806,,7.995,,7.627999999999999,
1585746000,5.903,,6.107,,972,,1016,,,-2.49,,3,,158,,1.913,,54.27,,,,765.4,,8.45,,7.629,
1585749600,6.667000000000001,,6.756,,971,,1016,,,-1.0490000000000002,,3.2,,144.9,,2.7310000000000003,,57.71,,,,665.8,,8.8,,7.627000000000001,
1585753200,7.507000000000001,,7.584,,971,,1015,,,0.805,,2.7,,145.8,,2.3480000000000003,,62.42,,,,510.2,,8.65,,7.654,
1585756800,8.12,,8.16,,970,,1015,,,1.087,,2.9,,140.8,,2.405,,61.25,,,,315.5,,8.83,,7.667000000000001,
1585760400,9.07,,8.91,,970,,1014,,,-0.606,,2.8,,120.8,,2.088,,52.24,,,,137.6,,8.77,,7.672999999999999,
1585764000,9.68,,9.44,,970,,1014,,,-1.643,,2,,75.65,,1.307,,46.05,,,,0.9,,8.71,,7.676,
1585767600,8.62,,8.17,,970,,1014,,,-0.737,,1.7,,42.11,,1.035,,53.65,,,,,,8.55,,7.675,
1585771200,8.41,,7.766,,970,,1015,,,0.151,,1.9,,79.54,,0.784,,58.85,,,,,,8.48,,7.6770000000000005,
1585774800,6.41,,5.6339999999999995,,970,,1014,,,0.37200000000000005,,2.4,,62.72,,1.3559999999999999,,69.23,,,,,,8.26,,7.678999999999999,
1585778400,6.416,,6.189,,970,,1015,,,-0.878,,2.2,,115.6,,1.124,,60.82,,,,,,8.14,,7.675,
1585782000,5.704,,5.046,,970,,1014,,,-1.3359999999999999,,2.3,,46.8,,1.1440000000000001,,63.86,,,,,,8.04,,7.664,
1585785600,4.937,,4.23,,970,,1014,,,0.501,,2.1,,37.45,,1.3630000000000002,,77.12,,,,,,8.01,,7.664,
1585789200,3.8139999999999996,,3.1430000000000002,,970,,1014,,,-1.054,,2.2,,34.17,,1.712,,74.23,,,,,,7.978,,7.665,
1585792800,3.097,,2.5610000000000004,,970,,1014,,,-1.8840000000000001,,2.3,,41.73,,1.868,,72.78,,,,,,7.86,,7.662000000000001,
1585796400,2.597,,2.025,,969,,1014,,,-2.3680000000000003,,2.5,,39.76,,1.9509999999999998,,72.94,,,,,,7.803999999999999,,7.6610000000000005,
1585800000,2.3569999999999998,,1.663,,970,,1014,,,-2.451,,2.2,,47.07,,1.705,,74.38,,,,,,7.7170000000000005,,7.662000000000001,
1585803600,2.16,,1.7790000000000001,,970,,1014,,,-2.315,,2.2,,46.29,,1.584,,74.63,,,,,,7.642,,7.651,
1585807200,1.635,,1.29,,970,,1014,,,-2.117,,2,,38.87,,1.537,,78.32,,,,41.64,,7.667999999999999,,7.627999999999999,
1585810800,2.31,,1.915,,970,,1014,,,-1.939,,2.2,,44.83,,1.545,,75.88,,,,232.4,,7.8229999999999995,,7.641,
1585814400,4.994,,5.4239999999999995,,970,,1014,,,0.397,,1.7,,149.2,,1.094,,70.46,,,,424.3,,7.9110000000000005,,7.651,
1585818000,5.425,,5.206,,970,,1014,,,3.372,,1.6,,207.9,,1.224,,88.3,,,,588.4,,8.03,,7.66,
1585821600,5.944,,5.67,,969,,1013,,,3.095,,1.9,,219.3,,1.284,,83.9,,,,714.7,,8.18,,7.675,
1585825200,6.769,,7.005,,969,,1013,,,2.447,,2.5,,165.5,,1.781,,73.01,,,,784.1,,8.35,,7.683,
1585828800,7.3870000000000005,,7.353,,968,,1012,,,2.7289999999999996,,2.7,,143.8,,2.2880000000000003,,72.72,,,,801,,8.6,,7.672000000000001,
1585832400,8.26,,8.24,,968,,1012,,,2.468,,3.4,,137.9,,2.795,,67.22,,,,752.5,,8.84,,7.669,
1585836000,8.81,,8.79,,967,,1011,,,4.024,,3.9,,137.3,,3.093,,72.29,,,,653.6,,9.03,,7.664,
1585839600,9.21,,9,,967,,1011,,,5.3260000000000005,,4.2,,131.6,,3.21,,78.12,,,,511.2,,9.22,,7.669,
1585843200,9.99,,9.74,,967,,1011,,,4.065,,3.3,,136.5,,2.8139999999999996,,68.22,,,,293.8,,9.37,,7.635,
1585846800,10.83,,10.61,,967,,1011,,,2.7889999999999997,,2.8,,122.8,,1.74,,58.9,,,,63.58,,9.31,,7.625,
1585850400,11.37,,11.03,,967,,1011,,,3.2539999999999996,,2.1,,107.8,,0.879,,59.1,,,,2.005,,9.35,,7.621,
1585854000,10.96,,10.5,,967,,1012,,,0.019,,3.4,,122.1,,1.556,,49.65,,,,,,9.54,,7.629,
1585857600,10.86,,10.48,,968,,1013,,,1.7109999999999999,,5.2,,182.1,,3.312,,57.79,,,,,,9.05,,7.6339999999999995,
1585861200,9.8,,9.58,,968,,1013,,,3.075,,5.5,,211.1,,2.362,,64.71,,,,,,8.73,,7.636,
1585864800,9.54,,9.2,,969,,1013,,,-0.11199999999999999,,5.5,,179.7,,1.778,,52.68,,,,,,8.58,,7.655,
1585868400,7.327999999999999,,6.477,,969,,1013,,,-1.3019999999999998,,2.2,,38.78,,1.48,,57.75,,,,,,8.55,,7.579,
1585872000,6.252000000000001,,5.404,,969,,1013,,,-2.252,,2.6,,42.3,,1.8419999999999999,,58.04,,,,,,8.48,,7.595,
1585875600,5.348,,4.627,,969,,1013,,,-2.7710000000000004,,2.3,,55.44,,1.4469999999999998,,59.07,,,,,,8.42,,7.6,
1585879200,4.8580000000000005,,4.157,,969,,1014,,,-2.714,,2,,33.12,,1.505,,61.17,,,,,,8.39,,7.609,
1585882800,4.175,,3.4810000000000003,,969,,1014,,,-2.391,,2.8,,37.04,,1.608,,65.74,,,,,,8.31,,7.627999999999999,
1585886400,3.205,,2.6839999999999997,,970,,1014,,,-2.4930000000000003,,2.3,,41.54,,1.7830000000000001,,68.95,,,,,,8.22,,7.622000000000001,
1585890000,2.6239999999999997,,2.26,,970,,1014,,,-2.75,,2.8,,44.8,,1.95,,69.75,,,,,,8.14,,7.6,
1585893600,2.549,,2.081,,971,,1015,,,-2.386,,2.4,,36.45,,1.935,,72.55,,,,79.73,,8.08,,7.582999999999999,
1585897200,4.169,,3.821,,971,,1015,,,-1.733,,2.4,,37.56,,1.335,,67.36,,,,244.1,,8.08,,7.5889999999999995,
1585900800,6.041,,6.067,,971,,1016,,,1.645,,1.8,,283.4,,0.9470000000000001,,73.59,,,,431.5,,8.14,,7.631,
1585904400,6.443,,6.3660000000000005,,972,,1016,,,3.155,,2.7,,270.9,,1.465,,80.2,,,,598.5,,8.66,,7.597,
1585908000,6.973,,6.818,,972,,1016,,,3.0439999999999996,,2.5,,259.7,,1.5390000000000001,,77.17,,,,719.5,,8.86,,7.601,
1585911600,7.699,,7.662000000000001,,972,,1016,,,3.009,,1.8,,266.1,,1.176,,72.64,,,,792.5,,9,,7.595,
1585915200,8.75,,8.77,,972,,1016,,,3.1310000000000002,,2.1,,244.1,,1.183,,68.08,,,,813,,9.4,,7.625,
1585918800,10.16,,10.22,,971,,1015,,,3.5610000000000004,,3.4,,231.7,,1.232,,63.55,,,,770.6,,9.81,,7.602,
1585922400,10.72,,10.7,,971,,1015,,,3.556,,3.4,,256.7,,1.629,,61.57,,,,673.2,,9.91,,7.609,
1585926000,11.48,,11.36,,971,,1015,,,1.9869999999999999,,2.2,,302.1,,0.9940000000000001,,52.86,,,,511,,10.08,,7.681,
1585929600,12.27,,12.04,,971,,1015,,,0.266,,2.7,,288.4,,1.225,,44.69,,,,299.5,,9.55,,7.667000000000001,
1585933200,13.09,,12.85,,971,,1016,,,-0.527,,5.1,,264.4,,1.202,,39.99,,,,133.6,,9.18,,7.652,
1585936800,13.6,,13.5,,972,,1016,,,-0.856,,5.2,,46.63,,2.945,,37.28,,,,2.87,,9.36,,7.64,
1585940400,11.63,,11.45,,973,,1017,,,-0.855,,4.7,,35.65,,2.775,,42.65,,,,,,8.67,,7.621,
1585944000,10.45,,10.24,,973,,1018,,,-0.85,,4.4,,37.61,,2.8110000000000004,,46.22,,,,,,8.45,,7.617999999999999,
1585947600,9.83,,9.64,,974,,1018,,,-1.072,,4.2,,61.7,,2.154,,47.34,,,,,,8.31,,7.61,
1585951200,9.35,,9.22,,974,,1018,,,-1.044,,5.5,,62.68,,2.639,,48.83,,,,,,8.4,,7.62,
1585954800,9.07,,8.95,,974,,1019,,,-0.7509999999999999,,5.5,,58.51,,2.752,,50.76,,,,,,8.42,,7.617000000000001,
1585958400,8.82,,8.69,,975,,1019,,,-0.937,,4.1,,51.32,,2.68,,50.97,,,,,,8.39,,7.606,
1585962000,8.55,,8.43,,975,,1019,,,-1.1909999999999998,,5.2,,51.37,,3.236,,50.94,,,,,,8.3,,7.65,
1585965600,8.31,,8.2,,975,,1019,,,-1.1,,5.4,,60.38,,3.42,,52.07,,,,,,8.16,,7.6770000000000005,
1585969200,7.9479999999999995,,7.8260000000000005,,975,,1019,,,-1.03,,4.6,,57.17,,2.8369999999999997,,53.69,,,,,,8.16,,7.685,
1585972800,7.44,,7.336,,975,,1019,,,-0.98,,4,,63.94,,2.5380000000000003,,55.73,,,,,,8.14,,7.84,
1585976400,7.066,,6.925,,976,,1020,,,-0.8909999999999999,,3.9,,74.5,,2.468,,57.69,,,,,,8.09,,7.912999999999999,
1585980000,6.856,,6.747999999999999,,976,,1020,,,-0.987,,5.2,,72.45,,3.147,,57.98,,,,86.8,,7.987,,7.8260000000000005,
1585983600,7.369,,7.186,,977,,1021,,,-0.508,,5,,79.62,,2.917,,58.28,,,,261.3,,7.968,,7.706,
1585987200,8.51,,8.38,,977,,1021,,,0.027999999999999997,,5.7,,76.65,,3.2910000000000004,,55.86,,,,447,,7.952000000000001,,7.744,
1585990800,8.08,,7.992999999999999,,978,,1022,,,1.8530000000000002,,5.5,,131,,4.013999999999999,,65.58,,,,607,,8.05,,7.85,
1585994400,7.608,,7.567,,977,,1022,,,3.092,,4.2,,183.2,,3.655,,73.53,,,,729.1,,8.22,,7.845,
1585998000,8.25,,8.18,,977,,1021,,,3.4130000000000003,,3.6,,206.4,,2.801,,72.15,,,,619.2,,8.36,,7.869,
1586001600,9.11,,9.09,,977,,1021,,,4.221,,2.1,,237.8,,1.4409999999999998,,71.82,,,,813,,8.52,,7.926,
1586005200,9.78,,9.71,,976,,1021,,,5.09,,1.8,,261.4,,1.005,,73.2,,,,771.8,,8.81,,7.877999999999999,
1586008800,10.28,,10.16,,976,,1020,,,3.778,,1.9,,295.4,,0.818,,64.89,,,,675.7,,8.81,,7.768,
1586012400,11.55,,11.59,,975,,1020,,,2.636,,2.2,,236.1,,0.8079999999999999,,54.46,,,,525,,8.82,,7.8389999999999995,
1586016000,11.84,,11.52,,975,,1019,,,2.748,,2.9,,130.7,,2.5980000000000003,,55.06,,,,333,,8.93,,7.898,
1586019600,12.21,,11.82,,975,,1019,,,2.985,,2.8,,126.9,,2.195,,55.03,,,,146.5,,8.91,,7.874,
1586023200,12.5,,12.12,,975,,1020,,,2.592,,2.5,,110.6,,1.13,,52.37,,,,1.528,,8.79,,7.829,
1586026800,11.69,,11.09,,976,,1020,,,2.61,,1.5,,34.15,,0.701,,56.1,,,,,,8.81,,7.818,
1586030400,11.5,,10.83,,976,,1020,,,2.678,,2.5,,75.23,,1.1540000000000001,,57.41,,,,,,8.73,,7.829,
