x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1635721200,10.97,10.97,962,1006,13.97,1.4,62.43,0.7,122.2,0,0,13.62,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,10.79,10.79,962,1006,13.6,1.6,39.72,0.801,120.7,0,0,13.63,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,10.79,10.79,962,1006,13.6,1.6,39.72,0.801,120.7,0,0,13.63,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,10.79,10.79,962,1006,13.6,1.6,39.72,0.801,120.7,0,0,13.63,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,10.79,10.79,962,1006,13.6,1.6,39.72,0.801,120.7,0,0,13.63,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,11.16,11.11,962,1006,13.84,1.7,293.6,0.875,120,0,0,13.64,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,11.16,11.11,962,1006,13.84,1.7,293.6,0.875,120,0,0,13.64,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,11.16,11.11,962,1006,13.84,1.7,293.6,0.875,120,0,0,13.64,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635724800,11.16,11.11,962,1006,13.84,1.7,293.6,0.875,120,0,0,13.64,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635728400,11.96,11.86,962,1006,14.65,2.9,301.2,1.283,120.3,0,0,13.7,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635732000,13.38,12.99,962,1006,16,6,288.7,2.749,121.8,0,1.214,13.72,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635735600,13.26,12.54,962,1006,15.32,6,275.6,3.818,120.4,0,0,13.7,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635739200,12.33,12,962,1006,14.2,8,248.9,5.455,116.1,0,0.553,13.71,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635742800,11.73,11.56,963,1007,12.09,8,246.8,5.503,104.1,0,0,13.68,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635746400,11.11,10.99,964,1008,11.03,6,296.5,2.31,100.9,0,0,13.68,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635750000,10.29,10.12,964,1008,12.82,4.9,301,1.849,120,0,3.16,13.67,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635753600,10.81,10.76,964,1008,11.76,6.2,163.7,3.416,107.5,0,16.3,13.65,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635757200,10.14,10.14,964,1008,12.39,1.8,51,0.924,117.2,0,29.88,13.65,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635760800,10.1,10.02,964,1008,12.98,2,356.4,1.074,122.1,0,44.45,13.66,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635764400,10.17,10.11,964,1008,13.01,1,24.1,0.516,121.5,0,193.8,13.64,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635768000,10.76,10.69,963,1007,12.22,2.4,222,0.73,111.1,0,203,13.66,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635771600,10.86,10.81,962,1006,11.83,3.4,236.4,2.252,107.3,0,195.8,13.7,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635775200,11,10.99,962,1006,11.8,5.8,263.1,3.955,105.9,0,97.3,13.7,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635778800,11.35,11.33,962,1006,12.08,6.3,263.3,4.641,105.5,0,128,13.68,,0,0,0,0,0,0,0,0,1,0,0,0,1
1635782400,11.56,11.56,962,1006,10.95,6.2,270.1,4.243,96.4,0,11.03,13.66,,0,0,0,0,0,0,0,0,0,0,0,0,1
1635786000,11.43,11.42,962,1007,10.89,4.4,310.7,2.375,96.9,0,0,13.62,,0,0,0,0,0,0,0,0,0,0,0,0,1
1635789600,11.56,11.52,962,1007,10.03,5.7,285.9,2.491,90.9,0,0,13.58,,0,0,0,0,0,0,0,0,0,0,0,0,1
1635793200,11.39,11.39,963,1007,9.46,8.4,284.2,4.251,88.3,0,0,13.54,,0,0,0,0,0,0,0,0,0,0,0,0,1
1635796800,10.82,10.82,963,1007,9.94,5.3,307.5,2.451,94.6,0,0,13.46,,0,0,0,0,0,0,0,0,0,0,0,0,1
1635800400,10.34,10.3,963,1007,9.76,7.1,314.2,3.355,96.9,0,0,13.43,,0,0,0,0,0,0,0,0,0,0,0,0,1
