x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y,y16
1668388081.23,0.54900000183333,0.13,1.13,32.567131042061,932.265,100,0.03333333333333299,0,0,0,0,0,0,0,0,4.9810000116667,0
1668388141.28,1.1221666703333,0.71999997,1.51,68.594503595564,932.25666666667,100,0.23333333333332998,0,0,0,0,0,0,0,0,4.950833355,0
1668388201.259,1.1389999984999999,0.8,1.6600001,77.01832531568401,932.2033333333301,100,0,0,0,0,0,0,0,0,0,4.9131666716667,0
1668388261.227,1.3535000026667,0.75,1.76,91.53065771003901,932.1833333333301,100,0,0,0,0,0,0,0,0,0,4.9643333966667,0
1668388321.225,0.7674999946666701,0.21,1.26,101.55776823489,932.1966666666699,100,0,0,0,0,0,0,0,0,0,5.0159999733333,0
1668388381.314,0.3688333315,0.13,0.73,136.34898168558001,932.1983333333301,100,0,0,0,0,0,0,0,0,0,5.0666666666667,0
1668388441.23,0.5028333321666699,0.25,0.85,108.89937069578001,932.2216666666699,100,0,0,0,0,0,0,0,0,0,5.085999975,0
1668388501.233,0.6143333306666701,0.24000001,1.04,138.54241494474,932.28,100,0,0,0,0,0,0,0,0,0,5.1146665766667,0
1668388561.236,0.3336666674,0.060000002000000004,0.68,185.73921954233,932.3233333333301,100,0,0,0,0,0,0,0,0,0,5.1048332933333,0
1668388621.297,0.52216666816667,0.22,0.85,142.0896400603,932.38333333333,100,0.35,0,0,0,0,0,0,0,0,5.1773334433333,0
1668388681.237,0.5131666688333301,0.13,0.93,126.55935112955,932.44,100,1,0,0,0,0,0,0,0,0,5.2203335783333,0
1668388741.234,0.29583333235,0.04,1.24,98.090762339567,932.415,100,0.95,0,0,0,0,0,0,0,0,5.2481666666667,0
1668388801.241,0.9403333323333299,0.66999996,1.21,115.07384724143999,932.4133333333301,100,0.9,0,0,0,0,0,0,0,0,5.2948332833333,0
1668388861.298,0.82533333683333,0.41,1.21,145.87147863903,932.4183333333301,100,0.63333333333333,0,0,0,0,0,0,0,0,5.3136666216667,0
1668388921.229,0.9868333293333299,0.65999997,1.24,123.72134639136002,932.4316666666699,100,0.9,0,0,0,0,0,0,0,0,5.322666626666701,0
1668388981.227,1.3366666558333,0.98999995,1.85,117.73053873264999,932.38666666667,100,0.31666666666667,0,0,0,0,0,0,0,0,5.3308333033333,0
1668389041.232,0.85900000066667,0.46999997,1.1899998999999999,112.43923082618,932.36333333333,100,0.51666666666667,0,0,0,0,0,0,0,0,5.350166671666701,0
1668389101.274,0.9319999996666701,0.71,1.1600001,77.130555452984,932.37,100,0.51666666666667,0,0,0,0,0,0,0,0,5.386500065,0
1668389161.232,0.9993333295,0.5,1.3399999,127.75331387928001,932.3416666666699,100,0.11666666666667,0,0,0,0,0,0,0,0,5.4398333533333005,0
1668389221.232,1.1613333226667,0.87,1.5899999,205.52021817323,932.36,100,0.5666666666666701,0,0,0,0,0,0,0,0,5.453833395,0
1668389281.233,0.6998333315,0.44,1.0699999,231.44569806718,932.3316666666699,100,0.63333333333333,0,0,0,0,0,0,0,0,5.4795000633333,0
1668389341.257,0.65700000033333,0.44,0.98,269.53522536695,932.335,100,0.18333333333332996,0,0,0,0,0,0,0,0,5.5311665666667,0
1668389401.26,0.9004999968333299,0.56,1.33,274.04304769935004,932.305,100,0,0,0,0,0,0,0,0,0,5.522666586666699,0
1668389461.23,0.43383333009999997,0.08,0.91999996,299.14395897099996,932.2916666666699,100,0,0,0,0,0,0,0,0,0,5.5576666216667,0
1668389521.238,0.54283333566667,0.22,1.12,213.32743570578998,932.3066666666699,100,0.71666666666667,0,0,0,0,0,0,0,0,5.664166666666699,0
1668389581.239,0.24766666616667002,0.1,0.42,211.61517922803,932.27166666667,100,0.16666666666667002,0,0,0,0,0,0,0,0,5.6451668616666995,0
1668389641.23,0.80200000366667,0.04,1.58,98.35097452516099,932.23333333333,100,0,0,0,0,0,0,0,0,0,5.716500068333301,0
1668389701.234,1.0185000038333,0.54,1.39,85.486605212952,932.2183333333301,100,0,0,0,0,0,0,0,0,0,5.69900001,0
1668389761.243,0.53316666866667,0.32,0.87,69.511017021656,932.195,100,0,0,0,0,0,0,0,0,0,5.7211667316667,0
