x,y,y1,y2,y3,y4
1678060812.638,0,4.3768,0,0,0
1678061412.65,1.48,4.3791,0,0,0
1678062012.582,-0.09,4.3846,0,0,0
1678062612.59,0.31,4.3869,0,0,0
1678063212.63,0.17,4.415,0,0,0
1678063812.615,0.46,4.3464,0,0,0
1678064412.532,-0.01,4.3387,0,0,0
1678065027.98,-0.25,,0,0,1
1678065612.687,-0.84,4.4202,0,0,0
1678066212.532,-0.27,4.4087,0,0,0
1678066812.596,0.66,4.3702,0,0,0
1678067412.675,-0.23,4.178999999999999,0,0,0
1678068012.69,-0.2,4.4188,0,0,0
1678068627.989,-0.1,,0,0,1
1678069212.615,0.23,4.3039,0,0,0
1678069812.591,0.4,4.342,0,0,0
1678070412.618,-0.35,4.1921,0,0,0
1678071012.572,0.02,4.3382,0,0,0
1678071612.612,-0.34,4.2956,0,0,0
1678072212.592,-0.01,4.3378,0,0,0
1678072812.614,-0.2,4.3689,0,0,0
1678073412.618,-0.05,4.2985,0,0,0
1678074012.632,-1.21,4.2921,0,0,0
1678074612.604,-0.47,4.2744,0,0,0
1678075212.571,0.73,4.2886,0,0,0
1678075812.669,0.03,4.3547,0,0,0
1678076412.572,-0.05,4.3672,0,0,0
1678077012.577,-0.38,4.3211,0,0,0
1678077612.584,-0.78,4.3424,0,0,0
1678078212.62,0.13,4.3284,0,0,0
1678078812.669,0.06,4.3594,0,0,0
1678079412.7,-0.36,4.317,0,0,0
1678080012.701,0.5,4.2958,0,0,0
1678080612.619,0.17,4.2865,0,0,0
1678081212.584,0.55,4.3387,0,0,0
1678081812.608,1.1,4.3388,0,0,0
1678082412.531,0.88,4.4072,0,0,0
1678083012.528,0.75,4.2967,0,0,0
1678083612.587,0.26,4.3628,0,0,0
1678084212.567,1.62,4.353,0,0,0
1678084812.644,0.62,4.3477,0,0,0
1678085412.65,1.1,4.3444,0,0,0
1678086028.011,1.07,,0,0,1
1678086612.662,1.63,4.3586,0,0,0
1678087212.586,0.94,4.3339,0,0,0
1678087827.969,1.51,,0,0,1
1678088412.634,1.65,4.37,0,0,0
1678089012.666,2.75,4.3558,0,0,0
1678089612.692,1.39,4.3084,0,0,0
1678090212.636,1.81,4.3055,0,0,0
1678090812.7,2.22,4.3334,0,0,0
1678091412.596,1.31,4.3359,0,0,0
1678092012.569,2.57,4.335,0,0,0
1678092612.628,1.84,4.3491,0,0,0
1678093212.59,3.01,4.3306,0,0,0
1678093812.617,2.56,4.2977,0,0,0
1678094412.641,3.05,4.36,0,0,0
1678095012.624,2.68,4.3728,0,0,0
1678095612.589,2.53,4.3666,0,0,0
1678096212.632,2.95,4.3856,0,0,0
1678096812.615,1.77,4.3699,0,0,0
1678097412.63,1.89,4.3716,0,0,0
1678098012.604,3.6,4.3833,0,0,0
1678098612.605,2.39,4.3889,0,0,0
1678099212.64,3.52,4.3702,0,0,0
1678099812.622,2.64,4.3856,0,0,0
1678100412.756,3.41,4.379,0,0,0
1678101012.632,4.38,4.3913,0,0,0
1678101612.65,3.36,4.3963,0,0,0
1678102227.902,3.89,,0,0,1
1678102812.685,3.92,4.3971,0,0,0
1678103412.544,4.35,4.4012,0,0,0
1678104012.661,3.93,4.41,0,0,0
1678104612.616,3.55,4.4138,0,0,0
1678105212.541,3.69,4.4123,0,0,0
1678105812.562,4.02,4.4181,0,0,0
1678106412.581,3.77,4.4193,0,0,0
1678107012.649,4.67,4.4218,0,0,0
1678107612.586,3.32,4.4237,0,0,0
1678108227.967,3.52,,0,0,1
1678108812.621,4.47,4.4364,0,0,0
1678109412.582,4.26,4.4436,0,0,0
1678110012.611,4.86,4.4505,0,0,0
1678110612.642,5.08,4.4581,0,0,0
1678111228.172,5.62,,0,0,1
1678111812.665,6.02,4.4731,0,0,0
1678112412.61,5.07,4.4621,0,0,0
1678113012.555,4.22,4.4631,0,0,0
1678113612.612,4.29,4.4582,0,0,0
1678114227.949,4.36,,0,0,1
1678114812.638,4.3,4.4538,0,0,0
1678115412.649,5.13,4.4497,0,0,0
1678116012.592,4.15,4.4548,0,0,0
1678116612.612,4.12,4.4427,0,0,0
1678117212.654,4.32,4.4401,0,0,0
1678117812.612,4.32,4.4293,0,0,0
1678118427.95,3.29,,0,0,1
1678119012.639,4.3,4.4344,0,0,0
1678119612.622,3.16,4.4338,0,0,0
1678120212.627,2.95,4.4096,0,0,0
1678120812.542,2.16,4.4377,0,0,0
1678121428.024,3.39,,0,0,1
1678122012.778,3.71,4.4398,0,0,0
1678122628.07,3.8,,0,0,1
1678123212.669,2.69,4.4054,0,0,0
1678123812.603,3.17,4.415,0,0,0
1678124412.604,3.54,4.4168,0,0,0
1678125012.634,3.28,4.4018,0,0,0
1678125612.647,2.59,4.4037,0,0,0
1678126212.596,2.79,4.4104,0,0,0
1678126812.58,3.14,4.4007,0,0,0
1678127412.612,2.95,4.3959,0,0,0
1678128012.64,3.63,4.4115,0,0,0
1678128612.62,1.81,4.374,0,0,0
1678129212.586,3.34,4.3692,0,0,0
1678129812.632,2.83,4.3867,0,0,0
1678130412.632,3.26,4.3925,0,0,0
1678131012.619,2.73,4.3607,0,0,0
1678131612.627,3.61,4.4078,0,0,0
1678132212.662,2.72,4.3977,0,0,0
1678132812.722,3,4.3567,0,0,0
1678133412.612,3.46,4.3706,0,0,0
1678134027.998,3.26,,0,0,1
1678134612.673,2.29,4.3893,0,0,0
1678135212.634,2.87,4.3686,0,0,0
1678135827.992,3.23,,0,0,1
1678136412.646,3.16,4.3545,0,0,0
1678137027.959,2.95,,0,0,1
1678137612.638,3.78,4.3512,0,0,0
1678138212.542,2.09,4.369,0,0,0
1678138812.619,1.12,4.3856,0,0,0
1678139412.635,1.68,4.3436,0,0,0
1678140012.531,2.15,4.3403,0,0,0
1678140612.584,1.66,4.3351,0,0,0
1678141228.026,3.16,,0,0,1
1678141812.601,1.25,4.3673,0,0,0
1678142412.621,2.78,4.3515,0,0,0
1678143012.653,2.44,4.3561,0,0,0
1678143628.097,2.44,,0,0,1
1678144212.682,2.45,4.3601,0,0,0
1678144812.622,2.86,4.359,0,0,0
1678145412.581,2.16,4.3415,0,0,0
1678146012.62,2.01,4.3537,0,0,0
1678146612.604,2.18,4.3415,0,0,0
1678147212.622,2.73,4.3348,0,0,0
1678147812.602,2.75,4.3769,0,0,0
1678148412.584,1.72,4.3573,0,0,0
1678149012.613,2.85,4.331,0,0,0
1678149612.596,3.38,4.3367,0,0,0
1678150212.607,2.57,4.343999999999999,0,0,0
1678150827.929,2.17,,0,0,1
1678151412.632,2.06,4.3479,0,0,0
1678152012.592,1.2,4.3444,0,0,0
1678152612.61,1.97,4.3443,0,0,0
1678153212.596,1.4,4.3537,0,0,0
1678153812.645,2.14,4.3333,0,0,0
1678154412.665,3.2,4.3589,0,0,0
1678155012.655,2.31,4.3421,0,0,0
1678155612.599,2.18,4.3494,0,0,0
