x,skin_temp,bulk_temp,datetime,air_temp,wind_speed,air_pressure,relative_humidity,solar_irradiance,meteo_timestamp
1678802412.688,5.07,4.578,2023-03-14 15:00:12.688,5.496163206497641,5.449269688340242,923.698345875396,79.57420000926166,57.38474383316351,1678802401.49
1678803012.655,5.34,4.577,2023-03-14 15:10:12.655,5.4780544758034,7.090833338194442,923.7628458522436,77.77032123120615,66.73003650705475,1678803001.404
1678803612.653,3.91,4.5696,2023-03-14 15:20:12.653,5.134089165555559,9.36880193144006,923.7590497076015,79.50051169590651,131.77799707602367,1678803601.292
1678804212.606,5.96,4.5709,2023-03-14 15:30:12.606,5.161291668055567,8.19355554930555,923.9144444444444,78.80138888888892,202.8277777777792,1678804201.251
1678804812.645,3.99,4.5694,2023-03-14 15:40:12.645,5.615444487222217,8.006513873472215,923.9590277777774,73.04444444444442,207.0416666666667,1678804801.277
1678805412.599,4.75,4.5686,2023-03-14 15:50:12.599,5.844805532083324,7.234121335439666,923.9786111111116,69.97500000000008,217.45277777777756,1678805401.263
1678806012.646,4.43,4.572,2023-03-14 16:00:12.646,5.927736163333324,7.003939274216108,923.9118055555568,68.76527777777783,185.2625,1678806001.248
1678806612.623,4.89,4.5663,2023-03-14 16:10:12.623,6.0028512516643175,6.607124988611116,923.8967608286256,67.74333804143124,138.56160546139307,1678806601.275
1678807212.611,5.59,4.5618,2023-03-14 16:20:12.611,6.07743533689655,6.717923365665709,923.917452107281,67.22878352490434,86.77011494252942,1678807201.256
1678807812.579,5.52,4.5589,2023-03-14 16:30:12.579,6.13906945944446,5.801722215555557,923.9227777777784,66.41666666666676,66.06111111111201,1678807801.245
1678808412.614,4.45,4.5587,2023-03-14 16:40:12.614,6.222972206111108,5.774944438888891,923.9379166666658,65.73472222222209,76.91805555555533,1678808401.277
1678809012.643,5.88,4.5595,2023-03-14 16:50:12.643,6.225680562222216,4.198477937579133,923.8381944444452,66.26666666666668,69.65972222222216,1678809001.246
1678809612.594,5.47,4.5544,2023-03-14 17:00:12.594,6.269144103213275,4.581805557916675,923.7791313559316,66.15054143126174,66.86548964218458,1678809601.268
1678810212.617,6.03,4.5495,2023-03-14 17:10:12.617,6.2429621422605335,4.793124999554609,923.6452298850576,66.52461685823751,34.854070881226086,1678810201.268
1678810827.993,5.27,,2023-03-14 17:20:27.993,5.820892748927193,6.295319443999033,923.4553687739458,71.28989463601523,30.04851532567042,1678810801.308
1678811412.601,4.0,4.5585,2023-03-14 17:30:12.601,5.611611085555551,4.448250000833324,923.82111111111,74.34583333333342,15.123611111111083,1678811401.246
1678812028.044,3.68,,2023-03-14 17:40:28.044,5.098805536666658,7.131622887488226,923.7670833333332,78.17083333333332,12.79861111111108,1678812001.324
1678812612.684,5.15,4.5498,2023-03-14 17:50:12.684,4.8102360725,5.195923742948142,924.1283333333332,81.45,11.03611111111114,1678812601.437
1678813212.734,3.7,4.5595,2023-03-14 18:00:12.734,4.721608466938508,3.553944442500008,924.22491019882,82.37082368559159,4.591666666666667,1678813201.542
1678813812.619,3.79,4.5483,2023-03-14 18:10:12.619,4.5598907787356415,4.697945245953391,924.250708812261,84.44956896551726,2.4738505747126416,1678813801.46
1678814412.605,4.65,4.5527,2023-03-14 18:20:12.605,4.072646181271942,7.924026586636192,924.4311915204668,88.15935672514632,1.963304093567258,1678814401.281
1678815012.649,3.38,4.5621,2023-03-14 18:30:12.649,3.9571977801532734,7.228513894248084,924.8200478927192,88.23204022988517,1.9169061302682089,1678815001.239
1678815612.546,4.03,4.5547,2023-03-14 18:40:12.546,3.996839564719917,6.032888876111108,925.125237720355,87.90897625883724,1.158380414312625,1678815601.27
1678816212.586,3.4,4.5603,2023-03-14 18:50:12.586,4.0708749563889,5.196138890833324,925.4663888888892,87.11527777777775,1.0,1678816201.26
1678816812.612,4.23,4.5597,2023-03-14 19:00:12.612,4.1926110911111,4.25701388555555,925.7411111111124,86.375,0.975,1678816801.244
1678817412.546,4.1,4.5579,2023-03-14 19:10:12.546,4.416486112222224,5.654202203947733,925.9034722222226,83.33194444444433,1.0013888888888915,1678817401.245
1678818012.536,4.8,4.5623,2023-03-14 19:20:12.536,4.528097226527784,5.581809108880441,926.0075,81.97361111111115,1.0,1678818001.273
1678818612.635,4.26,4.5696,2023-03-14 19:30:12.635,4.514023076344583,4.535895583515326,926.0728910116584,82.56458023940233,0.7839546212815617,1678818601.302
1678819212.586,5.07,4.5718,2023-03-14 19:40:12.586,4.476061861554617,5.982222230388884,926.0187099811676,83.10283898305075,0.1139971751412433,1678819201.286
1678819812.66,4.69,4.5768,2023-03-14 19:50:12.660,4.38954722369445,7.341847234694449,926.1606944444447,84.37972222222224,0.1991666666666674,1678819801.324
1678820412.616,4.87,4.5772,2023-03-14 20:00:12.616,4.421277795277783,5.37170834083334,926.429305555555,84.55277777777792,0.0513888888888891,1678820401.277
1678821012.636,3.21,4.5729,2023-03-14 20:10:12.636,4.4814166591666496,5.810773207878366,926.5723611111116,83.69861111111108,0.3027777777777781,1678821001.227
1678821627.996,4.01,,2023-03-14 20:20:27.996,4.195518572139824,8.543722232777766,926.583213276836,80.09439736346506,1.0772834274952916,1678821601.243
1678822212.603,2.95,4.569,2023-03-14 20:30:12.603,4.069637244495892,7.8302499990277745,926.7499749544633,73.52964635238168,1.4147834274953002,1678822201.266
1678822812.609,3.1,4.5672,2023-03-14 20:40:12.609,4.005999963333325,8.207111097361109,926.8779166666668,75.21944444444433,0.9138888888888942,1678822801.272
1678823428.039,2.71,,2023-03-14 20:50:28.039,4.260069445555566,7.691210912717899,927.084861111111,73.94027777777774,0.9375000000000048,1678823401.398
1678824012.706,4.53,4.574,2023-03-14 21:00:12.706,4.370416667222216,7.007712468850535,927.184444444444,74.00555555555559,0.4361111111111111,1678824001.468
1678824612.646,4.01,4.5892,2023-03-14 21:10:12.646,4.411913918771632,6.121805561388875,927.2983059723376,73.21281374455866,0.0069444444444444,1678824601.434
1678825212.601,2.98,4.58,2023-03-14 21:20:12.601,4.404032031606433,5.680043076888725,927.482916812476,72.02055382827717,0.0,1678825201.253
1678825812.554,4.55,4.563,2023-03-14 21:30:12.554,4.400250007083325,5.437055562083351,927.607500000001,71.1444444444445,0.0,1678825801.248
1678826412.556,3.76,4.5715,2023-03-14 21:40:12.556,4.423583335555549,5.086666431238234,927.610694444444,71.55277777777775,0.0,1678826401.265
1678827012.593,3.59,4.578,2023-03-14 21:50:12.593,4.551069425833325,4.799452678082608,927.6151388888884,69.39999999999992,0.0069444444444444,1678827001.238
1678827612.616,3.58,4.5765,2023-03-14 22:00:12.616,4.726602391127592,6.095902782083342,927.660739171375,66.78764124293782,0.0,1678827601.281
1678828212.611,4.46,4.5691,2023-03-14 22:10:12.611,4.790111105972217,5.608166663194449,927.647916666666,65.31666666666673,0.0,1678828201.253
1678828812.609,4.37,4.581,2023-03-14 22:20:12.609,4.6928472054166575,3.456847222305558,927.4986111111108,67.42222222222225,0.0,1678828801.277
1678829412.624,4.89,4.5831,2023-03-14 22:30:12.624,4.568888891111108,3.335569447374992,927.4115277777784,68.29027777777776,0.0500000000000002,1678829401.292
1678830012.648,5.45,4.5501,2023-03-14 22:40:12.648,4.791472212361108,3.811065241842292,927.3780555555568,65.1999999999999,0.0458333333333335,1678830001.341
1678830627.952,4.93,,2023-03-14 22:50:27.952,4.969944407361108,4.139381409100675,927.2936111111107,62.87500000000009,0.0,1678830601.24
1678831212.654,4.85,4.5669,2023-03-14 23:00:12.654,5.045863443910067,5.0703888934722245,927.1689618644076,62.4716101694915,0.0,1678831201.243
1678831812.646,4.76,4.5857,2023-03-14 23:10:12.646,4.935194464444458,3.3402361052777745,927.1044444444452,64.87222222222226,0.0,1678831801.251
1678832412.544,5.03,4.6017,2023-03-14 23:20:12.544,4.754458329166684,3.484388882638892,927.0073611111108,67.14166666666641,0.0,1678832401.243
1678833012.586,5.57,4.6038,2023-03-14 23:30:12.586,4.549944423194441,3.562083323888892,927.0223611111118,68.54166666666659,0.0,1678833001.282
1678833612.535,4.88,4.5873,2023-03-14 23:40:12.535,4.500152731944442,3.8039406027104743,927.0406944444444,69.02638888888883,0.0,1678833601.255
1678834212.626,4.42,4.5876,2023-03-14 23:50:12.626,4.524430603749983,3.240564519602442,927.0727777777764,68.3930555555555,0.0,1678834201.462
1678834812.698,4.41,4.5881,2023-03-15 00:00:12.698,4.6357745085558335,2.842597222083333,927.1568234231733,67.00859189280985,0.0,1678834801.507
1678835412.645,3.72,4.6071,2023-03-15 00:10:12.645,3.801750004583325,7.557111126805542,926.9009722222208,79.31111111111109,0.4263888888888833,1678835401.427
1678836012.565,4.18,4.5948,2023-03-15 00:20:12.565,2.2445964948874417,8.569509359173983,927.0668859649126,91.84144736842102,1.612441520467839,1678836001.261
1678836612.586,3.18,4.5788,2023-03-15 00:30:12.586,1.5894721176735418,6.572547184257284,927.6972654217776,95.01458101077658,1.4181308063916749,1678836601.246
1678837212.575,2.38,4.5813,2023-03-15 00:40:12.575,1.646277778611117,7.460152779861101,928.0390277777784,94.80277777777768,1.1041666666666636,1678837201.256
1678837812.546,1.7,4.6034,2023-03-15 00:50:12.546,1.97581945555555,7.309222228611124,928.1065277777784,90.82638888888874,1.1902777777777749,1678837801.242
