x,y2,y3,y4,y,y1
1668555612.601,0,0,0,12.07,12.1359
1668556212.678,0,0,0,12.2,12.1348
1668556812.632,0,0,0,11.89,12.132
1668557412.612,0,0,0,12.32,12.1289
1668558012.653,0,0,0,11.53,12.12
1668558612.623,0,0,0,11.2,12.0809
1668559212.651,0,0,0,11.76,12.1113
1668559812.564,0,0,0,11.98,12.1264
1668560412.601,0,0,0,11.95,12.1228
1668561012.663,0,0,0,11.58,12.1006
1668561612.612,0,0,0,11.58,12.1201
1668562212.634,0,0,0,12.08,12.1185
1668562812.604,0,0,0,11.72,12.0807
1668563412.666,0,0,0,11.84,12.1106
1668564012.718,0,0,0,11.91,12.0925
1668564612.692,0,0,0,11.72,12.0896
1668565212.684,0,0,0,11.76,12.0965
1668565812.609,0,0,0,12.09,12.0974
1668566412.63,0,0,0,11.8,12.0956
1668567012.614,0,0,0,12.12,12.094
1668567612.67,0,0,0,11.55,12.0923
1668568212.622,0,0,0,11.92,12.0911
1668568812.615,0,0,0,11.76,12.1055
1668569412.57,0,0,0,12.06,12.0932
1668570012.617,0,0,0,12.29,12.0948
1668570612.659,0,0,0,12.06,12.082
1668571212.594,0,0,0,11.81,12.0871
1668571812.647,0,0,0,11.83,12.1065
1668572412.61,0,0,0,11.52,12.0887
1668573012.661,0,0,0,11.62,12.0722
1668573612.602,0,0,0,12.13,12.0726
1668574212.598,0,0,0,11.31,12.0959
1668574812.726,0,0,0,11.78,12.1085
1668575412.694,0,0,0,11.45,12.0847
1668576012.757,0,0,0,11.76,12.1043
1668576612.554,0,0,0,11.36,12.0857
1668577212.604,0,0,0,11.35,12.0694
1668577812.628,0,0,0,11.56,12.0789
1668578412.618,0,0,0,10.44,12.0907
1668579012.627,0,0,0,10.98,12.0972
1668579612.598,0,0,0,11.29,12.1027
1668580212.633,0,0,0,11.58,12.09
1668580812.655,0,0,0,11.62,12.0726
1668581412.613,0,0,0,11.41,12.0835
1668582012.576,0,0,0,11.54,12.0983
1668582612.654,0,0,0,11.54,12.0849
1668583212.673,0,0,0,11.55,12.0632
1668583812.63,0,0,0,11.18,12.0835
1668584412.576,0,0,0,11.18,12.0971
1668585012.586,0,0,0,12.19,12.0954
1668585612.69,0,0,0,11.74,12.093
1668586212.704,0,0,0,11.44,12.086
1668586812.675,0,0,0,11.9,12.0842
1668587412.644,0,0,0,11.68,12.0984
1668588012.654,0,0,0,11.35,12.0778
1668588612.666,0,0,0,11.49,12.0959
1668589212.659,0,0,0,11.47,12.0748
1668589827.952,0,0,1,10.96,
1668590412.681,0,0,0,12.08,12.0798
1668591012.665,0,0,0,11.23,12.0967
1668591612.628,0,0,0,12.01,12.0683
1668592212.645,0,0,0,11.65,12.0859
1668592812.643,0,0,0,12.34,12.0731
1668593412.655,0,0,0,11.67,12.0826
1668594012.623,0,0,0,11.79,12.0811
1668594612.63,0,0,0,11.96,12.0787
1668595212.602,0,0,0,11.71,12.0723
1668595812.644,0,0,0,12.36,12.0958
1668596412.688,0,0,0,12.21,12.1007
1668597012.752,0,0,0,11.32,12.0957
1668597612.699,0,0,0,11.75,12.1172
1668598212.569,0,0,0,11.73,12.1102
1668598812.538,0,0,0,11.89,12.1199
1668599412.599,0,0,0,11.87,12.1217
1668600012.603,0,0,0,11.82,12.1319
1668600612.612,0,0,0,12.42,12.1306
1668601212.661,0,0,0,12.78,12.1386
1668601812.645,0,0,0,11.55,12.1198
1668602412.656,0,0,0,11.72,12.1153
1668603012.562,0,0,0,11.58,12.1197
1668603612.555,0,0,0,11.69,12.1174
1668604212.587,0,0,0,12.51,12.1242
1668604812.628,0,0,0,12.59,12.1253
1668605412.662,0,0,0,12.92,12.1278
1668606012.607,0,0,0,12.43,12.1588
1668606612.688,0,0,0,11.76,12.1189
1668607212.695,0,0,0,11.84,12.1378
1668607812.654,0,0,0,12.64,12.1336
1668608412.661,0,0,0,11.93,12.103
1668609012.583,0,0,0,11.47,12.1046
1668609612.605,0,0,0,11.71,12.106
1668610212.564,0,0,0,11.61,12.0993
1668610812.608,0,0,0,11.85,12.096
1668611412.606,0,0,0,11.63,12.0959
1668612012.606,0,0,0,12.17,12.0908
1668612612.604,0,0,0,12.36,12.077
1668613212.547,0,0,0,11.88,12.0564
1668613812.582,0,0,0,11.61,12.0386
1668614412.583,0,0,0,10.94,12.021
1668615012.63,0,0,0,10.76,12.0379
1668615612.623,0,0,0,11.26,12.0368
1668616212.676,0,0,0,11.79,12.0314
1668616812.654,0,0,0,11.73,11.9977
1668617412.624,0,0,0,11.53,12.0054
1668618012.742,0,0,0,11.6,12.0403
1668618612.699,0,0,0,11.09,12.0361
1668619212.664,0,0,0,11.69,12.0422
1668619812.638,0,0,0,11.3,12.0579
1668620412.607,0,0,0,11.46,12.0063
1668621012.609,0,0,0,10.99,12.0133
1668621612.644,0,0,0,11.05,11.9877
1668622212.623,0,0,0,11.27,12.0205
1668622812.629,0,0,0,11.45,12.0312
1668623412.631,0,0,0,11.41,12.0253
1668624012.592,0,0,0,11.65,11.9973
1668624612.64,0,0,0,11.77,12.0326
1668625212.574,0,0,0,11.34,11.9947
1668625812.604,0,0,0,11.09,12.0246
1668626412.595,0,0,0,11.17,11.9372
1668627012.657,0,0,0,10.82,12.0019
1668627612.609,0,0,0,10.28,12.0125
1668628212.672,0,0,0,10.88,11.9796
1668628812.719,0,0,0,11.1,11.9786
1668629412.675,0,0,0,11.09,12.0128
1668630012.66,0,0,0,11.09,12.0048
1668630612.615,0,0,0,11.32,11.9916
1668631212.628,0,0,0,10.76,11.9918
1668631812.583,0,0,0,11.1,11.976
1668632412.6,0,0,0,12.14,11.9826
1668633012.583,0,0,0,12.05,11.9874
1668633612.624,0,0,0,11.65,11.9679
1668634212.653,0,0,0,11.06,11.9664
1668634812.582,0,0,0,11.57,11.9537
1668635412.639,0,0,0,11.83,11.9687
1668636012.645,0,0,0,11.62,11.9871
1668636612.611,0,0,0,11.6,11.9832
1668637212.678,0,0,0,11.55,11.9824
1668637812.582,0,0,0,11.6,11.9726
1668638412.596,0,0,0,11.05,11.9938
1668639012.694,0,0,0,11.73,12.0028
1668639612.702,0,0,0,11.91,11.9648
1668640212.665,0,0,0,11.65,12.0065
1668640812.632,0,0,0,11.48,11.9791
1668641412.665,0,0,0,11.65,11.9772
1668642012.613,0,0,0,12.16,11.9855
1668642612.59,0,0,0,11.62,11.9633
1668643212.593,0,0,0,12.29,11.9842
1668643812.645,0,0,0,12,11.988
1668644412.606,0,0,0,11.94,11.9795
1668645012.661,0,0,0,11.46,11.9639
1668645612.578,0,0,0,11.57,11.9462
1668646212.651,0,0,0,11.71,11.9441
1668646812.626,0,0,0,11.84,11.9746
1668647412.661,0,0,0,11.48,11.9779
1668648012.593,0,0,0,11.95,11.9661
1668648612.625,0,0,0,11.74,11.9574
1668649212.589,0,0,0,11.74,11.9645
1668649812.683,0,0,0,11.65,11.9335
1668650412.715,0,0,0,11.66,11.965
1668651012.685,0,0,0,11.71,11.9284
1668651612.655,0,0,0,11.34,11.9488
1668652212.613,0,0,0,11.24,11.9471
1668652812.673,0,0,0,12.09,11.916
1668653412.593,0,0,0,11.94,11.9251
1668654012.674,0,0,0,12.71,11.9287
1668654612.585,0,0,0,11.86,11.9377
1668655212.66,0,0,0,10.88,11.9358
1668655812.614,0,0,0,11.46,11.9136
1668656412.661,0,0,0,10.74,11.9015
1668657012.624,0,0,0,10.9,11.898
1668657612.609,0,0,0,11.24,11.9158
1668658212.643,0,0,0,11.7,11.9065
1668658812.597,0,0,0,11.11,11.9101
1668659412.635,0,0,0,11.45,11.9315
1668660012.625,0,0,0,11.38,11.8756
1668660612.685,0,0,0,11.54,11.911
1668661212.684,0,0,0,11.03,11.9111
1668661812.704,0,0,0,11.97,11.8943
1668662412.67,0,0,0,11.6,11.919
1668663027.982,0,0,1,11.2,
1668663612.602,0,0,0,11.44,11.9209
1668664212.548,0,0,0,11.05,11.9269
1668664812.651,0,0,0,11.34,11.8734
1668665412.54,0,0,0,11.29,11.8909
1668666012.65,0,0,0,10.33,11.8815
1668666612.616,0,0,0,11.58,11.8453
1668667212.575,0,0,0,11.63,11.9143
1668667812.604,0,0,0,11.4,11.9233
1668668412.603,0,0,0,11.19,11.8937
1668669012.588,0,0,0,11.5,11.8836
1668669612.65,0,0,0,10.66,11.9096
1668670212.591,0,0,0,10.76,11.8879
1668670812.575,0,0,0,10.92,11.9121
1668671412.641,0,0,0,12.09,11.8564
1668672028.59,0,0,1,11.65,
1668672612.708,0,0,0,12.24,11.8597
1668673212.648,0,0,0,11.22,11.8645
1668673812.574,0,0,0,11.12,11.8757
1668674412.592,0,0,0,11.44,11.8999
1668675012.621,0,0,0,11.47,11.9148
1668675612.59,0,0,0,11.65,11.9108
1668676212.612,0,0,0,10.81,11.9124
1668676827.893,0,0,1,11.94,
1668677412.565,0,0,0,11.46,11.896
1668678012.557,0,0,0,11.52,11.9001
1668678612.624,0,0,0,11.44,11.8981
1668679212.615,0,0,0,11.19,11.9054
1668679812.603,0,0,0,11.25,11.9046
1668680412.625,0,0,0,11.32,11.9025
1668681012.601,0,0,0,11.73,11.9066
1668681612.575,0,0,0,11.29,11.9051
1668682212.665,0,0,0,11.74,11.9078
1668682812.674,0,0,0,12.23,11.9108
1668683412.754,0,0,0,11.62,11.9137
1668684012.678,0,0,0,11.58,11.9269
1668684612.613,0,0,0,12.09,11.9198
1668685212.527,0,0,0,11.68,11.9311
1668685812.553,0,0,0,11.77,11.9851
