x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17
1658707200,23.82,60.34,0.001,1.911,38.48,0,973,0,0,0,0,0,0,0,0,0,1,0
1658707800,23.82,62.24,0.001,2.001,37.23,0,973,0,0,0,0,0,0,0,0,0,1,0
1658708400,23.74,62.86,0.001,1.5330000000000001,46.89,0,973,0,0,0,0,0,0,0,0,0,1,0
1658709000,23.66,65.49,0.001,1.755,32,0,973,0,0,0,0,0,0,0,0,0,1,0
1658709600,23.55,64.25,0.001,1.979,28.46,0,973,0,0,0,0,0,0,0,0,0,1,0
1658710200,23.44,62.9,0.001,1.338,15.54,0,972,0,0,0,0,0,0,0,0,0,1,0
1658710800,23.63,62.46,0.001,0.981,17.22,0,972,0,0,0,0,0,0,0,0,0,1,0
1658711400,23.62,64.02,0.001,1.139,23.92,0,973,0,0,0,0,0,0,0,0,0,1,0
1658712000,23.39,63.87,0.001,1.547,22.22,0,972,0,0,0,0,0,0,0,0,0,1,0
1658712600,23.16,65.14,0.001,1.607,16.08,0,973,0,0,0,0,0,0,0,0,0,1,0
1658713200,23.08,62.51,0.001,1.871,16.02,0,972,0,0,0,0,0,0,0,0,0,1,0
1658713800,23.19,64,0.001,2.1390000000000002,29.06,0,972,0,0,0,0,0,0,0,0,0,1,0
1658714400,23.06,65.66,0.001,2.32,26.1,0,972,0,0,0,0,0,0,0,0,0,1,0
1658715000,22.98,64.73,0.001,2.141,26.81,0,972,0,0,0,0,0,0,0,0,0,1,0
1658715600,22.94,64.71,0.001,1.693,28.12,0,972,0,0,0,0,0,0,0,0,0,1,0
1658716200,22.84,63.22,0.001,1.723,31.93,0,972,0,0,0,0,0,0,0,0,0,1,0
1658716800,22.7,64.04,0.001,1.8230000000000002,23.09,0,972,0,0,0,0,0,0,0,0,0,1,0
1658717400,22.78,64.02,0.001,1.692,9.26,0,972,0,0,0,0,0,0,0,0,0,1,0
1658718000,22.79,64.04,0.001,1.5390000000000001,23.11,0,972,0,0,0,0,0,0,0,0,0,1,0
1658718600,22.59,63.54,0.001,1.955,25.97,0,972,0,0,0,0,0,0,0,0,0,1,0
1658719200,22.55,63.24,0.003,1.8719999999999999,21.86,0,972,0,0,0,0,0,0,0,0,0,1,0
1658719800,22.4,65.28,0.013000000000000001,2.175,25.13,0,972,0,0,0,0,0,0,0,0,0,1,0
1658720400,22.39,65.83,0.1,1.999,24.78,0,972,0,0,0,0,0,0,0,0,0,1,0
1658721000,22.27,66.34,0.586,1.992,22.23,0,972,0,0,0,0,0,0,0,0,0,1,0
1658721600,22.55,62.24,1.81,1.161,338.3,0,972,0,0,0,0,0,0,0,0,0,1,0
1658722200,23.02,64.87,4.167,1.5330000000000001,20.36,0,972,0,0,0,0,0,0,0,0,0,1,0
1658722800,22.47,64.32,8.2,2.066,29.87,0,972,0,0,0,0,0,0,0,0,0,1,0
1658723400,22.19,67.66,12.87,1.514,23.18,0,972,0,0,0,0,0,0,0,0,0,1,0
1658724000,22.15,66.36,17.41,1.785,26.83,0,972,0,0,0,0,0,0,0,0,0,1,0
1658724600,22.22,65.32,47.89,1.806,27.67,0,972,0,0,0,0,0,0,0,0,0,1,0
1658725200,22.41,67.2,78.52,1.412,22.76,0,972,0,0,0,0,0,0,0,0,0,1,0
1658725800,22.53,67.93,101.7,1.2209999999999999,13.86,0,972,0,0,0,0,0,0,0,0,0,1,0
1658726400,22.74,65.65,125.6,1.209,19.74,0,972,0,0,0,0,0,0,0,0,0,1,0
1658727000,22.7,65.25,150.4,1.585,33.07,0,972,0,0,0,0,0,0,0,0,0,1,0
1658727600,22.76,67.04,175.7,1.7109999999999999,33.02,0,972,0,0,0,0,0,0,0,0,0,1,0
1658728200,23.11,68.03,201.9,1.4269999999999998,36.22,0,972,0,0,0,0,0,0,0,0,0,1,0
1658728800,23.43,67.94,227.5,0.861,17.72,0,972,0,0,0,0,0,0,0,0,0,1,0
1658729400,23.83,68.32,256.6,0.544,27.37,0,972,0,0,0,0,0,0,0,0,0,1,0
1658730000,24.06,68.43,287.6,0.47200000000000003,52.22,0,972,0,0,0,0,0,0,0,0,0,1,0
1658730600,24.36,68.31,316.8,0.23199999999999998,117.1,0,972,0,0,0,0,0,0,0,0,0,1,0
1658731200,24.39,71.47,345.9,0.425,205.3,0,972,0,0,0,0,0,0,0,0,0,1,0
1658731800,24.2,71.12,375.6,0.632,248.2,0,972,0,0,0,0,0,0,0,0,0,1,0
1658732400,24.11,66.31,404,0.525,271,0,972,0,0,0,0,0,0,0,0,0,1,0
1658733000,24.05,67.33,430.7,0.358,270.6,0,972,0,0,0,0,0,0,0,0,0,1,0
1658733600,24.29,67.02,457.4,0.521,234.2,0,972,0,0,0,0,0,0,0,0,0,1,0
1658734200,24.33,66.19,485.5,0.7090000000000001,210.4,0,972,0,0,0,0,0,0,0,0,0,1,0
1658734800,24.34,67.32,513,1.006,235.9,0,972,0,0,0,0,0,0,0,0,0,1,0
1658735400,24.44,66.88,540.2,0.664,225.9,0,972,0,0,0,0,0,0,0,0,0,1,0
1658736000,24.68,65.09,566.4,0.314,237.8,0,972,0,0,0,0,0,0,0,0,0,1,0
1658736600,25.12,63.34,591.3,0.146,208.7,0,972,0,0,0,0,0,0,0,0,0,1,0
1658737200,25.38,65.21,615.9,0.645,165.8,0,972,0,0,0,0,0,0,0,0,0,1,0
1658737800,24.88,64.63,636.6,0.9109999999999999,187.7,0,972,0,0,0,0,0,0,0,0,0,1,0
1658738400,25.16,62.66,656.4,0.591,174.1,0,972,0,0,0,0,0,0,0,0,0,1,0
1658739000,25.37,61.13,677.7,0.609,175.5,0,972,0,0,0,0,0,0,0,0,0,1,0
1658739600,25.23,65.02,698.7,1.002,161.1,0,972,0,0,0,0,0,0,0,0,0,1,0
1658740200,24.98,60.85,712.9,1.281,143.8,0,972,0,0,0,0,0,0,0,0,0,1,0
1658740800,25.24,63.19,728.1,1.005,152.8,0,972,0,0,0,0,0,0,0,0,0,1,0
1658741400,25.31,59.68,743.2,1.206,146.1,0,972,0,0,0,0,0,0,0,0,0,1,0
1658742000,25.46,56.88,757.7,1.395,154,0,972,0,0,0,0,0,0,0,0,0,1,0
1658742600,25.62,58.73,765,1.5719999999999998,163.9,0,972,0,0,0,0,0,0,0,0,0,1,0
1658743200,25.98,53.81,775.6,1.3259999999999998,156.4,0,972,0,0,0,0,0,0,0,0,0,1,0
1658743800,26.5,50.41,780.3,0.86,150.9,0,972,0,0,0,0,0,0,0,0,0,1,0
1658744400,26.8,49.65,793.7,1.061,158.6,0,972,0,0,0,0,0,0,0,0,0,1,0
1658745000,26.94,50.03,806,1.176,170.7,0,972,0,0,0,0,0,0,0,0,0,1,0
1658745600,26.87,48.06,794.8,1.2919999999999998,166.5,0,972,0,0,0,0,0,0,0,0,0,1,0
1658746200,27.51,47.15,758.2,0.6829999999999999,133.2,0,971,0,0,0,0,0,0,0,0,0,1,0
1658746800,27.14,53.74,754.9,1.109,124.2,0,971,0,0,0,0,0,0,0,0,0,1,0
1658747400,27.07,49.69,827,1.112,131.6,0,971,0,0,0,0,0,0,0,0,0,1,0
1658748000,27.43,53.95,844,1.245,144.5,0,971,0,0,0,0,0,0,0,0,0,1,0
1658748600,27.02,58.63,703.9,2.57,140.9,0,971,0,0,0,0,0,0,0,0,0,1,0
1658749200,26.91,61.13,582.9,3.0789999999999997,128,0,971,0,0,0,0,0,0,0,0,0,1,0
1658749800,26.61,70.51,777.1,3.7230000000000003,120,0,971,0,0,0,0,0,0,0,0,0,1,0
1658750400,26.36,67.34,570.1,3.513,130.2,0,971,0,0,0,0,0,0,0,0,0,1,0
1658751000,26.49,65.71,421.3,3.07,138.7,0,970,0,0,0,0,0,0,0,0,0,1,0
1658751600,26.94,57.35,494.8,2.734,130.4,0,970,0,0,0,0,0,0,0,0,0,1,0
1658752200,27.31,59.55,465.4,2.146,119.6,0,970,0,0,0,0,0,0,0,0,0,1,0
1658752800,27.37,69.35,309.3,2.316,126.6,0,970,0,0,0,0,0,0,0,0,0,1,0
1658753400,27.22,63.87,364.4,2.608,137.2,0,970,0,0,0,0,0,0,0,0,0,1,0
1658754000,27.44,60.98,424.6,1.8769999999999998,130.5,0,970,0,0,0,0,0,0,0,0,0,1,0
1658754600,27.87,45.37,393.3,1.278,125.9,0,970,0,0,0,0,0,0,0,0,0,1,0
1658755200,28.45,61.53,469.6,0.9690000000000001,136.5,0,970,0,0,0,0,0,0,0,0,0,1,0
1658755800,28.23,49.4,379.4,1.0979999999999999,133.2,0,970,0,0,0,0,0,0,0,0,0,1,0
1658756400,28.74,40.32,581.4,0.389,87.5,0,970,0,0,0,0,0,0,0,0,0,1,0
1658757000,29.5,42.13,587.4,0.335,151.6,0,970,0,0,0,0,0,0,0,0,0,1,0
1658757600,30.09,42.95,406.1,0.48200000000000004,315.8,0,970,0,0,0,0,0,0,0,0,0,1,0
1658758200,29.77,43.66,456.8,1.258,314.6,0,970,0,0,0,0,0,0,0,0,0,1,0
1658758800,29.82,44.84,378.6,0.8009999999999999,218.7,0,970,0,0,0,0,0,0,0,0,0,1,0
1658759400,30.94,39.5,665.7,0.028999999999999998,159.8,0,970,0,0,0,0,0,0,0,0,0,1,0
1658760000,32.01,42.3,657,0.22699999999999998,293.9,0,970,0,0,0,0,0,0,0,0,0,1,0
1658760600,30.68,53.36,555.7,0.81,354.3,0,969,0,0,0,0,0,0,0,0,0,1,0
1658761200,30.82,46.86,600,0.556,251.3,0,969,0,0,0,0,0,0,0,0,0,1,0
1658761800,31.27,52.46,518,0.733,246.8,0,969,0,0,0,0,0,0,0,0,0,1,0
