x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17
1606089600,5.224,87.3,0,1.2309999999999999,13.92,0,985,0,0,0,0,0,0,0,0,0,0,0
1606090200,5.391,87.3,0,1.124,23.52,0,985,0,0,0,0,0,0,0,0,0,0,0
1606090800,5.114,88.6,0,1.632,15.95,0,985,0,0,0,0,0,0,0,0,0,0,0
1606091400,5.029,89,0,1.804,16.95,0,985,0,0,0,0,0,0,0,0,0,0,0
1606092000,4.8580000000000005,88.7,0,1.725,15.75,0,985,0,0,0,0,0,0,0,0,0,0,0
1606092600,4.8180000000000005,88.4,0,1.65,12.24,0,985,0,0,0,0,0,0,0,0,0,0,0
1606093200,4.974,88.3,0,1.56,11.35,0,985,0,0,0,0,0,0,0,0,0,0,0
1606093800,4.739,88.9,0,1.494,22.96,0,985,0,0,0,0,0,0,0,0,0,0,0
1606094400,4.708,89,0,1.6340000000000001,19.18,0,985,0,0,0,0,0,0,0,0,0,0,0
1606095000,4.592,88.7,0,1.983,25.32,0,985,0,0,0,0,0,0,0,0,0,0,0
1606095600,4.63,88.4,0,1.905,13.71,0,985,0,0,0,0,0,0,0,0,0,0,0
1606096200,4.53,88.2,0,2.082,27.62,0,985,0,0,0,0,0,0,0,0,0,0,0
1606096800,4.313,89,0,2.138,22.46,0,985,0,0,0,0,0,0,0,0,0,0,0
1606097400,4.6610000000000005,88.6,0,1.919,22.68,0,985,0,0,0,0,0,0,0,0,0,0,0
1606098000,4.797,88.9,0,1.8,15.61,0,985,0,0,0,0,0,0,0,0,0,0,0
1606098600,4.803999999999999,89.7,0,1.905,18.82,0,985,0,0,0,0,0,0,0,0,0,0,0
1606099200,4.8180000000000005,89.3,0,2.231,19.01,0,985,0,0,0,0,0,0,0,0,0,0,0
1606099800,4.787,89.5,0,2.557,24.97,0,985,0,0,0,0,0,0,0,0,0,0,0
1606100400,4.794,88.8,0,2.254,23.45,0,984,0,0,0,0,0,0,0,0,0,0,0
1606101000,4.8069999999999995,89.5,0,2.106,22.01,0,984,0,0,0,0,0,0,0,0,0,0,0
1606101600,4.865,89.9,0,1.77,17.61,0,984,0,0,0,0,0,0,0,0,0,0,0
1606102200,5.064,88,0,1.4769999999999999,341.8,0,984,0,0,0,0,0,0,0,0,0,0,0
1606102800,5.261,87.2,0,1.91,346.7,0,984,0,0,0,0,0,0,0,0,0,0,0
1606103400,5.489,86.5,0,1.9480000000000002,350.4,0,984,0,0,0,0,0,0,0,0,0,0,0
1606104000,5.083,87.9,0,2.49,352.7,0,984,0,0,0,0,0,0,0,0,0,0,0
1606104600,4.905,87.9,0,1.7690000000000001,31.96,0,984,0,0,0,0,0,0,0,0,0,0,0
1606105200,4.442,88.8,0,1.7819999999999998,41.2,0,984,0,0,0,0,0,0,0,0,0,0,0
1606105800,4.534,89.1,0,1.9580000000000002,28.87,0,984,0,0,0,0,0,0,0,0,0,0,0
1606106400,4.545,89.5,0,1.9080000000000001,30.61,0,984,0,0,0,0,0,0,0,0,0,0,0
1606107000,4.578,89.4,0,2.052,29.52,0,984,0,0,0,0,0,0,0,0,0,0,0
1606107600,4.367,89.6,0,1.848,20.24,0,984,0,0,0,0,0,0,0,0,0,0,0
1606108200,4.439,90.1,0,1.774,3.8789999999999996,0,984,0,0,0,0,0,0,0,0,0,0,0
1606108800,4.668,90,0,1.367,357.8,0,985,0,0,0,0,0,0,0,0,0,0,0
1606109400,4.797,88.9,0,1.4469999999999998,3.011,0,985,0,0,0,0,0,0,0,0,0,0,0
1606110000,4.496,88.2,0,1.235,1.984,0,985,0,0,0,0,0,0,0,0,0,0,0
1606110600,4.377,88.5,0,1.317,34.64,0,985,0,0,0,0,0,0,0,0,0,0,0
1606111200,4.402,89.5,0,1.537,32.84,0,985,0,0,0,0,0,0,0,0,0,0,0
1606111800,4.739,88.5,0,1.445,31.06,0,985,0,0,0,0,0,0,0,0,0,0,0
1606112400,4.699,87.6,0,1.178,18.19,0,985,0,0,0,0,0,0,0,0,0,0,0
