x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17
1630281600,16.25,69.66,0.001,4.538,24.54,0,973,0,0,0,0,0,0,0,0,0,0,0
1630282200,16.15,73.42,0.001,4.457,23.94,0,973,0,0,0,0,0,0,0,0,0,0,0
1630282800,16.09,68.78,0.001,4.06,28.14,0,973,0,0,0,0,0,0,0,0,0,0,0
1630283400,16.1,70.38,0.001,2.79,25.14,0,973,0,0,0,0,0,0,0,0,0,0,0
1630284000,16.12,68.58,0.001,3.76,32.16,0,973,0,0,0,0,0,0,0,0,0,0,0
1630284600,16.32,69.13,0.001,3.717,26.82,0,973,0,0,0,0,0,0,0,0,0,0,0
1630285200,16.35,68.8,0.001,3.1310000000000002,20.59,0,973,0,0,0,0,0,0,0,0,0,0,0
1630285800,16.07,72.3,0.001,4.32,3.695,0,973,0,0,0,0,0,0,0,0,0,0,0
1630286400,16.06,71.65,0.001,5.008,8.5,0,973,0,0,0,0,0,0,0,0,0,0,0
1630287000,15.98,71.96,0.001,4.8389999999999995,9.3,0,973,0,0,0,0,0,0,0,0,0,0,0
1630287600,15.97,72.94,0.001,5.191,6.341,0,973,0,0,0,0,0,0,0,0,0,0,0
1630288200,16,72,0.001,4.43,17.7,0,973,0,0,0,0,0,0,0,0,0,0,0
1630288800,15.81,75.48,0.001,4.289,10.13,0,973,0,0,0,0,0,0,0,0,0,0,0
1630289400,15.57,76.94,0.001,3.508,10.34,0,973,0,0,0,0,0,0,0,0,0,0,0
1630290000,15.72,75.01,0.001,1.253,122.2,0,973,0,0,0,0,0,0,0,0,0,0,0
1630290600,16.03,73.64,0.001,1.2890000000000001,182.7,0,973,0,0,0,0,0,0,0,0,0,0,0
1630291200,15.84,74.55,0.001,1.078,344.2,0,973,0,0,0,0,0,0,0,0,0,0,0
1630291800,15.45,75.32,0.001,1.4669999999999999,295.3,0,973,0,0,0,0,0,0,0,0,0,0,0
1630292400,15.44,74.47,0.001,1.765,294.5,0,973,0,0,0,0,0,0,0,0,0,0,0
1630293000,15.77,77.66,0.001,2.7060000000000004,190.7,0,973,0,0,0,0,0,0,0,0,0,0,0
1630293600,15.63,76.93,0.001,1.37,210.8,0,973,0,0,0,0,0,0,0,0,0,0,0
1630294200,15.49,75.74,0.001,1.621,323.8,0,973,0,0,0,0,0,0,0,0,0,0,0
1630294800,15.5,72.3,0.001,2.199,300.3,0,973,0,0,0,0,0,0,0,0,0,0,0
1630295400,15.52,75.3,0.001,2.653,322.6,0,973,0,0,0,0,0,0,0,0,0,0,0
1630296000,15.3,76.94,0.001,2.496,347.9,0,973,0,0,0,0,0,0,0,0,0,0,0
1630296600,15.05,77.31,0.001,1.8159999999999998,353.6,0,973,0,0,0,0,0,0,0,0,0,0,0
1630297200,14.88,78.6,0.006999999999999999,1.094,4.878,0,973,0,0,0,0,0,0,0,0,0,0,0
1630297800,14.81,78.3,0.064,1.51,114.4,0,973,0,0,0,0,0,0,0,0,0,0,0
1630298400,14.83,79.2,0.483,1.412,74.05,0,973,0,0,0,0,0,0,0,0,0,0,0
1630299000,14.91,79.73,2.325,1.263,46.53,0,973,0,0,0,0,0,0,0,0,0,0,0
1630299600,14.86,79.16,6.627999999999999,2.017,34.47,0,973,0,0,0,0,0,0,0,0,0,0,0
1630300200,14.64,79.42,11.83,3.139,45.38,0,973,0,0,0,0,0,0,0,0,0,0,0
1630300800,14.42,80.7,17.48,2.475,54.45,0,973,0,0,0,0,0,0,0,0,0,0,0
1630301400,14.51,80.5,34.67,2.137,40.28,0,973,0,0,0,0,0,0,0,0,0,0,0
1630302000,14.5,79.74,87.1,2.503,47.02,0,973,0,0,0,0,0,0,0,0,0,0,0
1630302600,14.74,78.34,112.9,3.125,44.83,0,973,0,0,0,0,0,0,0,0,0,0,0
1630303200,14.69,77.98,139.9,3.034,45.13,0,973,0,0,0,0,0,0,0,0,0,0,0
1630303800,14.67,78.63,165.8,3.707,61.59,0,973,0,0,0,0,0,0,0,0,0,0,0
1630304400,14.74,79.1,193.8,2.354,70.83,0,973,0,0,0,0,0,0,0,0,0,0,0
1630305000,14.98,77.63,224.6,2.82,87.9,0,973,0,0,0,0,0,0,0,0,0,0,0
1630305600,15.37,74.04,256.5,2.861,90.4,0,973,0,0,0,0,0,0,0,0,0,0,0
1630306200,15.92,72.11,285.2,3.217,78.6,0,973,0,0,0,0,0,0,0,0,0,0,0
1630306800,16.07,70.9,313.1,4.07,83,0,973,0,0,0,0,0,0,0,0,0,0,0
1630307400,15.92,71.08,341.4,4.1,116.3,0,973,0,0,0,0,0,0,0,0,0,0,0
1630308000,15.94,73.46,369.2,3.4939999999999998,118.9,0,973,0,0,0,0,0,0,0,0,0,0,0
1630308600,16.08,71.49,397,3.605,136.3,0,973,0,0,0,0,0,0,0,0,0,0,0
1630309200,16.22,68.53,426.1,2.9130000000000003,102,0,973,0,0,0,0,0,0,0,0,0,0,0
1630309800,16.64,69.17,454.6,3.687,54.75,0,973,0,0,0,0,0,0,0,0,0,0,0
1630310400,16.65,68.64,484.3,2.439,55.53,0,973,0,0,0,0,0,0,0,0,0,0,0
