x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17
1591574400,13.78,78.16,0,2.219,62.05,0,968,0,0,0,0,0,0,0,0,0,0,0
1591575000,13.27,78.64,0,1.9069999999999998,1.672,0,969,0,0,0,0,0,0,0,0,0,0,0
1591575600,13.12,80.4,0,1.796,24.14,0,968,0,0,0,0,0,0,0,0,0,0,0
1591576200,12.8,82.7,0,1.7069999999999999,35.01,0,968,0,0,0,0,0,0,0,0,0,0,0
1591576800,12.78,79.79,0,1.671,11.14,0,968,0,0,0,0,0,0,0,0,0,0,0
1591577400,12.76,79.45,0,1.837,10.63,0,968,0,0,0,0,0,0,0,0,0,0,0
1591578000,12.73,79.69,0,1.514,50.4,0,968,0,0,0,0,0,0,0,0,0,0,0
1591578600,12.64,82.6,0,1.745,37.13,0,968,0,0,0,0,0,0,0,0,0,0,0
1591579200,12.43,84.1,0,1.639,22.81,0,968,0,0,0,0,0,0,0,0,0,0,0
1591579800,12.44,79.11,0,1.045,63.54,0,967,0,0,0,0,0,0,0,0,0,0,0
1591580400,12.57,79.39,0,0.9309999999999999,57.08,0,968,0,0,0,0,0,0,0,0,0,0,0
1591581000,12.58,79.76,0,0.593,23.96,0,967,0,0,0,0,0,0,0,0,0,0,0
1591581600,12.51,77.07,0,1.016,11.48,0,967,0,0,0,0,0,0,0,0,0,0,0
1591582200,12.62,77.89,0,1.127,10.19,0,967,0,0,0,0,0,0,0,0,0,0,0
1591582800,12.78,76.21,0,1.469,328.1,0,968,0,0,0,0,0,0,0,0,0,0,0
1591583400,12.76,79.08,0,1.673,357.9,0,967,0,0,0,0,0,0,0,0,0,0,0
1591584000,12.58,77,0,2.085,21.56,0,967,0,0,0,0,0,0,0,0,0,0,0
1591584600,12.46,79.11,0,1.806,11.85,0,968,0,0,0,0,0,0,0,0,0,0,0
1591585200,12.42,80.2,0,1.705,31.73,0,968,0,0,0,0,0,0,0,0,0,0,0
1591585800,12.2,80.5,0,2.142,50.38,0,968,0,0,0,0,0,0,0,0,0,0,0
1591586400,12.3,81.4,0,1.4880000000000002,57.92,0,968,0,0,0,0,0,0,0,0,0,0,0
1591587000,12.38,78.09,0.23800000000000002,1.4340000000000002,23.97,0,968,0,0,0,0,0,0,0,0,0,0,0
1591587600,12.55,77.68,1.13,0.552,30.97,0,968,0,0,0,0,0,0,0,0,0,0,0
1591588200,12.63,77.1,1.982,0.611,318.5,0,968,0,0,0,0,0,0,0,0,0,0,0
1591588800,12.91,76.04,4.032,1.4569999999999999,281.2,0,967,0,0,0,0,0,0,0,0,0,0,0
1591589400,12.94,74.17,6.04,2.181,341.7,0,968,0,0,0,0,0,0,0,0,0,0,0
1591590000,13.04,72.09,12.07,2.489,53.89,0,968,0,0,0,0,0,0,0,0,0,0,0
1591590600,12.79,78.84,30.47,1.829,36.18,0,968,0,0,0,0,0,0,0,0,0,0,0
1591591200,12.8,73.55,37.95,2.36,25.67,0,968,0,0,0,0,0,0,0,0,0,0,0
1591591800,12.92,74.71,58.18,2.133,358.9,0,968,0,0,0,0,0,0,0,0,0,0,0
1591592400,12.82,77.07,84.5,1.382,74.71,0,968,0,0,0,0,0,0,0,0,0,0,0
1591593000,12.76,75.84,88.4,1.8419999999999999,95.4,0,968,0,0,0,0,0,0,0,0,0,0,0
1591593600,12.78,75.84,67.57,1.3130000000000002,111,0,968,0,0,0,0,0,0,0,0,0,0,0
1591594200,12.75,76.08,104.4,0.898,148.1,0,968,0,0,0,0,0,0,0,0,0,0,0
1591594800,12.86,77.41,205.6,1.6869999999999998,59.35,0,968,0,0,0,0,0,0,0,0,0,0,0
1591595400,12.86,78.4,243.3,1.6780000000000002,89.9,0,968,0,0,0,0,0,0,0,0,0,0,0
1591596000,13.14,76.31,300.5,2.31,46.14,0,968,0,0,0,0,0,0,0,0,0,0,0
1591596600,13.28,75.84,158.6,1.568,91.8,0,968,0,0,0,0,0,0,0,0,0,0,0
1591597200,13.42,76.34,100.4,1.29,299.3,0,968,0,0,0,0,0,0,0,0,0,0,0
