bulk_temp,skin_temp,air_temp,precipitation,windspeed,solar_W,rel_humidity,air_pressure,Quality
-0.27033752588811194,-0.3292526340193871,-0.7936335986000582,0.0,-0.11220420101036953,0.5180903920981742,0.6936325678496873,0.0,0.0
-0.2672379529717203,-0.3593389817648914,-0.7265530602891546,0.0,-0.3610741823982984,0.9137803052978151,0.4900835073068895,0.0,0.0
-0.26306885697133026,-0.3282265988623858,-0.6266405566434731,0.0,-0.706195160861473,1.1442502244836876,0.19832985386221283,0.0,0.0
-0.2614871875210209,-0.30509665721351303,-0.6206408066330569,0.0,-0.16644509438978997,0.815007482789584,0.32828810020876864,0.0,0.0
-0.26303532155025333,-0.2948035930241787,-0.6065580600808298,0.0,-0.11379952140388196,0.9299431307991619,0.33350730688935293,0.0,0.0
-0.26339070816281773,-0.3247579980513965,-0.5750593725261447,0.0,-0.3238500398830099,0.4418856629751571,0.1764091858037576,0.0,0.0
-0.2637355525846186,-0.33030258463265744,-0.5619765843089871,0.0,-0.354692900824249,0.15712062256809337,0.2030271398747391,0.0,0.0
-0.264554053142421,-0.3454120601386105,-0.6004749802091579,0.0,-0.5759106620579634,-0.004507632445375636,0.32828810020876864,0.0,0.0
-0.26527342151526045,-0.358985590290433,-0.7604683138202575,0.0,-0.37543206593990963,-0.004507632445375636,0.6988517745302716,0.0,0.0
-0.26876111515300977,-0.34164349676046946,-0.8057164284821464,0.0,-0.2727997872906142,-0.004507632445375636,0.7562630480167013,0.0,0.0
-0.2659451478832037,-0.3213497421819822,-0.7678013416107661,0.0,-0.3366126030311088,-0.004507632445375636,0.7040709812108558,0.0,0.0
-0.26165962542194027,-0.29907201858338434,-0.716136827632182,0.0,-0.3031108747673491,-0.004507632445375636,0.7353862212943636,0.0,0.0
-0.2595328010414229,-0.2890230593320145,-0.6998041748260487,0.0,-0.3855357617654879,-0.004507632445375636,0.7406054279749478,0.0,0.0
-0.26069680071660395,-0.2857079140051836,-0.7208032998625056,0.0,-0.1675086413187982,-0.004507632445375636,0.7980167014613784,0.0,0.0
-0.25952906180205537,-0.28552622633823366,-0.7361359943335692,0.0,-0.22228130816272268,-0.004507632445375636,0.8241127348643011,0.0,0.0
-0.2615617898318643,-0.28457269408146724,-0.7974667722178241,0.0,0.23344855091730943,-0.004507632445375636,0.8241127348643011,0.0,0.0
-0.2635166894699335,-0.29954809310832003,-0.8237156785133951,0.0,0.013826110077107167,-0.004507632445375636,0.8815240083507309,0.0,0.0
-0.2645583780164251,-0.3042612560866911,-0.7943835673513603,0.0,-0.4461579367189578,-0.004256210715354683,0.7875782881002091,0.0,0.0
-0.267640298345173,-0.28353567987030465,-0.7303029040456647,0.0,0.1696357351768148,-0.004507632445375636,0.9232776617954072,0.0,0.0
-0.26525166089849245,-0.29402193492203516,-0.8057164284821464,0.0,0.051050252592395574,-0.004507632445375636,1.0120041753653446,0.0,0.0
-0.26649675047922117,-0.31664605551452013,-0.8597975084371484,0.0,-0.37224142515288494,-0.004507632445375636,1.0276617954070981,0.0,0.0
-0.2623840324606422,-0.31734926158085086,-0.8333819424190658,0.0,-0.44456261632544536,-0.004507632445375636,0.9702505219206684,0.0,0.0
-0.2622506684252485,-0.32074048242971465,-0.8163826507228864,0.0,-0.41318798191970224,0.009236755462436394,0.8867432150313151,0.0,0.0
-0.2626210909668523,-0.321396932565661,-0.8471313695262696,0.0,-0.06700345652751923,0.09480395091290032,0.8658663883089773,0.0,0.0
-0.26289267262773763,-0.31979883670454384,-0.831382025748927,0.0,-0.162190906673757,0.33670757258305894,0.7249478079331944,0.0,0.0
-0.26275096880260396,-0.319903348506611,-0.7819674180242489,0.0,-0.2972613666578038,0.4577491768931457,0.7614822546972864,0.0,0.0
-0.25958588014734807,-0.31334282942616637,-0.7475521853256113,0.0,-0.3063015155543738,0.6204549536067046,0.7145093945720251,0.0,0.0
-0.25949533661469243,-0.3076327294204263,-0.7810507895504354,0.0,-0.2201542143047062,0.6001017659383417,0.7406054279749478,0.0,0.0
-0.26064294923590275,-0.3229545099512379,-0.8061330777884255,0.0,-0.41425152884871047,0.4533792277761149,0.7510438413361171,0.0,0.0
-0.260718962281322,-0.3255495541403096,-0.7688846298070913,0.0,-0.5812283967030046,0.9377252319664772,0.7562630480167013,0.0,0.0
-0.26080701140080753,-0.3344233632807062,-0.6885546435565183,0.0,-0.4360542408933794,0.2667883867105657,0.5527139874739042,0.0,0.0
-0.26276189296846997,-0.35060290266492494,-0.6913878588392149,0.0,-0.604094655676682,-0.004507632445375636,0.542275574112735,0.0,0.0
-0.26412410929776,-0.3628564428778504,-0.8169659597516769,0.0,-0.33767614996011697,-0.004507632445375636,0.8449895615866388,0.0,0.0
-0.26864717204366667,-0.36379605911976987,-0.8557143452356151,0.0,-0.2600372241425153,-0.004507632445375636,0.8710855949895616,0.0,0.0
-0.268401580123096,-0.37298703206409584,-0.8686304737302611,0.0,-0.26482318532305243,-0.004507632445375636,0.8710855949895616,0.0,0.0
-0.26689777764787,-0.3596640015860593,-0.8893796091829506,0.0,-0.09199680935921302,-0.004507632445375636,0.8606471816283924,0.0,0.0
-0.26962423734779867,-0.3235911780651403,-0.8567976334319402,0.0,-0.26588673225206055,-0.002119126010176594,0.8241127348643011,0.0,0.0
-0.27103982743223026,-0.3170760255183484,-0.8082163243198198,0.0,-0.377027386333422,-0.004507632445375636,0.8136743215031318,0.0,0.0
-0.27415593839099567,-0.31043051652715087,-0.7809674596891795,0.0,-0.3530975804307365,-0.004507632445375636,0.8606471816283924,0.0,0.0
-0.27709410103946003,-0.31065462302841906,-0.7911337027623847,0.0,-0.17388992289284766,-0.004507632445375636,1.032881002087683,0.0,0.0
-0.27909885807425516,-0.3112638302845616,-0.7953001958251739,0.0,-0.2770539750066472,-0.004507632445375636,1.0850730688935286,0.0,0.0
-0.28276390969714776,-0.31550601928837785,-0.8152160326653055,0.0,-0.24993352831693702,-0.004507632445375636,1.0694154488517744,0.0,0.0
-0.28502428331310836,-0.31912599278016845,-0.818465897254281,0.0,-0.25152884871044934,-0.004507632445375636,1.0276617954070981,0.0,0.0
-0.28092475378930726,-0.317447408787296,-0.8203824840631639,0.0,-0.23557564477532567,-0.004507632445375636,1.0746346555323594,0.0,0.0
-0.2834006713256687,-0.31929512416742734,-0.7673013624432314,0.0,-0.32757245413453867,-0.004507632445375636,1.0224425887265138,0.0,0.0
-0.2830207430694433,-0.3202312157845782,-0.8103829007124703,0.0,-0.15846849242222819,-0.004507632445375636,1.0694154488517744,0.0,0.0
-0.28148093654704587,-0.3248953656455011,-0.8293821090787883,0.0,-0.2956660462642915,0.00167015863513918,1.1007306889352821,0.0,0.0
-0.27999429330602776,-0.33040745329817256,-0.8332152826965542,0.0,-0.28556235043871325,0.11749176893145763,0.9598121085594992,0.0,0.0
-0.27794803795591827,-0.33105101598628717,-0.8469647098037582,0.0,-0.14357883541611277,0.3405986231667165,1.0381002087682674,0.0,0.0
-0.2757343116024883,-0.3265026998303956,-0.8028832131994499,0.0,-0.14783302313214575,0.7898653097874887,0.8345511482254696,0.0,0.0
-0.2758851138934293,-0.326623655407668,-0.7304695637681762,0.0,-0.6477000797660198,0.6869021251122418,0.7301670146137785,0.0,0.0
-0.2743981021814788,-0.3287831028732071,-0.7220532477813424,0.0,-0.5035894708854028,0.6461957497755163,0.677974947807933,0.0,0.0
-0.26878340404276213,-0.33770636598964043,-0.710803716511812,0.0,-0.6099441637862271,0.7126429212810536,0.6414405010438418,0.0,0.0
-0.2675553451499417,-0.32107220067450104,-0.6765551435356859,0.0,-0.4982717362403617,0.3467045794672254,0.646659707724426,0.0,0.0
