x,datetime,bulk_temp,skin_temp,air_temp,precipitation,windspeed,solar_W,rel_humidity,air_pressure,Quality
1481788800.0,2016-12-15 09:00:00,8.735579637770693,7.777692269935551,2.014,0.0,1.047,0.21,89.8,0.0,0
1481792400.0,2016-12-15 10:00:00,8.73973072768754,7.737397730253461,1.983,0.0,1.139,10.46,90.3,0.0,0
1481796000.0,2016-12-15 11:00:00,8.750648282265718,7.790742129362698,2.066,0.0,1.287,28.01,90.1,0.0,0
1481799600.0,2016-12-15 12:00:00,8.777586227216426,7.786751221771012,2.461,0.0,1.251,53.73,89.7,0.0,0
1481803200.0,2016-12-15 13:00:00,8.790799912858342,7.85911426701041,2.551,0.0,1.2819999999999998,66.88,88.9,0.0,0
1481806800.0,2016-12-15 14:00:00,8.836971970632934,7.883493365732532,2.64,0.0,1.189,68.87,88.1,0.0,0
1481810400.0,2016-12-15 15:00:00,8.875841173212136,7.8556413493624495,2.548,0.0,1.504,73.09,88.6,0.0,0
1481814000.0,2016-12-15 16:00:00,8.891168766196133,7.896404623529385,2.604,0.0,0.667,48.68,87.7,0.0,0
1481817600.0,2016-12-15 17:00:00,8.912809029086015,7.935509980207796,2.697,0.0,1.274,18.47,87.9,0.0,0
1481821200.0,2016-12-15 18:00:00,8.909426863282093,7.9049276231224495,2.481,0.0,1.3159999999999998,0.045,89.3,0.0,0
1481824800.0,2016-12-15 19:00:00,8.902335540142646,7.900065405592485,2.057,0.0,1.624,0.0,90.6,0.0,0
1481828400.0,2016-12-15 20:00:00,8.888013017289916,7.893392462436401,1.237,0.0,2.373,0.0,92.7,0.0,0
1481832000.0,2016-12-15 21:00:00,8.900505631787926,7.786115302690749,0.865,0.0,2.28,0.0,94.0,0.0,0
1481835600.0,2016-12-15 22:00:00,8.893569137684846,7.782268628460006,0.83,0.0,1.967,0.0,95.0,0.0,0
1481839200.0,2016-12-15 23:00:00,8.86354114868176,7.768116789218964,0.51,0.0,2.068,0.0,93.1,0.0,0
1481842800.0,2016-12-16 00:00:00,8.846258729229845,7.799297544871363,0.4429999999999999,0.0,2.069,0.0,90.6,0.0,0
