x,datetime,bulk_temp,skin_temp,air_temp,wind_speed,air_pressure,relative_humidity,solar_irradiance,meteo_timestamp,Quality
1668258012.571,2022-11-12 14:00:12.571,13.1795,15.29,13.30101395972225,0.2929305553277789,945.41611111111,62.31388888888884,326.4888888888891,1668258001.246,0
1668258612.607,2022-11-12 14:10:12.607,13.2057,14.19,12.24505549652775,0.7932577674604492,944.929444444445,65.98472222222216,274.8194444444442,1668258601.265,0
1668259212.59,2022-11-12 14:20:12.590,13.2053,14.15,12.068333342361084,0.6050216584465625,944.8880555555568,65.83472222222225,230.26944444444496,1668259201.262,0
1668259812.618,2022-11-12 14:30:12.618,13.2036,13.88,12.013621546457166,0.5337500007361108,944.9779237288124,66.75320150659151,223.6366054613925,1668259801.283,0
1668260412.6,2022-11-12 14:40:12.600,13.1958,13.78,12.114402715277915,0.5829722220972225,944.9623611111118,65.47638888888899,206.27777777777752,1668260401.267,0
1668261012.745,2022-11-12 14:50:12.745,13.1845,13.84,12.119138755555584,0.5145694461527783,944.8979166666676,66.9180555555555,183.45972222222247,1668261001.479,0
1668261612.694,2022-11-12 15:00:12.694,13.1901,13.34,12.090638847916583,0.5812474878214434,944.8504166666672,71.3888888888889,165.25277777777666,1668261601.35,0
1668262212.655,2022-11-12 15:10:12.655,13.1743,13.41,12.000922146000166,0.8870694420763834,944.6790763252134,74.39414652218225,123.66108293970495,1668262201.472,0
1668262812.635,2022-11-12 15:20:12.635,13.1404,13.1,11.43448280586175,1.4605241251681331,944.6536478151824,78.35894211598742,110.59195494118552,1668262801.453,0
1668263412.662,2022-11-12 15:30:12.662,13.1117,12.57,11.07583328541658,1.7754861109722249,944.6327777777776,80.18333333333335,88.5125,1668263401.267,0
1668264012.599,2022-11-12 15:40:12.599,13.0736,12.74,10.9180833805555,1.71268055444445,944.5166666666668,82.79027777777775,81.37916666666665,1668264001.262,0
1668264612.59,2022-11-12 15:50:12.590,13.0607,12.45,10.786555607638748,1.3753333310000164,944.4216666666669,83.91666666666676,71.53750000000001,1668264601.305,0
1668265212.614,2022-11-12 16:00:12.614,13.0277,12.32,10.837611050694498,0.3422693633775482,944.4580555555558,83.67222222222217,57.47638888888884,1668265201.268,0
1668265812.646,2022-11-12 16:10:12.646,13.0038,12.05,11.029425043208668,0.4146527766930556,944.5075635593216,82.22749529190209,42.64778719397366,1668265801.267,0
1668266412.567,2022-11-12 16:20:12.567,12.954,12.1,10.77389314762767,1.7553333330416676,944.4683809159934,84.387855036893,28.45675650643684,1668266401.265,0
1668267027.994,2022-11-12 16:30:27.994,12.9472,11.92,9.904972234722184,2.228375001388883,944.1044444444432,88.71944444444439,17.451388888888665,1668267001.261,1
1668267612.64,2022-11-12 16:40:12.640,12.9404,11.6,9.4767640173611,1.569777778333325,944.120416666666,91.2569444444445,11.026388888888832,1668267601.266,0
1668268228.28,2022-11-12 16:50:28.280,12.921949999999999,11.74,9.397055641666674,1.8219260245713416,944.1181944444448,91.35555555555544,5.113888888888892,1668268201.469,1
1668268812.751,2022-11-12 17:00:12.751,12.9035,11.47,9.414541698611108,1.3225221321102,944.0797222222226,91.798611111111,1.6111111111111087,1668268801.39,0
1668269412.677,2022-11-12 17:10:12.677,12.8753,11.24,9.365690634670708,1.27890277894445,944.0171117362836,92.00338983050852,0.5567433855083282,1668269401.411,0
1668270012.667,2022-11-12 17:20:12.667,12.8917,11.84,9.159755276939666,1.7712600591283585,944.0406082375484,92.91968390804593,0.0,1668270001.39,0
1668270612.615,2022-11-12 17:30:12.615,12.87,11.51,9.125819465972224,1.2718879471673783,944.081805555556,93.00694444444451,0.0,1668270601.258,0
1668271212.63,2022-11-12 17:40:12.630,12.8346,11.26,8.981735237547083,1.6529305533333336,943.94136299435,93.55270715630884,0.0,1668271201.266,0
1668271828.3,2022-11-12 17:50:28.300,12.82995,10.81,8.734872553016658,1.2816111072638918,943.7578385199585,93.93422208329476,0.0,1668271801.262,1
1668272412.597,2022-11-12 18:00:12.597,12.8253,11.02,8.798194465972225,0.8543194427638876,943.7844444444452,93.51805555555558,0.0,1668272401.347,0
1668273012.614,2022-11-12 18:10:12.614,12.8275,11.09,8.674375022916658,1.43841666755555,943.7806944444432,94.52083333333331,0.0,1668273001.277,0
1668273612.589,2022-11-12 18:20:12.589,12.7676,11.29,8.49123609444444,1.500607345746225,943.6906944444452,94.2430555555555,0.0,1668273601.257,0
1668274212.597,2022-11-12 18:30:12.597,12.8241,11.25,8.570393127565909,1.5059583331944415,943.67911252354,93.60416666666669,0.0,1668274201.281,0
1668274812.575,2022-11-12 18:40:12.575,12.7991,11.01,8.564450679226676,1.3978194459722248,943.600937528944,92.83447871322274,0.0,1668274801.259,0
1668275412.598,2022-11-12 18:50:12.598,12.8008,11.16,8.480527565972215,1.41856944256945,943.4651388888892,93.3569444444445,0.0,1668275401.342,0
1668276012.633,2022-11-12 19:00:12.633,12.7666,10.95,8.299680310416667,1.005111109055553,943.3418055555549,92.27916666666664,0.0,1668276001.323,0
1668276612.626,2022-11-12 19:10:12.626,12.8024,10.89,8.418380134463275,0.8549274939995276,943.4629731638408,93.12989642184556,0.0,1668276601.316,0
1668277212.63,2022-11-12 19:20:12.630,12.7995,11.26,8.2038546614289,1.4750694441527916,943.389126647834,92.819138418079,0.0,1668277201.263,0
1668277812.607,2022-11-12 19:30:12.607,12.7944,11.01,7.747319358888883,1.70765278069445,943.2893055555533,92.3930555555554,0.0,1668277801.274,0
1668278412.561,2022-11-12 19:40:12.561,12.7718,10.84,7.249680565416682,2.121083330972225,943.1413888888868,93.52777777777776,0.0,1668278401.253,0
1668279012.647,2022-11-12 19:50:12.647,12.7878,11.05,7.3506804983333405,1.31949999793055,943.2169444444426,93.59861111111115,0.0,1668279001.346,0
1668279612.619,2022-11-12 20:00:12.619,12.7536,10.62,7.547791550138892,0.9998069676151156,943.1451388888884,92.02638888888885,0.0,1668279601.265,0
1668280212.641,2022-11-12 20:10:12.641,12.7777,10.73,7.505722219027782,1.855543082504008,943.1020833333326,91.18194444444448,0.0,1668280201.25,0
1668280812.616,2022-11-12 20:20:12.616,12.7654,11.73,6.493962126951383,2.7411111120833165,942.73787332901,95.664960560032,0.0,1668280801.27,0
