x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1475272800,18.97,,,,,,,,18.67,,,5.9,,273.6,,3.717,,,,,,,,,1,,1
1475276400,18.62,,,,,,,,18.69,,,6.4,,270.5,,3.675,,,,,,,,,1,,1
1475280000,18.31,,,,,,,,18.72,,,5.5,,272.6,,3.992,,,,,,,,,1,,1
1475283600,18.4,,,,,,,,18.69,,,6.8,,251.1,,5.316,,,,,,,,,1,,1
1475287200,18.13,,,,,,,,18.64,,,6.2,,271.7,,3.61,,,,,,,,,1,,1
1475290800,17.65,,,,,,,,18.81,,,6.3,,283.2,,2.6889999999999996,,,,,,,,,1,,1
1475294400,17.41,,,,,,,,18.8,,,6.2,,305.6,,1.777,,,,,,,,,1,,1
1475298000,17.24,,,,,,,,18.69,,,5.4,,273.1,,3.298,,,,,,,,,1,,1
1475301600,17.4,,,,,,,,18.55,,,4.6,,270.7,,2.977,,,,,,2.886,,,1,,1
1475305200,17.45,,,,,,,,18.44,,,3.9,,283.7,,1.501,,,,,,53.23,,,1,,1
1475308800,17.02,,,,,,,,18.63,,,4.8,,278.3,,2.7560000000000002,,,,,,79.5,,,1,,1
1475312400,17,,,,,,,,18.78,,,3.9,,280.1,,1.8259999999999998,,,,,,110.1,,,1,,1
1475316000,17.56,,,,,,,,18.74,,,5.4,,286.6,,1.849,,,,,,209.1,,,1,,1
1475319600,17.38,,,,,,,,18.84,,,9.9,,307.1,,3.563,,,,,,83.9,,,1,,1
1475323200,15.51,,,,,,,,18.89,,,10.5,,270.2,,6.962000000000001,,,,,,64.18,,,1,,1
1475326800,15.14,,,,,,,,18.91,,,8.9,,254.1,,7.007999999999999,,,,,,66.93,,,1,,1
1475330400,14.98,,,,,,,,18.85,,,9,,264.1,,6.199,,,,,,53.55,,,1,,1
1475334000,15.35,,,,,,,,18.86,,,7.6,,277,,4.485,,,,,,89.9,,,1,,1
1475337600,15.47,,,,,,,,18.58,,,5.7,,325.4,,2.465,,,,,,114.4,,,1,,1
1475341200,15.94,,,,,,,,18.59,,,5.9,,308.3,,1.869,,,,,,33.07,,,1,,1
1475344800,16.27,,,,,,,,18.68,,,6.5,,275.7,,3.694,,,,,,0.986,,,1,,1
1475348400,16.22,,,,,,,,18.7,,,6.2,,305.8,,2.43,,,,,,,,,1,,1
1475352000,16.05,,,,,,,,18.77,,,5.6,,313,,1.682,,,,,,,,,1,,1
1475355600,16.09,,,,,,,,18.63,,,5.8,,283,,2.5269999999999997,,,,,,,,,1,,1
1475359200,15.89,,,,,,,,18.65,,,4.5,,304.3,,1.617,,,,,,,,,1,,1
1475362800,15.42,,,,,,,,18.57,,,4.2,,317.5,,1.568,,,,,,,,,1,,1
1475366400,15.49,,,,,,,,18.22,,,4.4,,308,,1.531,,,,,,,,,1,,1
1475370000,15.37,,,,,,,,18.55,,,6.4,,314.7,,1.881,,,,,,,,,1,,1
1475373600,14.98,,,,,,,,18.71,,,5.4,,323.9,,2.044,,,,,,,,,1,,1
1475377200,15.18,,,,,,,,18.52,,,6.2,,301.6,,2.728,,,,,,,,,1,,1
1475380800,15.06,,,,,,,,18.63,,,6.4,,297.1,,2.897,,,,,,,,,1,,1
1475384400,15,,,,,,,,18.47,,,6.6,,288.5,,3.002,,,,,,,,,1,,1
1475388000,15.01,,,,,,,,18.28,,,8.3,,277.1,,4.801,,,,,,4.346,,,1,,1
1475391600,14.68,,,,,,,,17.91,,,8.5,,291.6,,3.805,,,,,,84.2,,,1,,1
1475395200,15.34,,,,,,,,17.97,,,8.5,,280.3,,4.399,,,,,,266.4,,,1,,1
1475398800,15.55,,,,,,,,18.3,,,6.6,,273.1,,4.5089999999999995,,,,,,167.2,,,1,,1
1475402400,15.68,,,,,,,,18.39,,,7.1,,265,,4.862,,,,,,235.5,,,1,,1
1475406000,16.07,,,,,,,,18.36,,,7.7,,261.9,,5.4239999999999995,,,,,,266.4,,,1,,1
1475409600,16.63,,,,,,,,18.16,,,8.2,,279.2,,4.942,,,,,,469.3,,,1,,1
1475413200,16.55,,,,,,,,18.21,,,8.9,,313.5,,2.787,,,,,,462.3,,,1,,1
1475416800,16.94,,,,,,,,18.07,,,6.5,,304.5,,2.845,,,,,,278.2,,,1,,1
1475420400,17.33,,,,,,,,17.85,,,8.5,,310.2,,2.455,,,,,,215.3,,,1,,1
1475424000,17.09,,,,,,,,17.56,,,7.4,,323.8,,2.991,,,,,,152.4,,,1,,1
1475427600,16.68,,,,,,,,17.56,,,6.2,,321.9,,2.234,,,,,,24.74,,,1,,1
1475431200,15.38,,,,,,,,17.29,,,6.6,,335.7,,3.259,,,,,,0.937,,,1,,1
1475434800,14.37,,,,,,,,17.07,,,6.3,,342.6,,2.4730000000000003,,,,,,,,,1,,1
1475438400,12.72,,,,,,,,16.94,,,3.8,,14.49,,1.431,,,,,,,,,1,,1
1475442000,12.11,,,,,,,,16.82,,,3.2,,30.42,,1.278,,,,,,,,,1,,1
1475445600,10.28,,,,,,,,16.86,,,2.5,,56.24,,1.2670000000000001,,,,,,,,,1,,1
1475449200,8.69,,,,,,,,16.75,,,2.9,,48.28,,1.599,,,,,,,,,1,,1
1475452800,8.26,,,,,,,,16.65,,,2.3,,44.93,,0.907,,,,,,,,,1,,1
1475456400,8.55,,,,,,,,16.73,,,2.7,,37.24,,1.196,,,,,,,,,1,,1
1475460000,8.61,,,,,,,,16.75,,,3,,33.84,,1.01,,,,,,,,,1,,1
1475463600,8.9,,,,,,,,16.99,,,3.2,,33.99,,1.48,,,,,,,,,1,,1
1475467200,7.836,,,,,,,,17.11,,,2.7,,46.34,,1.124,,,,,,,,,1,,1
1475470800,8.26,,,,,,,,17.16,,,2.6,,37.18,,1.084,,,,,,,,,1,,1
1475474400,7.792000000000001,,,,,,,,17.09,,,2.3,,39.06,,1.3,,,,,,6.74,,,1,,1
1475478000,8.44,,,,,,,,17.01,,,2.3,,47.51,,1.171,,,,,,134,,,1,,1
1475481600,11.46,,,,,,,,17.01,,,5.8,,64,,2.708,,,,,,310.6,,,1,,1
1475485200,12.94,,,,,,,,17.18,,,6.9,,71.1,,2.995,,,,,,467.7,,,1,,1
1475488800,14.15,,,,,,,,17.07,,,7.2,,69.38,,3.653,,,,,,587.6,,,1,,1
1475492400,15.24,,,,,,,,17.2,,,6.9,,65.97,,3.202,,,,,,654.7,,,1,,1
1475496000,16.09,,,,,,,,17.25,,,8.4,,67.82,,3.5069999999999997,,,,,,664,,,1,,1
1475499600,16.83,,,,,,,,17.55,,,7.4,,96.8,,3.634,,,,,,390.7,,,1,,1
1475503200,17.24,,,,,,,,17.43,,,7.7,,83.4,,3.612,,,,,,196.5,,,1,,1
1475506800,17.44,,,,,,,,17.24,,,6.9,,87.2,,3.14,,,,,,267,,,1,,1
1475510400,17.21,,,,,,,,17.19,,,6.7,,82.9,,2.9819999999999998,,,,,,169.4,,,1,,1
1475514000,16.39,,,,,,,,17.01,,,4.9,,74.91,,2.287,,,,,,16.35,,,1,,1
1475517600,14.03,,,,,,,,16.62,,,2.7,,46.38,,0.987,,,,,,0.065,,,1,,1
1475521200,12.94,,,,,,,,16.88,,,2.6,,43.71,,1.315,,,,,,,,,1,,1
1475524800,12.67,,,,,,,,16.85,,,3.1,,53.07,,1.319,,,,,,,,,1,,1
1475528400,12.93,,,,,,,,16.68,,,4.3,,54.71,,1.6640000000000001,,,,,,,,,1,,1
1475532000,12.77,,,,,,,,16.84,,,4.3,,53.52,,1.844,,,,,,,,,1,,1
1475535600,12.6,,,,,,,,16.58,,,5.5,,47.28,,2.031,,,,,,,,,1,,1
1475539200,12.35,,,,,,,,16.69,,,5.2,,61.46,,2.306,,,,,,,,,1,,1
1475542800,12.18,,,,,,,,16.72,,,5.6,,66.42,,2.398,,,,,,,,,1,,1
1475546400,11.77,,,,,,,,16.77,,,5.3,,69.14,,2.33,,,,,,,,,1,,1
1475550000,11.53,,,,,,,,16.68,,,6.6,,67.91,,2.827,,,,,,,,,1,,1
1475553600,11.24,,,,,,,,16.89,,,7.2,,74.99,,3.427,,,,,,,,,1,,1
1475557200,10.9,,,,,,,,16.81,,,7.2,,81.3,,3.373,,,,,,,,,1,,1
1475560800,10.46,,,,,,,,16.84,,,7.1,,78.59,,3.798,,,,,,5.331,,,1,,1
1475564400,10.74,,,,,,,,16.86,,,9.5,,67.28,,4.373,,,,,,128.2,,,1,,1
1475568000,11.41,,,,,,,,16.77,,,9.9,,61.11,,4.497,,,,,,304.1,,,1,,1
1475571600,12.22,,,,,,,,16.8,,,11,,68.3,,5.406000000000001,,,,,,460.4,,,1,,1
1475575200,13.22,,,,,,,,16.97,,,11.4,,72.98,,5.718999999999999,,,,,,558,,,1,,1
1475578800,14.11,,,,,,,,17.02,,,10.8,,68.63,,4.882,,,,,,626.2,,,1,,1
1475582400,14.91,,,,,,,,17.15,,,10.9,,61.18,,4.303,,,,,,640.6,,,1,,1
1475586000,15.64,,,,,,,,17.23,,,8.7,,69.56,,4.361000000000001,,,,,,379.1,,,1,,1
1475589600,16.2,,,,,,,,17.12,,,10.3,,65.3,,4.466,,,,,,174.2,,,1,,1
1475593200,16.42,,,,,,,,17.05,,,9.4,,56.18,,3.859,,,,,,269.8,,,1,,1
1475596800,16.28,,,,,,,,16.96,,,10,,63.06,,4.367,,,,,,155.8,,,1,,1
1475600400,15.62,,,,,,,,16.9,,,8.6,,62.13,,3.448,,,,,,18.38,,,1,,1
1475604000,14.72,,,,,,,,16.72,,,10,,61.29,,3.82,,,,,,0.043,,,1,,1
1475607600,14.38,,,,,,,,16.87,,,10.1,,59.35,,4.289,,,,,,,,,1,,1
1475611200,13.84,,,,,,,,16.87,,,8.5,,59.17,,3.9160000000000004,,,,,,,,,1,,1
1475614800,13.1,,,,,,,,16.83,,,9.1,,62.07,,3.943,,,,,,,,,1,,1
1475618400,12.49,,,,,,,,16.72,,,9.1,,60.97,,3.995,,,,,,,,,1,,1
1475622000,11.91,,,,,,,,16.68,,,8,,58.33,,3.681,,,,,,,,,1,,1
1475625600,11.57,,,,,,,,16.6,,,7,,55.22,,3.1060000000000003,,,,,,,,,1,,1
1475629200,11.3,,,,,,,,16.61,,,7.7,,58.6,,3.236,,,,,,,,,1,,1
1475632800,11.11,,,,,,,,16.77,,,7,,63.04,,3.332,,,,,,,,,1,,1
1475636400,10.83,,,,,,,,16.65,,,6.5,,66.32,,3.283,,,,,,,,,1,,1
1475640000,11.02,,,,,,,,17,,,6.1,,71.77,,2.826,,,,,,,,,1,,1
