x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1661983200,19.51,19.5,973,1017,15.84,6.5,58.47,3.294,79.63,0,0,23.17,,0,0,0,0,0,0,0,0,0,0,0,0,1
1661986800,19.21,19.21,973,1017,15.72,7.2,56.31,3.171,80.5,0,0,23.1,,0,0,0,0,0,0,0,0,0,0,0,0,1
1661990400,18.7,18.69,973,1017,16.26,6.4,72.88,3.864,86,0,0,23.08,,0,0,0,0,0,0,0,0,0,0,0,0,1
1661994000,18.27,18.27,972,1017,16.65,4.8,67.44,2.718,90.5,0,0,23.06,,0,0,0,0,0,0,0,0,0,0,0,0,1
1661997600,17.95,17.93,973,1017,16.96,5.1,73.52,2.838,94.4,0,0,23.04,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662001200,17.47,17.47,973,1017,17.86,4.9,79.36,2.608,102.8,0,0,22.97,,0,0,0,0,0,0,0,0,1,0,0,0,1
1662004800,17.12,17.12,973,1017,18.26,4.8,73,2.601,107.8,0,0,22.94,,0,0,0,0,0,0,0,0,1,0,0,0,1
1662008400,17.1,17.1,973,1017,18.38,5.1,64.43,2.744,108.7,0,2.455,22.89,,0,0,0,0,0,0,0,0,1,0,0,0,1
1662012000,16.96,16.97,973,1017,18.31,4.8,70.31,2.049,109.1,0,57.08,22.85,,0,0,0,0,0,0,0,0,1,0,0,0,1
1662015600,17.09,17.12,973,1017,17.27,5,53.34,2.539,101.3,0,88.9,22.8,,0,0,0,0,0,0,0,0,1,0,0,0,1
1662019200,17.76,17.77,973,1017,16.66,6.2,67.88,3.041,93.5,0,213.4,22.74,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662022800,18.98,18.97,973,1017,15.88,6.3,65.97,3.323,82.6,0,542.5,22.76,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662026400,19.96,19.96,973,1017,14.75,5.8,54.84,2.932,72.19,0,700,22.83,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662030000,20.26,20.36,973,1017,14.27,6.5,67.74,3.688,68.25,0,739.7,22.9,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662033600,20.87,20.88,973,1017,14.26,5.6,91.2,3.013,66.1,0,759,22.97,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662037200,21.03,21.02,972,1016,14.68,6.4,117.5,4.176,67.38,0,733,23.06,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662040800,20.51,20.73,972,1016,16.81,6.4,156.5,4.723,78.59,0,708.4,23.13,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662044400,20.78,21.05,971,1016,17.49,4.5,170.4,3.019,80.4,0,543.7,23.09,,0,0,0,0,0,0,0,0,0,0,0,0,1
1662048000,21.76,22,971,1015,16.6,2.6,169,1.882,71.84,0,329.5,23.05,,0,0,0,0,0,0,0,0,0,0,0,0,1
