x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1496268000,,1,17.26,,,,,,20.65,15.7,,5.9,,267.4,,1.9409999999999998,,90.9,,,,,,20.58,,8.33,
1496271600,,1,17.53,,,,,,20.41,15.41,,6.3,,316.6,,2.331,,87.7,,,,,,19.44,,8.08,
1496275200,,1,16.61,,,,,,19.95,15.37,,1.8,,15.92,,1.126,,92.7,,,,,,17.54,,8.07,
1496278800,,1,15.81,,,,,,19.61,15.07,,1.7,,38.35,,0.805,,95.7,,,,,,18.2,,8.28,
1496282400,,1,15.24,,,,,,19.07,14.34,,2,,42.61,,1.237,,94.7,,,,,,17.79,,8.43,
1496286000,,1,14.69,,,,,,19.14,13.86,,2.3,,42.83,,1.666,,95.1,,,,6.039,,19.33,,8.58,
1496289600,,1,14.65,,,,,,18.39,13.95,,2.4,,46.6,,1.297,,95.9,,,,78.46,,18.5,,8.47,
1496293200,,1,15.79,,,,,,18.57,14.77,,1.3,,43.72,,0.591,,94,,,,195.9,,18.36,,8.58,
1496296800,,1,17.09,,,,,,19.48,14.7,,1.7,,1.37,,0.5579999999999999,,86.2,,,,277.8,,18.05,,8.64,
1496300400,,1,17.51,,,,,,20.2,14.81,,1.9,,250.5,,0.976,,84.4,,,,352.1,,17.24,,7.912999999999999,
1496304000,,1,17.64,,,,,,20.49,14.68,,2.8,,249.5,,1.686,,83.1,,,,431.5,,15.69,,8.21,
1496307600,,1,17.96,,,,,,20.8,14.8,,2.1,,234.9,,1.3090000000000002,,82,,,,589.7,,15.22,,8.08,
1496311200,,1,18.34,,,,,,21.24,14.94,,2.5,,243,,1.85,,80.8,,,,705.4,,16.24,,8.06,
1496314800,,1,18.99,,,,,,21.62,15.13,,2.3,,236.2,,1.666,,78.54,,,,755,,21.06,,8.53,
1496318400,,1,19.6,,,,,,22.05,15.53,,2.5,,268.3,,1.499,,77.61,,,,183.7,,21.14,,8.36,
1496322000,,1,20.41,,,,,,22.56,15.31,,2.1,,256,,1.2830000000000001,,72.79,,,,583.3,,20.52,,8.34,
1496325600,,1,21.31,,,,,,22.99,14.65,,2.9,,300.1,,1.016,,66.16,,,,229.4,,19.31,,8.82,
1496329200,,1,23.02,,,,,,23.15,12.49,,3.4,,337.7,,1.1909999999999998,,51.81,,,,472.6,,20.13,,8.63,
