x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1677625200,1.116,1.065,976,1021,-3.135,9,54.02,4.581,73.79,0,0,6.719,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677628800,1.19,1.137,976,1020,-3.079,8.6,57.43,4.528,73.72,0,0,6.7,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677632400,1.136,1.085,976,1020,-3.193,7.4,52.96,4.381,73.37,0,0,6.75,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677636000,1.022,0.974,976,1020,-3.066,6.4,51.21,3.873,74.66,0,0,6.747,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677639600,0.987,0.938,975,1019,-2.877,6.1,52.2,3.715,75.91,0,0,6.572,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677643200,0.885,0.839,975,1019,-2.758,7.9,58.63,3.942,77.14,0,0,6.412,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677646800,0.764,0.715,974,1019,-2.731,8.1,52.38,4.47,77.99,0,0,6.611,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677650400,0.658,0.617,974,1018,-2.722,6.4,50.66,3.642,78.59,0,0,6.773,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677654000,0.635,0.586,974,1018,-2.688,7.6,49.57,4.032,78.97,0,6.235,6.629,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677657600,0.731,0.69,974,1018,-2.575,7.3,49.75,3.366,79.04,0,35.29,6.664,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677661200,0.921,0.89,974,1018,-2.483,6.5,56.69,3.834,78.44,0,70.6,6.708,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677664800,1.223,1.202,974,1018,-2.538,7,60.24,3.999,76.39,0,116.6,6.756,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677668400,1.562,1.562,973,1018,-2.502,7.3,53.16,3.795,74.64,0,153,6.812,,0,0,0,0,0,0,0,0,0,0,0,0,1
1677672000,1.874,1.887,973,1017,-2.549,7.3,52.19,4.089,72.67,0,222.5,6.848,,0,0,0,0,0,0,0,0,0,0,0,0,1
