x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1488322800,6.369,,6.316,,,,,,6.4079999999999995,-1.546,,12.3,,272.7,,6.569,,57.42,,,,,,6.287999999999999,,,1
1488326400,5.992000000000001,,6.002000000000001,,,,,,6.466,-0.684,,12.3,,258.5,,8.59,,62.56,,,,,,6.297000000000001,,,1
1488330000,5.494,,5.47,,,,,,6.3,0.16899999999999998,,10.9,,252.1,,8.96,,68.9,,,,,,6.275,,,1
1488333600,5.188,,5.191,,,,,,6.303999999999999,0.715,,13.3,,252.3,,9.98,,73.08,,,,,,6.27,,,1
1488337200,4.027,,4.126,,,,,,6.0889999999999995,0.924,,14.5,,266.9,,9.11,,80.2,,,,,,6.268,,,1
1488340800,2.6489999999999996,,2.681,,,,,,5.8229999999999995,1.251,,6.5,,314.6,,2.819,,90.6,,,,,,6.261,,,1
1488344400,2.532,,2.5540000000000003,,,,,,5.7139999999999995,1.121,,8.6,,312.8,,2.714,,90.6,,,,,,6.256,,,1
1488348000,3.2710000000000004,,3.321,,,,,,5.7589999999999995,1.2930000000000001,,9.4,,284.5,,4.899,,86.9,,,,0.293,,6.25,,,1
1488351600,3.367,,3.385,,,,,,5.835,1.1740000000000002,,8,,314.9,,2.6069999999999998,,85.7,,,,19.56,,6.236000000000001,,,1
1488355200,3.603,,3.6180000000000003,,,,,,5.933,1.3840000000000001,,7.6,,305.4,,2.5540000000000003,,85.6,,,,93.1,,6.228,,,1
1488358800,3.628,,3.659,,,,,,5.949,1.546,,7.6,,313.8,,2.6839999999999997,,86.4,,,,109.2,,6.228,,,1
1488362400,3.975,,3.99,,,,,,6.017,1.901,,10.8,,281.4,,6.303,,86.6,,,,139.2,,6.234,,,1
1488366000,4.227,,4.246,,,,,,6.041,2.252,,9.4,,306.3,,3.195,,87.2,,,,146.6,,6.25,,,1
1488369600,4.974,,4.957,,,,,,6.165,2.022,,9.2,,301.5,,3.609,,81.6,,,,101.3,,6.257999999999999,,,1
1488373200,5.568,,5.547000000000001,,,,,,6.377999999999999,2.335,,10.1,,278.7,,6.8020000000000005,,80.1,,,,158.9,,6.269,,,1
1488376800,6.183,,6.145,,,,,,6.4639999999999995,2.552,,8.5,,273.5,,6.324,,78.04,,,,152.8,,6.273,,,1
1488380400,6.876,,6.797000000000001,,,,,,6.648,2.648,,10.1,,271.6,,7.205,,75.11,,,,56.38,,6.303999999999999,,,1
1488384000,7.39,,7.329,,,,,,6.7620000000000005,2.6,,13.8,,272,,8.46,,72.18,,,,20.95,,6.309,,,1
