x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1675206000,2.609,2.238,983,1028,3.383,1.8,27.6,1.259,109,0,0,7.359,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675209600,1.533,1.18,983,1028,3.273,2.5,36.82,1.701,116.6,0,0,7.328,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675213200,1.06,0.817,984,1028,2.502,2.3,33.93,1.643,113.4,0,0,7.313,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675216800,0.525,0.063,983,1028,2.348,2.8,46.69,1.709,118.4,0,0,7.287,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675220400,0.686,-0.182,983,1027,2.265,2.8,19.31,1.479,119.7,0,0,7.273,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675224000,2.721,2.345,983,1027,2.991,6.2,299.5,3.235,106.1,0,0,7.257,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675227600,2.989,2.958,984,1028,3.772,6.4,296,2.603,106.4,0,0,7.26,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675231200,2.035,1.741,984,1028,3.349,4.3,319.2,1.637,112.5,0,0,7.185,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675234800,0.635,-0.254,985,1029,2.443,1.9,26.16,1.041,122,0,2.199,7.213,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675238400,1.648,0.737,985,1029,2.888,1.9,339.4,0.793,117.1,0,118.9,7.259,,0,0,0,0,0,0,0,0,1,0,0,0,1
1675242000,3.284,3.155,985,1029,1.629,5,284.9,2.209,90.4,0,300.2,7.278,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675245600,3.75,3.779,986,1030,1.115,6.3,268,4.391,83.1,0,269.2,7.309,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675249200,3.607,3.601,985,1030,1.99,6.2,262.8,3.99,89.6,0,463.4,7.314,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675252800,4.385,4.379,985,1029,1.733,4.6,264.7,3.129,83.3,0,474,7.349,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675256400,5.273,5.222,984,1028,1.156,4.6,262.2,3.389,75.32,0,516.9,7.399,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675260000,6.028,5.995,983,1028,2.439,5,242.2,3.342,78.27,0,368,7.409,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675263600,7.248,7.188,983,1028,1.263,6.5,297.2,3.531,67.23,0,105.8,7.432,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675267200,7.505,7.431,984,1028,-1.51,4.9,327,3.02,53.26,0,35.03,7.474,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675270800,7.067,6.979,985,1029,-1.719,4.2,347.3,1.909,54.1,0,0,7.429,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675274400,6.74,6.637,985,1029,-1.321,2.8,337.3,1.289,57.04,0,0,7.394,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675278000,6.483,6.382,985,1029,-0.848,2.9,12.08,1.405,60.1,0,0,7.367,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675281600,6.417,6.37,985,1029,0.208,4.4,236.9,2.042,64.96,0,0,7.339,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675285200,6.056,6.002,986,1030,-0.284,4.2,285.5,1.948,64.29,0,0,7.313,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675288800,5.929,5.776,985,1030,-0.833,2.8,327.8,1.174,62.74,0,0,7.3,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675292400,5.567,5.258,986,1030,-0.168,2.2,33.7,1.093,68.35,0,0,7.29,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675296000,5.663,5.441,986,1030,-0.438,2.5,328.6,1.256,66.11,0,0,7.264,,0,0,0,0,0,0,0,0,0,0,0,0,1
1675299600,5.516,5.302,985,1029,-0.199,5.6,318.1,2.069,67.93,0,0,7.247,,0,0,0,0,0,0,0,0,0,0,0,0,1
