x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1627768800,16.13,16.16,969,1013,19.58,1.4,66.21,0.734,124.4,0,0,21.65,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627772400,16.03,16.03,969,1013,19.62,1.4,5.899,0.682,125.7,0,0,21.66,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627776000,15.75,15.77,968,1012,19.43,2,42.8,0.718,126.3,0,0,21.61,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627779600,15.48,15.52,968,1012,18.82,2.9,64.5,1.183,123.6,0,0,21.54,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627783200,15.41,15.4,968,1012,17.87,1.2,67.85,0.633,117.7,0,0,21.38,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627786800,14.93,14.82,968,1012,17.18,1.6,9,0.891,116.8,0,0,21.26,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627790400,14.85,14.76,968,1012,17.53,1.1,30.52,0.676,119.8,0,0,21.12,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627794000,14.45,14.42,968,1012,18.08,1.4,27.93,0.841,126.6,0,14,21.11,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627797600,14.48,14.41,968,1012,18.13,1.6,33.4,0.967,127.1,0,28.82,21.07,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627801200,14.8,14.63,969,1013,18.11,1.7,39.68,0.833,125.2,0,129.6,21.01,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627804800,15.26,15.29,969,1013,17.34,1.5,357.3,0.793,114.5,0,138.3,20.99,,0,0,0,0,0,0,0,0,1,0,0,0,1
1627808400,15.82,15.79,969,1014,15.4,3.5,291.1,0.962,98,0,141.4,20.98,,0,0,0,0,0,0,0,0,0,0,0,0,1
1627812000,16.06,16.07,969,1014,14.44,3.5,216.8,1.839,90.4,0,244.4,20.99,,0,0,0,0,0,0,0,0,0,0,0,0,1
1627815600,16.19,16.24,969,1014,14.84,3.7,271.9,1.742,91.8,0,370.3,21,,0,0,0,0,0,0,0,0,0,0,0,0,1
