x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1480582800,0.251,,0.141,,,,,,5.791,-2.303,,3.2,,73.69,,1.253,,79.8,,,,80.7,,9.29,,9.29,
1480586400,0.997,,0.818,,,,,,8.07,-2.269,,4.1,,61.43,,2.517,,80.1,,,,175.6,,9.73,,9.73,
1480590000,2.7430000000000003,,2.677,,,,,,8.23,-1.099,,3.4,,68.35,,1.9069999999999998,,76.44,,,,279.2,,9.72,,9.72,
1480593600,4.052,,3.9760000000000004,,,,,,8.54,-0.23,,4.5,,157.1,,2.119,,74.3,,,,341.4,,9.74,,9.74,
1480597200,4.622,,4.575,,,,,,8.67,0.155,,3.4,,161.3,,2.1959999999999997,,72.98,,,,132.3,,9.79,,9.79,
1480600800,5.627000000000001,,5.521,,,,,,4.8260000000000005,1.8230000000000002,,2.3,,236.8,,1.03,,75.61,,,,170.4,,9.64,,9.64,
1480604400,5.537999999999999,,5.564,,,,,,8.15,1.4480000000000002,,2.4,,198,,1.431,,74.65,,,,59.74,,9.77,,9.78,
1480608000,5.367999999999999,,5.2,,,,,,8.59,1.479,,2,,323.1,,0.948,,77.19,,,,,,9.81,,9.82,
1480611600,3.14,,2.6860000000000004,,,,,,7.204,0.7020000000000001,,1.6,,40.35,,1.25,,85.6,,,,,,9.66,,9.66,
1480615200,1.754,,1.42,,,,,,7.895,-0.39899999999999997,,2,,39.35,,1.359,,85.6,,,,,,9.55,,9.55,
1480618800,1.636,,1.193,,,,,,7.9079999999999995,-1.2009999999999998,,2,,52.47,,1.024,,84.5,,,,,,9.75,,9.75,
1480622400,1.15,,0.633,,,,,,7.8420000000000005,-1.882,,2.2,,44.07,,1.403,,83.6,,,,,,9.68,,9.68,
1480626000,1.569,,0.853,,,,,,7.805,-2.148,,2.2,,38.47,,1.537,,80.7,,,,,,9.66,,9.66,
1480629600,1.4080000000000001,,0.515,,,,,,7.931,-2.5980000000000003,,2.5,,29.2,,1.905,,79.92,,,,,,9.65,,9.66,
1480633200,0.6829999999999999,,0.025,,,,,,7.831,-2.461,,2.5,,33.14,,2.068,,83.6,,,,,,9.65,,9.65,
1480636800,0.522,,-0.155,,,,,,7.776,-3.09,,2.4,,32.51,,2.049,,80.9,,,,,,9.6,,9.6,
1480644000,0.33399999999999996,,-0.295,,,,,,7.822,-3.217,,2.5,,32.97,,2.088,,80.9,,,,,,9.61,,9.61,
1480647600,0.584,,-0.36700000000000005,,,,,,7.83,-2.6689999999999996,,2.5,,24.2,,1.9509999999999998,,84.7,,,,,,9.64,,9.64,
1480651200,0.5710000000000001,,-0.424,,,,,,7.86,-2.2159999999999997,,2.5,,25.11,,1.8119999999999998,,88,,,,,,9.63,,9.63,
1480654800,-0.369,,-0.8959999999999999,,,,,,7.667999999999999,-2.633,,2.2,,35.29,,1.841,,88.3,,,,,,9.61,,9.61,
1480658400,-0.5820000000000001,,-1.041,,,,,,7.856,-3.2260000000000004,,2.6,,35.77,,2.036,,85.4,,,,,,9.61,,9.61,
