x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1575154800,5.645,,5.587000000000001,,973,,1017,,,2.845,,6.5,,47.46,,3.095,,82.8,,,,,,10.38,,10.37,
1575158400,5.667000000000001,,5.607,,972,,1017,,,2.885,,8.6,,54.67,,3.69,,82.9,,,,,,10.37,,10.34,
1575162000,5.534,,5.487,,971,,1015,,,2.935,,5.6,,52.82,,2.8710000000000004,,83.9,,,,,,10.34,,10.35,
1575165600,5.409,,5.357,,970,,1015,,,2.8110000000000004,,5.7,,63.01,,3.708,,83.9,,,,,,10.29,,10.2,
1575169200,5.367000000000001,,5.319,,969,,1014,,,2.737,,6.5,,49.43,,3.1460000000000004,,83.7,,,,,,10.25,,10.17,
1575172800,5.312,,5.273,,968,,1012,,,2.906,,9.6,,54.9,,4.487,,85,,,,,,10.25,,9.99,
1575176400,5.245,,5.207000000000001,,968,,1012,,,2.8360000000000003,,7.1,,44.43,,3.5580000000000003,,85,,,,,,10.25,,9.95,
1575180000,5.25,,5.211,,969,,1013,,,2.823,,6.7,,47.27,,2.873,,84.9,,,,,,10.23,,9.73,
1575183600,4.689,,4.647,,970,,1014,,,4.08,,2.8,,63.56,,1.473,,96.6,,,,,,10.2,,9.67,
1575187200,4.497,,4.351,,971,,1015,,,5.164,,4.5,,35.05,,1.124,,106.2,1,,,2.461,,10.19,,9.82,
1575190800,4.188,,3.948,,971,,1016,,,4.159,,5.3,,336.6,,2.654,,101.8,1,,,8.07,,10.19,,9.9,
1575194400,4.096,,3.753,,972,,1016,,,3.679,,4.9,,298.7,,2.616,,99.9,,,,57.23,,10.13,,10.11,
1575198000,4.061,,3.572,,971,,1015,,,3.5980000000000003,,4.1,,276.4,,2.4930000000000003,,100.5,1,,,48.91,,10.16,,10.28,
1575201600,4.42,,4.328,,971,,1015,,,3.727,,4.3,,266.1,,2.638,,96.2,,,,30.03,,10.19,,10.34,
1575205200,4.556,,4.501,,970,,1015,,,3.822,,3.8,,251.9,,1.807,,95.7,,,,53.65,,10.29,,10.36,
1575208800,4.662,,4.6160000000000005,,970,,1015,,,4.394,,2.9,,239.6,,1.4469999999999998,,98.8,,,,63.92,,10.31,,10.38,
1575212400,4.883,,4.821000000000001,,971,,1015,,,4.584,,2.9,,269.6,,1.367,,98.7,,,,18.81,,10.31,,10.38,
1575216000,4.721,,4.766,,971,,1015,,,5.202000000000001,,2.1,,356,,1.11,,103.5,1,,,,,10.31,,10.43,
