x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1672527600,12.01,11.78,979,1023,11.86,3.3,252,2.7,101,0,0,9.16,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672531200,12.02,11.75,979,1023,12.02,3.3,252,2.7,102.1,0,0,9.16,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672534800,11.75,11.41,979,1023,12.31,3.3,252,2.7,106.5,0,0,9.17,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672538400,11.38,11.1,979,1024,12.75,3.3,252,2.7,112,0,0,9.16,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672542000,12.26,11.98,979,1024,11.37,3.3,252,2.7,96.6,0,0,9.16,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672545600,12.28,12.03,980,1024,10.96,3.3,252,2.7,93.7,0,0,9.16,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672549200,11.89,11.71,980,1024,10.78,3.3,252,2.7,94.4,0,0,9.16,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672552800,11.87,11.6,980,1024,10.5,3.3,252,2.7,93.4,0,0,9.14,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672556400,11.3,11.14,980,1025,11,3.3,252,2.7,99.5,0,0,9.13,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672560000,11,10.9,980,1025,11,3.3,252,2.7,101.1,0,23.22,9.13,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672563600,11.13,10.94,981,1025,10.66,3.3,252,2.7,98.5,0,173.4,9.13,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672567200,10.9,10.76,980,1025,11.36,3.3,252,2.7,104.6,0,276.5,9.15,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672570800,10.92,10.78,980,1024,11.18,3.3,252,2.7,103.2,0,292,9.19,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672574400,11.43,11.11,979,1023,11.36,3.3,252,2.7,102.1,0,341.1,9.21,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672578000,11.69,11.59,978,1022,10.03,3.3,252,2.7,90.4,0,298.6,9.23,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672581600,11.5,11.27,978,1022,10.52,3.3,252,2.7,95.7,0,217.4,9.26,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672585200,14.23,14.19,978,1023,8.51,3.3,252,2.7,69.11,0,31.34,9.36,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672588800,13.29,12.94,979,1023,9.79,3.3,252,2.7,81.9,0,0,9.31,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672592400,13.1,12.63,978,1023,10.16,3.3,252,2.7,85.3,0,0,9.34,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672596000,12.63,12.41,978,1023,10.6,3.3,252,2.7,89.1,0,0,9.32,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672599600,12.91,12.41,978,1022,10.63,3.3,252,2.7,89.5,0,0,9.29,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672603200,12.45,12.08,978,1022,10.29,3.3,252,2.7,89.2,0,0,9.27,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672606800,11.21,10.84,978,1022,11.14,3.3,252,2.7,102.5,0,0,9.26,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672610400,11.64,11.09,978,1022,10.22,3.3,252,2.7,95,0,0,9.23,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672614000,10.54,9.7,978,1022,10.69,3.3,252,2.7,107.4,0,0,9.2,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672617600,10.03,9.14,977,1022,10.52,3.3,252,2.7,110.1,0,0,9.18,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672621200,9.8,8.56,977,1021,10.84,3.3,252,2.7,116.9,0,0,9.18,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672624800,9.72,8.64,977,1021,9.52,3.3,252,2.7,106.7,0,0,9.15,,0,0,0,0,0,0,0,0,1,0,0,0,1
1672628400,11.13,10.55,976,1021,7.96,3.3,252,2.7,84.5,0,0,9.12,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672632000,12.02,11.55,976,1021,7.123,3.3,252,2.7,74.62,0,0,9.11,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672635600,12.16,11.66,976,1021,6.478,3.3,252,2.7,71.05,0,0,9.12,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672639200,12.47,11.81,976,1021,5.559,3.3,252,2.7,65.78,0,0,9.11,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672642800,11.72,11.16,977,1021,7.045,3.3,252,2.7,76.65,0,0,9.07,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672646400,11.77,11.33,977,1022,5.655,3.3,252,2.7,68.42,0,17.77,9.06,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672650000,11.25,10.7,978,1022,6.327,3.3,252,2.7,74.9,0,102.5,9.08,,0,0,0,0,0,0,0,0,0,0,0,0,1
1672653600,12.15,11.56,978,1023,6.042,3.3,252,2.7,69.39,0,197.2,9.15,,0,0,0,0,0,0,0,0,0,0,0,0,1
