y2,y3,x,y,y1,y4
0,0,1649628000,7.61,,1
0,0,1649628300,7.43,,1
0,0,1649628600,7.41,,1
0,0,1649628900,7.74,,1
0,0,1649629200,7.31,,1
0,0,1649629500,7.79,,1
0,0,1649629800,7.05,,1
0,0,1649630100,7.27,,1
0,0,1649630400,7.51,,1
0,0,1649630700,7.38,,1
0,0,1649631000,7.74,,1
0,0,1649631300,7.82,,1
0,0,1649631600,7.42,,1
0,0,1649631900,7.79,,1
0,0,1649632200,7.27,,1
0,0,1649632500,7.47,,1
0,0,1649632800,7.08,,1
0,0,1649633100,7.55,,1
0,0,1649633400,7.12,,1
0,0,1649633700,7.32,,1
0,0,1649634000,7.04,,1
0,0,1649634300,6.91,,1
0,0,1649634600,7.08,,1
0,0,1649634900,7.79,,1
0,0,1649635200,7.5,,1
0,0,1649635500,7.45,,1
0,0,1649635800,7.33,,1
0,0,1649636100,6.99,,1
0,0,1649636400,6.87,,1
0,0,1649636700,7.07,,1
0,0,1649637000,6.95,,1
0,0,1649637300,6.7,,1
0,0,1649637600,6.77,,1
0,0,1649637900,7.21,,1
0,0,1649638200,6.99,,1
0,0,1649638500,7.22,,1
0,0,1649638800,7.36,,1
0,0,1649639100,6.86,,1
0,0,1649639400,7.14,,1
0,0,1649639700,7.4,,1
0,0,1649640000,7.47,,1
0,0,1649640300,7.31,,1
0,0,1649640600,7.26,,1
0,0,1649640900,7.51,,1
0,0,1649641200,7.37,,1
0,0,1649641500,7.44,,1
0,0,1649641800,7.45,,1
0,0,1649642100,7.3,,1
0,0,1649642400,7.32,,1
0,0,1649642700,7.53,,1
0,0,1649643000,7.43,,1
0,0,1649643300,7.59,,1
0,0,1649643600,7.23,,1
0,0,1649643900,7.25,,1
0,0,1649644200,7.32,,1
0,0,1649644500,7.23,,1
0,0,1649644800,7.38,,1
0,0,1649645100,7.42,,1
0,0,1649645400,7.44,,1
0,0,1649645700,7.19,,1
0,0,1649646000,6.99,,1
0,0,1649646300,6.93,,1
0,0,1649646600,7,,1
0,0,1649646900,6.87,,1
0,0,1649647200,6.88,,1
0,0,1649647500,6.89,,1
0,0,1649647800,7.27,,1
0,0,1649648100,7.1,,1
0,0,1649648400,6.97,,1
0,0,1649648700,7.15,,1
0,0,1649649000,7.46,,1
0,0,1649649300,7.2,,1
0,0,1649649600,6.98,,1
0,0,1649649900,7.64,,1
0,0,1649650200,6.94,,1
0,0,1649650500,7.08,,1
0,0,1649650800,6.84,,1
0,0,1649651100,7.12,,1
0,0,1649651400,7.18,,1
0,0,1649651700,7.54,,1
0,0,1649652000,7.33,,1
0,0,1649652300,7.03,,1
0,0,1649652600,6.95,,1
0,0,1649652900,7.32,,1
0,0,1649653200,7.61,,1
0,0,1649653500,7.64,,1
0,0,1649653800,7.36,,1
0,0,1649654100,7.56,,1
0,0,1649654400,7.5,,1
0,0,1649654700,7.6,,1
0,0,1649655000,7.9,,1
0,0,1649655300,7.24,,1
0,0,1649655600,7.33,,1
0,0,1649655900,7.47,,1
0,0,1649656200,7.99,,1
0,0,1649656500,7.5,,1
0,0,1649656800,7.65,,1
0,0,1649657100,7.8,,1
0,0,1649657400,8.08,,1
0,0,1649657700,7.64,,1
0,0,1649658000,7.56,,1
0,0,1649658300,7.44,,1
0,0,1649658600,7.9,,1
0,0,1649658900,7.71,,1
0,0,1649659200,7.8,,1
0,0,1649659500,7.6,,1
0,0,1649659800,7.55,,1
0,0,1649660100,7.57,,1
0,0,1649660400,7.99,,1
0,0,1649660700,7.36,,1
0,0,1649661000,7.78,,1
0,0,1649661300,7.82,,1
0,0,1649661600,8.01,,1
0,0,1649661900,7.84,,1
0,0,1649662200,7.95,,1
0,0,1649662500,8.1,,1
0,0,1649662800,8.35,,1
0,0,1649663100,8.54,,1
0,0,1649663400,8.55,,1
0,0,1649663700,8.73,,1
0,0,1649664000,8.77,,1
0,0,1649664300,8.68,,1
0,0,1649664600,8.72,,1
0,0,1649664900,8.79,,1
0,0,1649665200,8.69,,1
0,0,1649665500,8.95,,1
0,0,1649665800,8.96,,1
0,0,1649666100,8.71,,1
0,0,1649666400,8.85,,1
0,0,1649666700,8.96,,1
0,0,1649667000,9.02,,1
0,0,1649667300,9.13,,1
0,0,1649667600,9.22,,1
0,0,1649667900,9.08,,1
0,0,1649668200,9.08,,1
0,0,1649668500,9.34,,1
0,0,1649668800,9.27,,1
0,0,1649669100,9.27,,1
0,0,1649669400,9.31,,1
0,0,1649669700,9.45,,1
0,0,1649670000,9.6,,1
0,0,1649670300,9.32,,1
0,0,1649670600,9.38,,1
0,0,1649670900,9.32,,1
0,0,1649671200,9.15,,1
0,0,1649671500,9.82,,1
0,0,1649671800,9.54,,1
0,0,1649672100,9.77,,1
0,0,1649672400,9.64,,1
0,0,1649672700,9.72,,1
0,0,1649673000,9.89,,1
0,0,1649673300,9.96,,1
0,0,1649673600,9.94,,1
0,0,1649673900,10.06,,1
0,0,1649674200,10.35,,1
0,0,1649674500,9.79,,1
0,0,1649674800,9.74,,1
0,0,1649675100,10.12,,1
0,0,1649675400,9.92,,1
