x,y,y2,y4,y6,y8,y10,y12,y14,y16,y18,y20,y22,y24,y1,y3,y5,y7,y9,y11,y13,y15,y17,y19,y21,y23,y25
1617228000,12.54,11.73,978,1022,7.266,2.4,25.48,1.3,74.41,0,0,12.04,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0
1617231600,11.88,11.31,978,1022,7.271,2.1,17.46,1.249,76.56,0,0,11.99,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0
1617235200,11.06,10.51,978,1022,6.907,2.4,40.05,1.424,78.69,0,0,11.99,3.158,0,0,0,0,0,0,0,0,0,0,0,0,0
1617238800,10.82,10.39,978,1022,6.853,1.7,35.18,1.067,78.96,0,0,11.79,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1617242400,10.14,9.68,977,1022,6.913,2,31.89,1.293,83.2,0,0,10.47,3.163,0,0,0,0,0,0,0,0,0,0,0,0,0
1617246000,9.68,9.14,977,1021,6.626,2.3,48.86,1.448,84.6,0,0,10.02,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0
1617249600,9.41,8.93,977,1021,6.388,2,40.55,1.344,84.4,0,0,10.12,3.174,0,0,0,0,0,0,0,0,0,0,0,0,0
1617253200,8.94,8.45,977,1021,6.301,2,34.13,1.416,86.6,0,0,10.4,3.194,0,0,0,0,0,0,0,0,0,0,0,0,0
1617256800,8.31,7.821,977,1022,6.332,2.6,50.94,1.532,90.6,0,48.28,10.13,3.196,0,0,0,0,0,0,0,0,0,0,0,0,0
1617260400,10.01,9.56,978,1022,6.417,1.6,69.03,0.631,81.2,0,109.1,9.9,3.198,0,0,0,0,0,0,0,0,0,0,0,0,0
1617264000,10.97,11.06,977,1022,7.153,1,193.9,0.643,77.17,0,109.7,9.83,3.195,0,0,0,0,0,0,0,0,0,0,0,0,0
1617267600,10.99,10.74,977,1021,9.97,2.6,222.1,1.478,95.5,0,159.8,9.94,3.196,0,0,0,0,0,0,0,0,0,0,0,0,0
1617271200,10.98,10.89,977,1021,11.61,2.3,244.9,1.699,105.3,0,366.4,10.4,3.204,0,0,0,0,0,0,0,0,1,0,0,0,0
1617274800,11.7,11.64,976,1020,10.87,1.9,269.2,1.308,95.5,0,636.2,10.63,3.201,0,0,0,0,0,0,0,0,0,0,0,0,0
1617278400,13.02,12.89,975,1020,8.82,1.7,267.2,1.182,76.93,0,774.3,10.79,3.189,0,0,0,0,0,0,0,0,0,0,0,0,0
1617282000,15.18,14.61,974,1019,7.104,1.8,265.8,1.226,60.96,0,816,11.63,3.175,0,0,0,0,0,0,0,0,0,0,0,0,0
1617285600,16.2,16.29,974,1018,9.14,1.8,236.8,1.175,62.85,0,657,12.4,3.176,0,0,0,0,0,0,0,0,0,0,0,0,0
1617289200,15.9,15.7,973,1017,11.58,2.4,219,1.359,78.26,0,366.5,12.34,3.181,0,0,0,0,0,0,0,0,0,0,0,0,0
1617292800,15.58,15.24,973,1017,10.38,3.3,137.3,2.059,74.84,0,331.3,12.08,3.185,0,0,0,0,0,0,0,0,0,0,0,0,0
1617296400,16.19,15.48,973,1017,7.383,2.4,144,1.175,59.5,0,117.4,12.41,3.185,0,0,0,0,0,0,0,0,0,0,0,0,0
