x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1590962400,17.36,,17.25,,973,,1017,,,5.232,,6.3,,52.69,,2.767,,45.21,,,,,,14.34,,7.697,
1590966000,16.86,,16.76,,973,,1017,,,4.547,,6.9,,56.03,,2.9,,44.48,,,,,,14.32,,7.595,
1590969600,16.13,,16.04,,973,,1018,,,4.68,,6.4,,55.05,,2.917,,46.98,,,,,,14.29,,7.546,
1590973200,15.58,,15.48,,973,,1018,,,4.618,,5.8,,54.82,,2.396,,48.48,,,,,,14.22,,7.596,
1590976800,15.05,,14.92,,973,,1018,,,4.675,,5,,62.09,,2.33,,50.47,,,,,,14.15,,7.732,
1590980400,14.44,,14.29,,973,,1018,,,4.872,,4,,59.04,,1.642,,53.28,,,,,,14.19,,8.02,
1590984000,13.85,,13.69,,974,,1018,,,5,,3.8,,64.96,,2.021,,55.89,,,,6.231,,14.29,,8.2,
1590987600,13.65,,13.51,,974,,1018,,,5.513,,4.2,,54.75,,1.64,,58.61,,,,110.1,,14.27,,8.19,
1590991200,14.46,,14.41,,974,,1018,,,6.167000000000001,,5.5,,69.82,,2.6439999999999997,,57.84,,,,280.1,,14.26,,8.24,
1590994800,15.2,,15.14,,974,,1019,,,6.071000000000001,,5.9,,68.76,,3.282,,54.85,,,,461.6,,14.35,,8.71,
1590998400,16.16,,16.11,,974,,1019,,,6.343,,6.2,,72.37,,3.361,,52.51,,,,637.8,,14.45,,9.79,
1591002000,15.32,,15.4,,974,,1018,,,9.64,,5.3,,155.8,,3.819,,69.26,,,,785.1,,14.52,,9.58,
1591005600,15.22,,15.12,,974,,1018,,,10.79,,4,,182.4,,3.188,,75.6,,,,891,,14.76,,9.22,
1591009200,15.76,,15.66,,974,,1018,,,11.19,,3.2,,254.9,,1.295,,75.05,,,,952,,15.03,,8.99,
1591012800,16.24,,16.15,,973,,1018,,,11.61,,2,,269.1,,1.0859999999999999,,74.77,,,,957,,15.45,,9.08,
1591016400,17.12,,17.05,,973,,1017,,,12.66,,2.2,,282,,1.178,,75.62,,,,923,,15.72,,9.03,
1591020000,18.34,,18.28,,972,,1017,,,10.72,,2.2,,317.4,,1.153,,61.99,,,,948,,15.92,,9.44,
1591023600,19.2,,19.13,,972,,1016,,,13.4,,2.3,,294.1,,1.074,,69.72,,,,599.8,,15.89,,10.13,
1591027200,21.79,,21.36,,972,,1016,,,10.7,,2.3,,309,,1.143,,51.42,,,,302.3,,15.71,,9.45,
1591030800,22.3,,21.99,,972,,1016,,,7.96,,2.5,,296.2,,1.087,,40.71,,,,165.4,,15.5,,10.13,
1591034400,23.67,,23.58,,972,,1016,,,8.3,,4.2,,27.63,,1.56,,37.84,,,,115.2,,15.32,,9.6,
1591038000,22.8,,22.64,,972,,1016,,,7.976,,3.5,,36.38,,1.4669999999999999,,39.11,,,,9.34,,15.16,,9.33,
1591041600,21.43,,21.19,,972,,1017,,,8.13,,3.1,,42.78,,1.48,,43.21,,,,,,14.87,,9.29,
1591045200,20.49,,20.22,,973,,1017,,,8.31,,2.9,,49.45,,1.475,,46.4,,,,,,14.72,,9.46,
1591048800,19.51,,19.13,,973,,1017,,,9.11,,3.7,,88.2,,1.63,,52.68,,,,,,14.72,,9.56,
1591052400,17.43,,17.18,,974,,1018,,,13.27,,4,,320.6,,1.291,,79.29,,,,,,14.75,,9.57,
1591056000,17.49,,17.26,,974,,1018,,,13.9,,6.5,,320.3,,2.841,,81.3,,,,,,14.76,,9.57,
1591059600,17.51,,17.29,,974,,1018,,,13.41,,4.9,,316.6,,2.231,,78.24,,,,,,14.87,,9.57,
1591063200,16.8,,16.56,,973,,1018,,,14.44,,3.2,,282.7,,1.855,,87.7,,,,,,14.92,,9.83,
1591066800,15.52,,14.89,,973,,1017,,,13.6,,2,,38.59,,1.506,,92.3,,,,,,14.88,,9.09,
1591070400,13.95,,13.56,,973,,1017,,,10.97,,2.5,,47.46,,1.42,,84.7,,,,6.443,,14.86,,8.85,
1591074000,13.22,,12.97,,973,,1018,,,10.72,,2.3,,43.25,,1.237,,86.5,,,,108.5,,14.85,,8.76,
1591077600,14.68,,14.74,,973,,1018,,,11.65,,2.1,,351.8,,1.025,,82,,,,268,,14.87,,9.24,
1591081200,15.36,,15.54,,974,,1018,,,14.31,,1.4,,280.2,,0.7440000000000001,,92.9,,,,439.2,,14.91,,8.94,
1591084800,15.79,,16.29,,973,,1018,,,14.68,,1.7,,220,,1.034,,90.5,,,,619.3,,14.93,,8.75,
1591088400,16.4,,16.33,,973,,1017,,,14.76,,1.7,,202.2,,1.232,,90.7,,,,765,,15.07,,8.29,
1591092000,16.65,,16.45,,973,,1017,,,15.16,,1.7,,243.1,,0.871,,92.5,,,,867,,15.42,,8.4,
1591095600,17.89,,17.69,,972,,1016,,,14.17,,3.6,,272.9,,1.7519999999999998,,80.3,,,,938,,16.17,,8.48,
1591099200,18.93,,18.66,,971,,1016,,,14.04,,3.6,,258.2,,1.796,,74.89,,,,949,,16.36,,8.55,
1591102800,19.67,,19.4,,971,,1015,,,14.08,,1.9,,267.2,,0.884,,71.92,,,,923,,16.05,,8.45,
1591106400,20.61,,20.44,,970,,1014,,,14.25,,1.7,,301.9,,0.7490000000000001,,68.01,,,,944,,16.19,,8.65,
1591110000,21.99,,21.77,,969,,1014,,,9.98,,1.6,,290.1,,0.868,,48.15,,,,578,,16.16,,8.71,
1591113600,22.7,,22.65,,969,,1013,,,10.71,,2.3,,291.7,,0.9079999999999999,,47.43,,,,481.8,,15.38,,8.74,
1591117200,23.18,,23.07,,969,,1013,,,9.13,,1.7,,312,,0.75,,41.72,,,,309.6,,15.46,,8.55,
1591120800,23.96,,23.9,,968,,1013,,,6.5920000000000005,,1.5,,316.5,,0.768,,32.98,,,,35.28,,15.23,,8.96,
1591124400,22.55,,22.03,,968,,1013,,,8.14,,2.1,,18.4,,0.9690000000000001,,41.78,,,,8.84,,15.09,,8.77,
1591128000,20.76,,20.03,,968,,1013,,,9.74,,2.7,,31.61,,1.0270000000000001,,51.74,,,,,,15.02,,9.04,
1591131600,20.04,,19.67,,969,,1013,,,8.89,,2.7,,30.09,,1.4469999999999998,,49.93,,,,,,15.04,,8.99,
1591135200,18.98,,18.66,,969,,1013,,,9.63,,2.5,,107.5,,1.33,,55.94,,,,,,14.95,,9.33,
1591138800,17.91,,17.21,,968,,1013,,,9.27,,2.3,,42.64,,1.682,,59.83,,,,,,14.96,,9.26,
1591142400,16.35,,15.56,,968,,1012,,,9.96,,2.5,,38.16,,1.315,,69.55,,,,,,14.95,,9.32,
1591146000,15.13,,14.53,,968,,1012,,,9.14,,2.9,,41.99,,2.083,,70.32,,,,,,14.9,,9.31,
1591149600,14.01,,13.63,,967,,1012,,,8.76,,2.9,,38.86,,2.053,,72.67,,,,,,14.89,,9.65,
1591153200,13.58,,13.1,,967,,1011,,,8.73,,2.7,,42.28,,1.673,,75.07,,,,,,14.93,,9.3,
1591156800,13.33,,12.71,,967,,1011,,,8.2,,3,,40.38,,2.366,,74.31,,,,6.122999999999999,,14.85,,8.68,
1591160400,12.84,,12.44,,967,,1011,,,8.66,,2.7,,39.11,,2.141,,77.98,,,,110.8,,14.77,,8.48,
1591164000,15.04,,14.93,,966,,1011,,,10.5,,2.3,,52.61,,0.971,,75.12,,,,272.1,,14.78,,8.53,
1591167600,16.35,,17.36,,966,,1010,,,11.48,,0.6,,207.3,,0.34,,68.62,,,,431,,14.8,,8.98,
1591171200,16.15,,16.69,,966,,1010,,,12.38,,1.3,,239.1,,0.5489999999999999,,76.02,,,,574.7,,14.86,,9.06,
1591174800,16.43,,17.26,,965,,1009,,,14.31,,1.7,,173.6,,1.159,,83.1,,,,812,,15.38,,8.82,
1591178400,17.06,,17.07,,964,,1008,,,14.09,,2.5,,141.9,,1.8219999999999998,,82.9,,,,446.9,,16.2,,9.12,
1591182000,17.84,,17.71,,963,,1008,,,13.24,,4.3,,137.1,,2.6039999999999996,,76.24,,,,931,,16.78,,9.31,
